Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2014-03-16,37.42,2014-03-30,35.08,2013-08-04-2014-03-09,26.12-42.24,Sell,9 days,6.25%,Fall by 6.44%,6.25%
2014-11-02,36.55,2014-11-02,36.55,2013-08-04-2014-03-09,26.12-42.24,Buy,0 days,0.0%,Rise by 0%,6.25%
2015-07-19,38.22,2015-07-26,37.71,2014-08-24-2015-03-15,33.05-39.45,Sell,4 days,1.33%,Fall by 21.45%,7.59%
2015-08-23,30.39,2015-09-06,28.78,2015-03-15-2015-06-14,31.456-44.68,Sell,9 days,5.3%,Fall by -5.14%,12.89%
2015-09-13,29.62,2015-10-11,32.81,2013-08-04-2015-06-14,26.12-44.68,Sell,19 days,-10.77%,Fall by 7.77%,2.12%
2016-01-31,33.63,2016-01-31,33.63,2014-03-09-2015-08-30,31.661-37.29,Sell,0 days,-0.0%,Fall by 0%,2.12%
2016-02-28,32.84,2016-02-28,32.84,2015-08-30-2015-12-27,26.0-39.64,Buy,0 days,0.0%,Rise by 0%,2.12%
2016-06-05,34.39,2016-06-05,34.39,2015-03-15-2015-06-14,31.456-44.68,Buy,0 days,0.0%,Rise by 0%,2.12%
2016-11-20,37.6,2016-12-04,36.65,2016-04-17-2016-07-03,33.91-36.63,Sell,9 days,2.53%,Fall by -61.61%,4.64%
2016-12-04,36.65,2017-11-12,59.23,2015-08-30-2016-10-16,26.0-42.912,Buy,244 days,61.61%,Rise by 15.38%,66.25%
2017-07-16,50.955,2017-09-03,56.67,2016-10-16-2016-12-25,35.27-40.02,Sell,34 days,-11.22%,Fall by 1.76%,55.04%
2018-02-11,58.52,2018-02-25,66.5,2015-08-30-2018-01-28,26.0-68.39,Sell,9 days,-13.64%,Fall by 10.8%,41.4%
2018-04-22,59.38,2021-03-21,85.01,2015-08-30-2018-01-28,26.0-68.39,Buy,759 days,43.16%,Rise by -15.03%,84.56%
2018-09-30,48.82,2021-03-14,84.37,2015-03-15-2018-01-28,31.456-68.39,Buy,639 days,72.82%,Rise by -10.94%,157.38%
2019-06-02,40.31,2019-06-23,43.36,2019-01-06-2019-05-05,36.03-49.69,Sell,14 days,-7.57%,Fall by 9.55%,149.81%
2019-06-23,43.36,2021-03-14,84.37,2019-01-06-2019-05-05,36.03-49.69,Buy,449 days,94.58%,Rise by -10.94%,244.4%
2019-10-20,43.11,2019-11-10,47.54,2019-05-05-2019-08-11,39.86-48.19,Sell,14 days,-10.28%,Fall by 12.89%,234.12%
2020-08-16,65.73,2020-11-08,77.72,2018-01-28-2019-01-06,38.85-64.66,Sell,59 days,-18.24%,Fall by 4.63%,215.88%
2021-03-07,84.82,2021-03-28,75.59,2015-08-30-2021-02-21,26.0-104.94,Sell,14 days,10.88%,Fall by 9.5%,226.76%
2021-04-11,75.88,2021-05-09,72.23,2019-08-11-2021-02-21,38.01-104.94,Sell,19 days,4.81%,Fall by 13.28%,231.57%
2021-05-30,70.4,2021-05-30,70.4,2015-08-30-2021-02-21,26.0-104.94,Buy,0 days,0.0%,Rise by 0%,231.57%
2021-08-15,48.2,2021-08-15,48.2,2019-08-11-2021-02-21,38.01-104.94,Buy,0 days,0.0%,Rise by 0%,231.57%
2021-09-05,52.69,2021-09-05,52.69,2019-01-06-2021-02-21,36.03-104.94,Buy,0 days,0.0%,Rise by 0%,231.57%
2021-11-21,48.46,2021-11-21,48.46,2015-03-15-2021-02-21,31.456-104.94,Buy,0 days,0.0%,Rise by 0%,231.57%
2022-02-20,35.6,2022-02-27,34.1,2015-08-30-2015-12-27,26.0-39.64,Sell,4 days,4.21%,Fall by 18.3%,235.78%
2022-03-13,24.0,2022-03-20,30.9,2015-08-30-2016-10-16,26.0-42.912,Sell,4 days,-28.75%,Fall by 16.7%,207.03%
2022-08-07,28.55,2022-08-07,28.55,2016-04-17-2022-03-20,31.91-36.63,Sell,0 days,-0.0%,Fall by 0%,207.03%
2022-10-02,24.64,2022-10-16,21.65,2015-12-27-2022-03-20,31.91-38.97,Sell,9 days,12.13%,Fall by -30.35%,219.17%
2023-03-05,31.65,2023-03-05,31.65,2014-08-24-2022-10-30,21.065-39.45,Sell,0 days,-0.0%,Fall by 0%,219.17%
2023-03-12,28.22,2023-04-02,31.19,2022-10-30-2023-01-29,17.22-36.19,Sell,14 days,-10.52%,Fall by 14.72%,208.64%
2023-06-18,29.52,2023-06-18,29.52,2022-10-30-2023-01-29,17.22-36.19,Buy,0 days,0.0%,Rise by 0%,208.64%
2023-09-10,27.49,2023-10-22,25.64,2023-01-29-2023-06-04,27.44-34.37,Sell,29 days,6.73%,Fall by 9.79%,215.37%
2023-12-24,25.81,2024-01-21,23.77,2018-01-28-2022-10-30,21.065-64.66,Sell,19 days,7.9%,Fall by -7.82%,223.28%
2024-04-21,25.51,2024-04-21,25.51,2023-01-29-2024-01-28,25.31-34.37,Sell,0 days,-0.0%,Fall by 0%,223.28%
2024-06-23,28.29,2024-06-23,28.29,2014-03-09-2022-10-30,21.065-37.29,Sell,0 days,-0.0%,Fall by 0%,223.28%
