Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1997-10-31,0.45,2000-08-31,0.75,739 days,1997-08-31/0.4125,66.11%,66.11%,Rise by 16.67%,66.11%,
Buy,2000-09-30,0.78,2000-10-31,0.57,21 days,2000-08-31/0.7475,-25.81%,-25.81%,Rise by -22.58%,40.30%,
Buy,2002-06-30,0.62,2004-01-31,1.04,414 days,2001-09-30/0.5875,66.00%,66.00%,Rise by 10.0%,106.30%,
Buy,2004-02-29,1.09,2005-04-30,2.24,304 days,2004-01-31/1.0375,105.75%,105.75%,Rise by 48.28%,212.05%,
Buy,2005-05-31,2.3,2006-02-28,3.86,195 days,2005-04-30/2.2375,67.83%,67.83%,Rise by 118.48%,279.88%,
Buy,2006-03-31,4.62,2006-11-30,7.4,174 days,2006-02-28/3.86,60.00%,60.00%,Rise by 86.49%,339.88%,
Buy,2006-12-31,8.62,2008-09-30,6.76,456 days,2006-11-30/7.4,-21.59%,-21.59%,Rise by 36.23%,318.28%,
Buy,2009-12-31,6.44,2012-01-31,10.41,543 days,2009-05-31/6.01,61.75%,61.75%,Rise by 57.09%,380.03%,
Buy,2012-03-31,10.55,2012-11-30,19.05,174 days,2012-01-31/10.4125,80.57%,80.57%,Rise by 170.52%,460.60%,
Buy,2012-12-31,19.16,2014-03-31,30.71,325 days,2012-11-30/19.05,60.30%,60.30%,Rise by 48.98%,520.90%,
Buy,2014-10-31,32.73,2015-12-31,52.51,304 days,2014-03-31/30.71,60.43%,60.43%,Rise by 36.66%,581.34%,
Buy,2017-09-30,48.02,2019-10-31,36.52,543 days,2016-10-31/47.6,-23.95%,-23.95%,Rise by -12.2%,557.39%,
Buy,2020-08-31,45.3,2022-04-30,35.5,434 days,2020-07-31/40.68,-21.63%,-21.63%,Rise by 13.47%,535.75%,
Buy,2022-11-30,47.74,2023-11-30,78.12,261 days,2022-10-31/41.03,63.64%,63.64%,Rise by 42.9%,599.39%,
Buy,2024-01-31,79.54,2024-01-31,79.54,0 days,2023-11-30/78.12,0.00%,0.00%,Rise by 0%,599.39%,
