Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-15,33.53,2012-02-19,34.93,Buy,24 days,Rise by 13.750000%,4.18
2012-03-18,38.14,2013-02-03,40.29,Buy,229 days,Rise by 3.300000%,5.64
2012-10-14,38.16,2012-11-18,34.43,Sell,24 days,Fall by -2.020000%,9.77
2012-10-28,36.82,2012-12-09,35.43,Sell,29 days,Fall by -5.730000%,3.78
2013-05-12,43.97,2013-12-01,47.02,Buy,144 days,Rise by -3.530000%,6.94
2013-06-09,41.66,2013-09-22,43.17,Sell,74 days,Fall by 4.010000%,-3.62
2013-11-17,47.02,2014-01-19,50.62,Buy,44 days,Rise by 53.530000%,7.66
2014-01-19,50.62,2014-03-23,55.25,Buy,44 days,Rise by 42.610000%,9.15
2014-03-09,54.79,2014-04-27,57.23,Buy,34 days,Rise by 31.760000%,4.45
2014-05-04,59.09,2014-06-22,63.56,Buy,34 days,Rise by 22.170000%,7.56
2014-06-01,61.62,2014-07-20,64.9,Buy,34 days,Rise by 17.150000%,5.32
2015-12-20,65.11,2016-02-07,60.01,Sell,34 days,Fall by 0.200000%,7.83
2016-01-10,62.65,2016-02-28,68.15,Sell,34 days,Fall by -3.720000%,-8.78
2016-04-03,67.13,2016-07-24,70.99,Sell,79 days,Fall by 3.200000%,-5.75
2016-07-24,70.99,2016-12-11,83.55,Buy,99 days,Rise by 21.210000%,17.69
2016-07-31,71.7,2016-12-11,83.55,Buy,94 days,Rise by 20.010000%,16.53
2016-10-23,67.14,2016-11-20,77.14,Sell,19 days,Fall by -49.400000%,-14.89
2016-11-13,73.39,2016-12-11,83.55,Buy,19 days,Rise by 21.760000%,13.84
2016-11-20,77.14,2017-01-01,82.68,Buy,29 days,Rise by 15.840000%,7.18
2017-05-21,102.82,2017-10-08,111.76,Buy,99 days,Rise by 2.140000%,8.69
2017-10-01,110.26,2017-11-05,121.55,Buy,24 days,Rise by 33.450000%,10.24
2018-07-01,126.6,2018-11-04,120.93,Sell,89 days,Fall by 11.500000%,4.48
2018-12-23,102.88,2019-02-03,114.57,Sell,29 days,Fall by -21.350000%,-11.36
2019-04-14,134.65,2019-07-28,140.27,Buy,74 days,Rise by 5.870000%,4.17
2019-06-16,133.68,2019-07-28,140.27,Buy,29 days,Rise by 14.250000%,4.93
2019-11-10,133.2,2019-12-22,150.8,Buy,29 days,Rise by 14.660000%,13.21
2019-12-22,150.8,2021-01-03,131.92,Buy,269 days,Rise by -17.770000%,-12.52
2020-03-08,110.66,2020-04-05,59.08,Sell,19 days,Fall by 27.060000%,46.61
2021-08-15,134.38,2021-09-26,152.51,Sell,29 days,Fall by -9.720000%,-13.49
2021-10-03,155.97,2022-02-27,174.37,Buy,104 days,Rise by 6.850000%,11.8
2022-01-23,156.99,2022-02-20,174.92,Sell,19 days,Fall by 11.210000%,-11.42
2022-02-20,174.92,2023-03-19,158.77,Buy,279 days,Rise by 3.200000%,-9.23
2022-05-15,166.4,2022-05-29,172.56,Sell,9 days,Fall by 16.360000%,-3.7
2022-06-26,139.39,2022-07-31,158.82,Sell,24 days,Fall by 1.370000%,-13.94
2022-12-25,148.58,2023-01-22,166.91,Sell,19 days,Fall by -5.370000%,-12.34
2023-03-19,158.77,2023-04-23,174.41,Sell,24 days,Fall by -7.990000%,-9.85
2023-07-09,185.66,2023-08-06,202.98,Buy,19 days,Rise by 37.430000%,9.33
2023-07-23,194.9,2023-08-27,199.79,Buy,24 days,Rise by 30.920000%,2.51
2023-07-30,199.61,2023-12-17,221.14,Buy,99 days,Rise by 27.830000%,10.79
2023-08-13,208.51,2024-01-07,222.42,Buy,104 days,Rise by -11.150000%,6.67
2024-01-28,241.6,2024-03-24,255.16,Buy,39 days,Rise by 5.610000%,5.61
2024-06-09,231.1,2024-09-22,244.39,Sell,74 days,Fall by 7.540000%,-5.75
2024-08-04,213.67,2024-09-22,244.39,Sell,34 days,Fall by -26.720000%,-14.38
2025-01-12,270.76,2025-02-09,303.97,Sell,19 days,Fall by 10.210000%,-12.27
2025-02-09,303.97,2025-02-09,303.97,Buy,0 days,Rise by -22.030000%,0.0
2025-02-23,277.47,2025-04-06,214.58,Sell,29 days,Fall by 18.830000%,22.67
2025-04-06,214.58,2025-05-04,249.47,Sell,19 days,Fall by -21.440000%,-16.26
2025-07-06,280.03,2025-07-06,280.03,Buy,0 days,Rise by -6.950000%,0.0
