Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2004-10-31,25.4,2005-03-31,31.16,Buy,107 days,Rise by 25.660000%,22.7,
2004-12-31,29.36,2006-03-31,31.98,Buy,324 days,Rise by 8.720000%,8.92,
2005-10-31,27.79,2006-04-30,34.06,Sell,129 days,Fall by -39.380000%,-22.56,
2007-11-30,34.96,2008-08-31,26.3,Sell,195 days,Fall by 12.240000%,24.77,
2009-08-31,22.46,2010-01-31,24.72,Buy,109 days,Rise by 54.270000%,10.08,
2010-11-30,36.96,2013-01-31,39.98,Buy,566 days,Rise by -17.110000%,8.18,
2011-04-30,33.27,2011-11-30,30.62,Sell,151 days,Fall by 22.830000%,7.97,
2012-11-30,36.29,2013-08-31,39.99,Sell,195 days,Fall by -10.200000%,-10.2,
2013-12-31,49.35,2014-06-30,64.1,Buy,128 days,Rise by 59.660000%,29.89,
2014-02-28,54.23,2014-07-31,64.71,Buy,108 days,Rise by 45.290000%,19.33,
2014-04-30,57.93,2014-09-30,69.9,Buy,108 days,Rise by 36.010000%,20.66,
2016-01-31,61.28,2016-11-30,78.78,Sell,216 days,Fall by -108.620000%,-28.56,
2016-12-31,82.68,2017-05-31,107.65,Buy,106 days,Rise by 30.200000%,30.2,
2017-11-30,127.0,2018-04-30,136.68,Buy,106 days,Rise by -14.520000%,7.62,
2020-12-31,131.92,2021-06-30,136.52,Buy,128 days,Rise by 34.570000%,3.49,
2022-03-31,175.75,2023-10-31,188.56,Buy,412 days,Rise by -12.520000%,7.29,
2022-06-30,136.01,2022-11-30,165.35,Sell,108 days,Fall by -67.120000%,-21.57,
2022-09-30,140.14,2023-01-31,174.18,Sell,86 days,Fall by -62.190000%,-24.29,
2023-07-31,201.81,2024-03-31,252.31,Buy,174 days,Rise by 25.020000%,25.02,
2023-08-31,203.51,2024-04-30,236.13,Buy,172 days,Rise by 23.980000%,16.03,
2024-03-31,252.31,2025-06-30,273.21,Buy,324 days,Rise by 15.170000%,8.28,
