Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,1.99,2001-01-07,1.6,Buy,34 Days,29.16,Rise by 0.5%,-19.6%,-19.6%,
2000-12-24,1.85,2000-12-31,2.0,Sell,4 Days,-20.0,Fall by 8.11%,-8.11%,-27.71%,
2001-03-25,2.1,2001-04-01,1.95,Sell,4 Days,-19.44,Fall by 17.14%,7.14%,-20.56%,
2001-09-23,1.4,2001-09-30,1.25,Sell,4 Days,-13.51,Fall by 10.71%,10.71%,-9.85%,
2001-11-11,1.33,2001-11-25,1.45,Sell,9 Days,-7.69,Fall by -35.34%,-9.02%,-18.87%,
2002-05-12,1.85,2002-06-09,1.79,Sell,19 Days,-10.53,Fall by 10.81%,3.24%,-15.63%,
2003-01-12,1.75,2003-02-02,2.0,Sell,14 Days,-4.76,Fall by -328.0%,-14.29%,-29.91%,
2004-03-28,10.15,2004-04-11,9.41,Sell,9 Days,-11.11,Fall by 10.74%,7.29%,-22.62%,
2004-05-16,9.0,2004-06-20,8.7,Sell,24 Days,-10.53,Fall by 3.33%,3.33%,-19.29%,
2005-03-27,7.83,2005-04-10,7.25,Sell,9 Days,-18.71,Fall by 15.58%,7.41%,-11.88%,
2005-05-29,5.19,2005-08-14,4.07,Buy,54 Days,20.72,Rise by -12.33%,-21.58%,-33.46%,
2005-08-21,4.15,2005-08-28,4.54,Sell,4 Days,-11.11,Fall by 19.28%,-9.4%,-42.86%,
2006-01-08,1.9,2006-02-05,1.67,Sell,19 Days,-10.87,Fall by 10.53%,12.11%,-30.75%,
2006-04-23,1.45,2006-05-14,1.32,Sell,14 Days,-7.1,Fall by 17.24%,8.97%,-21.79%,
2008-03-30,2.73,2008-10-12,1.99,Buy,139 Days,8.0,Rise by 16.48%,-27.11%,-48.9%,
2009-03-22,3.08,2009-07-26,3.7,Buy,89 Days,6.79,Rise by 11.04%,20.13%,-28.77%,
2011-03-20,8.1,2011-03-27,8.88,Sell,4 Days,-11.63,Fall by -6.67%,-9.63%,-38.4%,
2012-04-15,11.9,2012-04-29,11.39,Sell,9 Days,-13.42,Fall by -36.55%,4.29%,-34.11%,
2013-05-12,19.5,2013-06-30,23.97,Buy,34 Days,13.36,Rise by 22.92%,22.92%,-11.19%,
2013-08-25,25.58,2013-09-22,27.55,Sell,19 Days,-13.9,Fall by -1.52%,-7.7%,-18.89%,
2015-08-02,56.71,2015-08-16,60.75,Sell,9 Days,-19.6,Fall by -2.38%,-7.12%,-26.01%,
2016-01-17,62.01,2016-03-13,66.1,Sell,39 Days,-27.63,Fall by -17.92%,-6.6%,-32.61%,
2016-11-20,89.39,2018-03-04,108.2,Buy,334 Days,20.08,Rise by -3.4%,21.04%,-11.56%,
2018-04-15,108.85,2018-05-13,104.88,Sell,19 Days,-16.67,Fall by -7.47%,3.65%,-7.92%,
2021-01-24,228.48,2022-01-16,187.95,Buy,254 Days,8.07,Rise by 1.24%,-17.74%,-25.66%,
2021-10-03,242.51,2021-10-17,258.9,Sell,9 Days,-12.57,Fall by 12.56%,-6.76%,-32.42%,
2023-06-11,244.3,2024-01-28,298.04,Buy,164 Days,20.25,Rise by 3.25%,22.0%,-10.42%,
2025-01-19,221.53,2025-01-26,236.13,Sell,4 Days,-15.14,Fall by 8.7%,-6.59%,-17.01%,
2025-07-06,213.29,2025-07-06,213.29,Buy,0 Days,11.9,Rise by 0%,0.0%,-17.01%,
