Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2007-07-31,6177.7,2010-01-31,7201.85,Buy,653 days,Rise by 48.920000%,16.58,
2009-04-30,3860.8,2009-08-31,6117.9,Buy,86 days,Rise by 92.520000%,58.46,
2010-07-31,8415.3,2013-05-31,7821.8,Buy,738 days,Rise by -12.420000%,-7.05,
2011-09-30,7094.0,2012-01-31,7100.55,Sell,86 days,Fall by -4.340000%,-0.09,
2012-12-31,8505.1,2014-07-31,10838.2,Buy,412 days,Rise by -13.670000%,27.43,
2013-07-31,6872.95,2013-10-31,7534.8,Sell,65 days,Fall by -81.420000%,-9.63,
2013-11-30,7682.4,2014-06-30,11096.9,Buy,149 days,Rise by 70.830000%,44.45,
2014-04-30,8783.65,2014-09-30,11418.3,Buy,108 days,Rise by 49.420000%,29.99,
2014-06-30,11096.9,2015-02-28,13113.3,Buy,174 days,Rise by 18.270000%,18.17,
2016-06-30,13816.45,2016-10-31,15841.35,Buy,86 days,Rise by 30.910000%,14.66,
2016-07-31,14772.75,2017-05-31,17509.9,Buy,216 days,Rise by 22.430000%,18.53,
2016-08-31,15370.85,2017-05-31,17509.9,Buy,194 days,Rise by 17.670000%,13.92,
2017-04-30,18086.45,2018-01-31,20785.2,Buy,196 days,Rise by 16.850000%,14.92,
2017-07-31,18514.6,2018-02-28,19664.9,Buy,151 days,Rise by 14.150000%,6.21,
2017-11-30,19895.15,2020-05-31,13273.0,Buy,651 days,Rise by -13.780000%,-33.29,
2017-12-31,21133.5,2020-05-31,13273.0,Buy,629 days,Rise by -10.550000%,-37.19,
2018-06-30,18181.3,2019-01-31,16904.75,Sell,152 days,Fall by 8.030000%,7.02,
2019-08-31,15652.2,2020-01-31,18010.2,Sell,108 days,Fall by 25.230000%,-15.06,
2020-03-31,11703.75,2020-04-30,13502.0,Sell,21 days,Fall by -141.150000%,-15.36,
2020-12-31,20842.5,2021-06-30,26970.75,Buy,128 days,Rise by 46.190000%,29.4,
2023-06-30,35754.35,2023-11-30,42908.9,Buy,108 days,Rise by 35.840000%,20.01,
2023-07-31,37721.35,2024-02-29,48335.7,Buy,152 days,Rise by 28.760000%,28.14,
