Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2007-12-16,20.055,2008-07-13,20.6125,2006-06-18-2007-11-04,15.4025-21.3,Buy,149 days,2.78%,Rise by 0.18%,2.78%,
2008-02-10,19.0925,2008-07-20,20.3125,2005-11-13-2007-11-04,14.88-21.3,Buy,114 days,6.39%,Rise by -10.06%,9.17%,
2008-07-13,20.6125,2008-08-03,20.235,2007-11-04-2008-01-27,19.395-20.65,Sell,14 days,1.83%,Fall by 19.5%,11.0%,
2008-08-03,20.235,2008-08-03,20.235,2006-06-18-2008-06-08,15.4025-22.8125,Buy,0 days,0.0%,Rise by 0%,11.0%,
2008-10-05,16.29,2008-10-12,14.0,2008-01-27-2008-06-08,17.6775-22.8125,Sell,4 days,14.06%,Fall by 10.71%,25.06%,
2008-10-12,14.0,2008-11-16,13.74,2006-06-18-2007-11-04,15.4025-21.3,Sell,24 days,1.86%,Fall by 12.37%,26.92%,
2009-03-22,13.11,2009-03-22,13.11,2006-04-23-2008-11-23,13.75-17.305,Sell,0 days,-0.0%,Fall by 0%,26.92%,
2009-11-01,16.25,2009-11-01,16.25,2006-04-23-2009-03-08,12.17-17.305,Sell,0 days,-0.0%,Fall by 0%,26.92%,
2010-06-06,17.15,2010-06-06,17.15,2009-03-08-2010-05-02,11.41-18.16,Buy,0 days,0.0%,Rise by 0%,26.92%,
2011-04-17,19.77,2011-05-29,19.85,2010-05-02-2010-07-11,17.04-17.76,Sell,29 days,-0.4%,Fall by 12.54%,26.51%,
2011-05-29,19.85,2021-12-12,32.0,2008-01-27-2008-06-08,17.6775-22.8125,Buy,2749 days,61.21%,Rise by 3.47%,87.72%,
2011-07-17,19.07,2011-07-17,19.07,2009-03-08-2011-03-13,11.41-20.71,Buy,0 days,0.0%,Rise by 0%,87.72%,
2012-02-12,17.69,2012-02-19,17.82,2009-03-08-2011-03-13,11.41-20.71,Sell,4 days,-0.73%,Fall by 9.54%,86.99%,
2012-04-08,17.28,2012-05-13,16.68,2011-03-13-2011-10-09,17.05-19.57,Sell,24 days,3.47%,Fall by -2.34%,90.46%,
2012-04-29,17.48,2013-02-24,18.4,2011-10-09-2012-03-04,15.61-18.32,Buy,214 days,5.26%,Rise by -0.6%,95.72%,
2012-05-20,16.12,2012-09-16,18.04,2009-03-08-2010-05-02,11.41-18.16,Sell,84 days,-11.91%,Fall by 5.38%,83.81%,
2012-08-12,17.05,2012-08-12,17.05,2010-05-02-2011-10-09,17.05-17.76,Sell,0 days,-0.0%,Fall by 0%,83.81%,
2012-10-21,17.82,2012-11-04,17.79,2012-03-04-2012-06-10,16.8-18.03,Sell,9 days,0.17%,Fall by 2.3%,83.98%,
2013-05-05,17.87,2014-10-12,20.71,2011-10-09-2013-03-17,15.61-18.72,Buy,374 days,15.89%,Rise by 8.69%,99.87%,
2013-07-14,17.91,2019-10-13,24.76,2012-06-10-2013-03-17,16.05-18.72,Buy,1629 days,38.25%,Rise by 8.68%,138.12%,
2013-10-13,18.61,2013-10-20,18.91,2013-03-17-2013-06-30,17.55-18.45,Sell,4 days,-1.61%,Fall by -0.32%,136.51%,
