Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-09-23,93.71,2013-03-24,99.27,Buy,129 days,Rise by -10.230000%,5.93
2012-11-18,84.12,2012-12-23,90.18,Sell,24 days,Fall by -14.800000%,-7.2
2013-01-27,93.72,2013-03-24,99.27,Buy,39 days,Rise by 10.530000%,5.92
2013-08-18,95.03,2014-02-23,96.45,Sell,134 days,Fall by 0.620000%,-1.49
2014-02-02,94.17,2014-04-27,100.73,Sell,59 days,Fall by 1.170000%,-6.97
2014-04-13,99.29,2014-05-25,102.0,Buy,29 days,Rise by -4.460000%,2.73
2014-07-20,98.99,2014-08-17,93.79,Sell,19 days,Fall by 5.980000%,5.25
2014-11-23,96.68,2015-09-20,97.05,Buy,214 days,Rise by 2.300000%,0.38
2015-06-07,95.54,2015-10-11,102.76,Sell,89 days,Fall by 0.720000%,-7.56
2015-10-11,102.76,2015-11-22,113.91,Buy,29 days,Rise by 15.390000%,10.85
2016-05-22,122.56,2016-07-24,128.26,Sell,44 days,Fall by 6.630000%,-4.65
2017-01-29,122.86,2017-03-05,127.9,Buy,24 days,Rise by 27.190000%,4.1
2017-02-05,124.24,2017-03-12,127.98,Buy,24 days,Rise by 25.780000%,3.01
2017-05-07,143.96,2017-06-11,151.48,Buy,24 days,Rise by 8.550000%,5.22
2018-02-11,160.8,2018-03-18,162.36,Sell,24 days,Fall by 2.560000%,-0.97
2018-07-22,157.97,2018-09-30,167.29,Sell,49 days,Fall by -10.240000%,-5.9
2018-08-05,156.21,2018-09-30,167.29,Sell,39 days,Fall by -11.480000%,-7.09
2018-10-14,163.82,2018-11-04,176.75,Sell,14 days,Fall by -6.310000%,-7.89
2018-11-04,176.75,2018-12-02,188.51,Buy,19 days,Rise by 4.100000%,6.65
2019-01-13,182.37,2019-04-21,194.91,Buy,69 days,Rise by 21.260000%,6.88
2019-07-21,213.87,2019-09-08,220.03,Buy,34 days,Rise by 1.510000%,2.88
2019-11-03,193.94,2020-01-12,207.27,Sell,49 days,Fall by 23.440000%,-6.87
2020-03-22,148.49,2020-03-29,164.01,Sell,4 days,Fall by -43.440000%,-10.45
2021-03-28,225.21,2021-05-02,236.08,Buy,24 days,Rise by 5.200000%,4.83
2021-08-01,242.71,2021-11-28,250.01,Buy,84 days,Rise by 4.940000%,3.01
2021-08-29,237.48,2021-11-07,254.71,Sell,49 days,Fall by -0.400000%,-7.26
2022-02-06,260.06,2022-11-27,275.0,Buy,209 days,Rise by -3.310000%,5.74
2022-02-27,249.45,2022-03-27,241.58,Sell,19 days,Fall by 6.230000%,3.15
2022-03-13,226.87,2022-04-03,249.25,Sell,14 days,Fall by -3.100000%,-9.86
2022-07-10,253.24,2022-08-28,256.95,Buy,34 days,Rise by 8.590000%,1.47
2022-10-02,230.74,2022-10-23,254.55,Sell,14 days,Fall by -14.210000%,-10.32
2023-02-12,262.42,2023-04-09,282.89,Sell,39 days,Fall by 5.410000%,-7.8
2023-04-16,288.98,2023-05-21,295.55,Buy,24 days,Rise by 3.260000%,2.27
2023-04-23,292.06,2024-02-25,297.75,Buy,219 days,Rise by 2.170000%,1.95
2024-06-16,253.58,2024-08-04,276.69,Sell,34 days,Fall by -14.470000%,-9.11
2024-07-07,251.09,2024-08-04,276.69,Sell,19 days,Fall by -15.610000%,-10.2
2025-01-19,280.95,2025-02-16,308.55,Sell,19 days,Fall by -2.320000%,-9.82
2025-06-22,287.46,2025-08-17,308.93,Sell,39 days,Fall by -3.820000%,-7.47
