Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-01-15,6.0,2012-02-19,6.13,Buy,24 days,Rise by 10.870000%,2.17,
2012-12-30,7.24,2013-04-21,8.36,Sell,79 days,Fall by -33.900000%,-15.51,
2013-02-24,7.93,2013-04-28,8.49,Buy,44 days,Rise by 31.730000%,7.02,
2013-06-09,9.29,2013-07-28,10.45,Buy,34 days,Rise by 12.510000%,12.51,
2014-01-19,9.6,2014-03-16,10.11,Buy,39 days,Rise by 8.230000%,5.31,
2014-02-23,9.88,2014-03-30,10.39,Buy,24 days,Rise by 5.260000%,5.16,
2014-03-09,10.19,2015-04-05,10.55,Buy,279 days,Rise by -12.370000%,3.53,
2014-06-22,10.4,2015-04-19,10.18,Buy,214 days,Rise by -11.150000%,-2.12,
2014-11-30,9.42,2015-03-15,10.95,Sell,74 days,Fall by 0.530000%,-16.24,
2015-01-18,9.37,2015-03-15,10.95,Sell,39 days,Fall by 0.850000%,-16.86,
2015-03-08,10.34,2015-04-12,10.5,Buy,24 days,Rise by -10.150000%,1.55,
2015-06-07,10.3,2015-09-27,12.3,Buy,79 days,Rise by 6.700000%,19.42,
2015-09-27,12.3,2015-11-01,13.65,Buy,24 days,Rise by 19.510000%,10.98,
2015-10-04,12.64,2015-11-08,13.71,Buy,24 days,Rise by 16.300000%,8.47,
2015-10-11,12.98,2015-11-15,13.65,Buy,24 days,Rise by 13.250000%,5.16,
2016-06-26,15.6,2016-09-04,18.6,Sell,49 days,Fall by -4.870000%,-19.23,
2016-11-06,16.36,2017-03-05,18.5,Sell,84 days,Fall by 0.860000%,-13.08,
2017-12-17,18.37,2018-07-29,20.8,Buy,159 days,Rise by 13.450000%,13.23,
2018-01-28,18.6,2018-08-05,20.25,Buy,134 days,Rise by 12.040000%,8.87,
2018-02-18,17.3,2018-07-08,20.82,Sell,99 days,Fall by -2.020000%,-20.35,
2018-12-23,20.12,2019-05-19,22.48,Sell,104 days,Fall by -4.220000%,-11.73,
2019-02-03,21.71,2019-06-16,23.0,Buy,94 days,Rise by 1.340000%,5.94,
2019-12-01,22.79,2020-04-05,22.5,Sell,89 days,Fall by 8.730000%,1.27,
2020-03-22,20.8,2020-04-19,24.2,Sell,19 days,Fall by -3.120000%,-16.35,
2020-05-03,22.4,2020-10-11,24.76,Sell,114 days,Fall by -11.610000%,-10.54,
2020-05-17,21.75,2020-10-11,24.76,Sell,104 days,Fall by -14.940000%,-13.84,
2020-10-18,26.8,2021-01-17,28.91,Buy,64 days,Rise by 10.820000%,7.87,
2022-01-09,41.5,2023-01-15,45.58,Buy,264 days,Rise by -10.700000%,9.83,
2022-02-06,40.0,2022-05-01,42.4,Buy,59 days,Rise by 8.130000%,6.0,
2022-04-10,42.2,2023-01-22,44.88,Buy,204 days,Rise by -10.400000%,6.35,
2022-11-20,40.69,2023-01-08,45.35,Buy,34 days,Rise by 12.020000%,11.45,
2023-01-08,45.35,2024-09-22,37.25,Buy,444 days,Rise by 2.540000%,-17.86,
2023-06-04,41.46,2023-07-02,36.75,Sell,19 days,Fall by 13.170000%,11.36,
2023-10-22,34.12,2024-04-14,34.81,Sell,124 days,Fall by -0.380000%,-2.02,
2024-03-10,36.9,2025-01-05,37.34,Buy,214 days,Rise by -10.430000%,1.19,
2024-05-26,35.5,2024-10-27,37.35,Buy,109 days,Rise by 3.580000%,5.21,
2024-07-21,34.79,2024-08-25,36.0,Buy,24 days,Rise by 7.560000%,3.48,
2024-08-04,36.6,2024-12-08,37.25,Buy,89 days,Rise by 2.240000%,1.78,
2025-02-09,41.55,2025-02-09,41.55,Buy,0 days,Rise by -13.120000%,0.0,
2025-09-07,30.84,2025-10-12,29.58,Sell,24 days,Fall by 6.290000%,4.09,
