Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2019-06-30,290.696,2019-07-14,227.5781,2018-12-16-2019-06-30,82.8299-361.3987,Sell,9 days,21.71%,Fall by 24.58%,21.71%
2020-10-11,375.1421,2020-11-08,453.5548,2019-06-30-2019-12-22,143.2249-278.5732,Sell,19 days,-20.9%,Fall by -317.93%,0.81%
2021-03-28,1691.356,2021-04-04,2093.1228,2019-06-30-2020-03-15,207.4514-278.5732,Sell,4 days,-23.75%,Fall by 9.44%,-22.94%
2021-12-05,4198.3228,2021-12-19,3922.5925,2020-03-15-2021-11-21,95.1843-4891.7046,Sell,9 days,6.57%,Fall by 22.05%,-16.38%
2023-05-14,1800.501,2023-06-18,1720.5775,2022-06-19-2023-04-16,896.109-2137.4451,Sell,24 days,4.44%,Fall by 9.44%,-11.94%
2023-07-02,1937.4384,2025-11-02,3862.2021,2022-06-19-2023-04-16,896.109-2137.4451,Buy,609 days,99.35%,Rise by 0.0%,87.41%
2024-03-24,3454.6365,2024-04-14,3156.9419,2022-06-19-2024-03-17,896.109-4092.2842,Sell,14 days,8.62%,Fall by 14.91%,96.03%
2024-04-07,3453.4946,2024-04-14,3156.9419,2023-10-15-2024-03-17,1523.2375-4092.2842,Sell,4 days,8.59%,Fall by 14.91%,104.61%
2024-04-21,3147.2886,2024-05-12,2928.7019,2023-04-16-2023-10-15,1635.4479-1848.1642,Sell,14 days,6.95%,Fall by 12.82%,111.56%
2024-04-28,3262.7747,2024-06-23,3418.6118,2023-10-15-2024-03-17,1523.2375-4092.2842,Buy,39 days,4.78%,Rise by -25.31%,116.33%
2024-05-19,3071.843,2024-06-23,3418.6118,2022-06-19-2024-03-17,896.109-4092.2842,Buy,24 days,11.29%,Rise by -25.31%,127.62%
2024-12-22,3277.5352,2025-01-05,3634.1038,2022-06-19-2024-12-22,896.109-4106.9556,Sell,9 days,-10.88%,Fall by 22.37%,116.74%
2025-01-19,3208.9644,2025-02-02,2868.6929,2023-10-15-2024-12-22,1523.2375-4106.9556,Sell,9 days,10.6%,Fall by 30.1%,127.35%
2025-01-26,3236.1343,2025-02-02,2868.6929,2024-03-17-2024-08-11,2721.9546-3414.1724,Sell,4 days,11.35%,Fall by 30.1%,138.7%
2025-02-02,2868.6929,2025-02-09,2628.7212,2024-08-11-2024-12-22,2122.5461-4106.9556,Sell,4 days,8.37%,Fall by 31.29%,147.07%
2025-02-23,2821.3103,2025-02-23,2821.3103,2022-06-19-2024-12-22,896.109-4106.9556,Buy,0 days,0.0%,Rise by 0%,147.07%
2025-07-06,2571.2366,2025-07-06,2571.2366,2023-10-15-2024-12-22,1523.2375-4106.9556,Buy,0 days,0.0%,Rise by 0%,147.07%
2025-09-28,4141.4766,2025-10-19,3984.6497,2025-04-13-2025-08-24,1386.7993-4953.7329,Sell,14 days,3.79%,Fall by 3.07%,150.85%
2025-10-12,4164.4277,2025-10-19,3984.6497,2018-12-16-2025-08-24,82.8299-4953.7329,Sell,4 days,4.32%,Fall by 3.07%,155.17%
2025-10-26,4157.9893,2025-10-26,4157.9893,2022-06-19-2025-08-24,896.109-4953.7329,Buy,0 days,0.0%,Rise by 0%,155.17%
