Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2006-11-12,24.3928,2006-11-26,25.5123,2006-02-12-2006-07-16,22.7324-23.6717,Sell,9 days,-4.59%,Fall by 7.81%,-4.59%
2006-11-26,25.5123,2015-05-24,32.5237,2006-07-16-2006-10-08,21.0247-27.1347,Buy,2214 days,27.48%,Rise by 5.19%,22.89%
2007-11-18,22.1917,2007-11-18,22.1917,2006-10-08-2007-08-19,22.9602-26.1765,Sell,0 days,-0.0%,Fall by 0%,22.89%
2007-11-25,21.8027,2007-12-16,21.9165,2006-07-16-2006-10-08,21.0247-27.1347,Sell,14 days,-0.52%,Fall by 10.65%,22.37%
2008-03-09,20.2562,2008-03-16,19.5825,2005-11-13-2006-10-08,20.5977-27.1347,Sell,4 days,3.33%,Fall by 12.98%,25.7%
2008-09-21,17.5996,2008-10-12,14.3643,2007-06-10-2008-06-29,17.2201-24.8102,Sell,14 days,18.38%,Fall by 18.69%,44.08%
2009-06-21,14.2315,2009-07-05,13.7381,2006-10-08-2009-03-08,12.0968-26.1765,Sell,9 days,3.47%,Fall by -6.77%,47.55%
2010-01-10,17.723,2010-02-07,17.0398,2006-02-12-2008-11-23,15.6546-23.6717,Sell,19 days,3.85%,Fall by 14.25%,51.4%
2010-02-07,17.0398,2010-03-14,16.2049,2009-03-08-2010-01-24,11.0247-19.3169,Sell,24 days,4.9%,Fall by 10.83%,56.3%
2010-04-04,16.2049,2012-11-25,23.2732,2009-03-08-2010-01-24,11.0247-19.3169,Buy,689 days,43.62%,Rise by 12.64%,99.92%
2010-06-13,14.6679,2010-06-27,13.8899,2006-02-12-2009-03-08,12.0968-23.6717,Sell,9 days,5.3%,Fall by -12.64%,105.22%
2010-11-28,15.6452,2011-01-09,17.4004,2010-01-24-2010-07-04,14.0228-17.9317,Sell,29 days,-11.22%,Fall by 4.63%,94.0%
2011-07-10,19.1271,2011-07-10,19.1271,2006-10-08-2008-11-23,15.6546-26.1765,Sell,0 days,-0.0%,Fall by 0%,94.0%
2011-08-07,16.5939,2011-08-28,17.277,2009-03-08-2011-06-05,11.0247-20.351,Sell,14 days,-4.12%,Fall by -15.6%,89.89%
2011-08-28,17.277,2012-06-10,21.0057,2009-03-08-2011-06-05,11.0247-20.351,Buy,204 days,21.58%,Rise by 9.67%,111.47%
2011-10-09,17.4953,2011-10-23,18.0835,2011-06-05-2011-08-14,17.1727-19.6015,Sell,9 days,-3.36%,Fall by -10.44%,108.11%
2011-12-11,19.5066,2015-05-24,32.5237,2010-07-04-2011-06-05,13.2827-20.351,Buy,899 days,66.73%,Rise by 5.19%,174.84%
2012-11-25,23.2732,2013-01-27,25.6167,2007-06-10-2008-11-23,15.6546-24.8102,Sell,44 days,-10.07%,Fall by -0.85%,164.77%
2013-06-23,27.0019,2015-01-04,29.7249,2011-08-14-2013-04-28,15.778-29.5541,Buy,399 days,10.08%,Rise by 13.12%,174.85%
2014-05-04,29.1746,2015-08-30,30.9867,2011-08-14-2014-03-09,15.778-31.2713,Buy,344 days,6.21%,Rise by 5.36%,181.07%
2014-05-25,27.9791,2018-02-25,34.4023,2010-07-04-2014-03-09,13.2827-31.2713,Buy,979 days,22.96%,Rise by 2.04%,204.02%
2014-06-01,28.112,2014-07-13,28.5294,2005-11-13-2014-03-09,20.5977-31.2713,Sell,29 days,-1.48%,Fall by 7.45%,202.54%
2014-07-13,28.5294,2014-08-03,27.3814,2006-07-16-2014-03-09,21.0247-31.2713,Sell,14 days,4.02%,Fall by 3.57%,206.56%
2014-08-10,26.888,2014-12-07,30.351,2011-08-14-2014-03-09,15.778-31.2713,Sell,84 days,-12.88%,Fall by -6.25%,193.68%
2014-08-24,27.4383,2015-03-08,32.2296,2009-03-08-2014-03-09,11.0247-31.2713,Buy,139 days,17.46%,Rise by 6.15%,211.15%
2014-10-19,26.4042,2014-11-30,29.5541,2010-07-04-2014-03-09,13.2827-31.2713,Sell,29 days,-11.93%,Fall by -9.12%,199.22%
