Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1988-12-31,5.44,1989-12-31,8.78,259 days,1987-12-31/5.3359,61.49%,61.49%,Rise by 61.49%,61.49%
Buy,1990-04-30,8.83,1993-11-30,14.19,936 days,1989-12-31/8.7812,60.71%,60.71%,Rise by 46.9%,122.20%
Buy,1993-12-31,14.25,1996-09-30,24.38,716 days,1993-11-30/14.1875,71.05%,71.05%,Rise by 10.31%,193.25%
Buy,1996-10-31,24.75,1997-12-31,39.91,304 days,1996-09-30/24.375,61.24%,61.24%,Rise by 53.66%,254.49%
Buy,1998-02-28,42.44,2000-03-31,28.38,544 days,1997-12-31/39.9062,-33.14%,-33.14%,Rise by -16.2%,221.35%
Buy,2001-12-31,39.56,2006-10-31,63.39,1261 days,2000-12-31/39.2188,60.22%,60.22%,Rise by 16.04%,281.57%
Buy,2006-12-31,64.27,2009-02-28,48.17,564 days,2006-10-31/63.39,-25.05%,-25.05%,Rise by 15.14%,256.52%
Buy,2010-02-28,63.28,2019-03-31,104.05,2369 days,2009-11-30/62.35,64.43%,64.43%,Rise by 1.66%,320.95%
Buy,2019-04-30,106.48,2024-08-31,171.54,1393 days,2019-03-31/104.05,61.10%,61.10%,Rise by 17.3%,382.05%
Buy,2024-09-30,173.2,2024-09-30,173.2,0 days,2024-08-31/171.54,0.00%,0.00%,Rise by 0%,382.05%
