Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1969-09-30,1.5234,1975-06-30,3.0664,1966-06-30-1968-06-30,0.9414-1.5703,Buy,1499 days,101.29%,Rise by -1.53%,101.29%,
1973-09-30,3.0938,1973-12-31,2.875,1970-06-30-1973-03-31,1.2539-3.75,Sell,65 days,7.07%,Fall by 20.65%,108.36%,
1978-12-31,2.7773,1988-09-30,5.0,1966-06-30-1973-03-31,0.9414-3.75,Buy,2544 days,80.03%,Rise by 116.56%,188.39%,
1979-12-31,2.3203,1980-03-31,2.1172,1977-06-30-1978-09-30,2.2656-2.9062,Sell,65 days,8.75%,Fall by -22.51%,197.14%,
1980-12-31,2.1523,1981-06-30,2.3672,1980-03-31-1980-09-30,1.9609-2.5859,Sell,129 days,-9.98%,Fall by -46.87%,187.16%,
1983-06-30,3.4453,1984-03-31,3.0156,1980-03-31-1983-06-30,1.9609-3.9531,Sell,196 days,12.47%,Fall by -66.06%,199.63%,
1984-09-30,3.4922,1985-12-31,4.3594,1976-09-30-1980-03-31,2.3711-2.8828,Sell,326 days,-24.83%,Fall by 2.87%,174.8%,
1985-03-31,3.4688,1985-12-31,4.3594,1977-06-30-1983-06-30,2.2656-3.9531,Sell,196 days,-25.67%,Fall by 2.87%,149.12%,
1985-12-31,4.3594,1988-09-30,5.0,1977-06-30-1983-06-30,2.2656-3.9531,Buy,718 days,14.69%,Rise by 116.56%,163.82%,
1990-09-30,9.1094,1990-12-31,10.8281,1984-03-31-1990-09-30,2.8516-11.4062,Sell,65 days,-18.87%,Fall by -15.15%,144.95%,
1993-12-31,14.25,2015-09-30,71.94,1984-03-31-1992-12-31,2.8516-13.9375,Buy,5673 days,404.84%,Rise by 27.72%,549.79%,
2008-12-31,61.82,2009-03-31,47.09,1993-09-30-2007-12-31,11.3125-75.18,Sell,64 days,23.83%,Fall by -27.35%,573.62%,
2009-09-30,57.92,2015-12-31,79.41,1993-09-30-2007-12-31,11.3125-75.18,Buy,1631 days,37.1%,Rise by -0.16%,610.72%,
2010-12-31,64.33,2010-12-31,64.33,1984-03-31-2007-12-31,2.8516-75.18,Buy,0 days,0.0%,Rise by 0%,610.72%,
2012-03-31,67.21,2015-12-31,79.41,1970-06-30-2007-12-31,1.2539-75.18,Buy,978 days,18.15%,Rise by -0.16%,628.87%,
2015-06-30,78.24,2015-09-30,71.94,2010-06-30-2014-12-31,39.37-93.89,Sell,66 days,8.05%,Fall by -27.72%,636.93%,
2015-09-30,71.94,2015-12-31,79.41,2010-06-30-2013-12-31,39.37-85.82,Sell,66 days,-10.38%,Fall by 0.16%,626.54%,
2016-03-31,82.31,2017-09-30,90.98,2007-12-31-2010-06-30,64.0-67.9,Sell,391 days,-10.53%,Fall by 14.2%,616.01%,
2018-03-31,79.28,2018-12-31,91.92,2010-06-30-2017-09-30,39.37-94.67,Sell,195 days,-15.94%,Fall by -47.33%,600.07%,
2018-06-30,78.06,2018-12-31,91.92,1993-09-30-2017-09-30,11.3125-94.67,Sell,130 days,-17.76%,Fall by -47.33%,582.31%,
2018-12-31,91.92,2018-12-31,91.92,1984-03-31-2014-12-31,2.8516-93.89,Buy,0 days,0.0%,Rise by 0%,582.31%,
2022-06-30,143.79,2022-09-30,126.25,2010-06-30-2022-03-31,39.37-165.35,Sell,66 days,12.2%,Fall by -15.53%,594.51%,
2023-03-31,148.69,2024-06-30,164.92,2018-06-30-2022-03-31,70.73-165.35,Sell,325 days,-10.92%,Fall by 8.82%,583.59%,
2024-06-30,164.92,2024-06-30,164.92,2018-06-30-2022-03-31,70.73-165.35,Buy,0 days,0.0%,Rise by 0%,583.59%,
2025-09-30,153.65,2025-09-30,153.65,2018-06-30-2024-12-31,70.73-180.43,Sell,0 days,-0.0%,Fall by 0%,583.59%,
2025-11-03,150.37,2025-11-03,150.37,2015-09-30-2024-12-31,65.02-180.43,Sell,0 days,-0.0%,Fall by 0%,583.59%,
