Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,2.4924,2001-09-02,3.0032,Buy,204 Days,29.16,Rise by 3.18%,20.49%,20.49%,
2000-12-24,2.2898,2001-01-21,2.4748,Sell,19 Days,-20.0,Fall by -10.0%,-8.08%,12.41%,
2001-03-25,2.5981,2001-04-08,2.5188,Sell,9 Days,-19.44,Fall by 5.77%,3.05%,15.47%,
2001-09-23,2.9151,2001-10-14,3.4435,Sell,14 Days,-13.51,Fall by -19.64%,-18.13%,-2.66%,
2001-11-11,3.5756,2002-01-13,3.4612,Sell,44 Days,-7.69,Fall by 2.71%,3.2%,0.54%,
2002-05-12,3.5316,2002-07-21,3.3643,Sell,49 Days,-10.53,Fall by 4.99%,4.74%,5.28%,
2003-01-12,3.5845,2003-02-16,3.9808,Sell,24 Days,-4.76,Fall by -3.44%,-11.06%,-5.78%,
2004-03-28,4.6941,2004-04-25,5.1785,Sell,19 Days,-11.11,Fall by -7.88%,-10.32%,-16.1%,
2004-05-16,4.9848,2004-08-01,5.3018,Sell,54 Days,-10.53,Fall by -1.59%,-6.36%,-22.46%,
2005-03-27,5.8567,2005-05-01,6.2706,Sell,24 Days,-18.71,Fall by -11.28%,-7.07%,-29.52%,
2005-05-29,6.1209,2007-01-14,7.53,Buy,424 Days,20.72,Rise by 12.95%,23.02%,-6.5%,
2005-08-21,6.5172,2005-10-16,6.3058,Sell,39 Days,-11.11,Fall by 8.78%,3.24%,-3.26%,
2006-01-08,5.795,2006-02-26,6.297,Sell,34 Days,-10.87,Fall by -18.24%,-8.66%,-11.92%,
2006-04-23,6.8871,2006-06-18,6.482,Sell,39 Days,-7.1,Fall by 0.51%,5.88%,-6.04%,
2008-03-30,7.028,2008-11-23,5.6277,Buy,169 Days,8.0,Rise by 19.8%,-19.92%,-25.96%,
2009-03-22,5.3723,2012-01-29,4.5543,Buy,744 Days,6.79,Rise by 2.13%,-15.23%,-41.19%,
2011-03-20,5.286,2011-06-26,5.0053,Sell,69 Days,-11.63,Fall by 5.84%,5.31%,-35.88%,
2012-04-15,4.6652,2012-09-09,5.06,Sell,104 Days,-13.42,Fall by 1.67%,-8.46%,-44.34%,
2013-05-12,5.6,2015-01-25,6.75,Buy,444 Days,13.36,Rise by -11.61%,20.54%,-23.81%,
2013-08-25,5.35,2013-09-15,5.15,Sell,14 Days,-13.9,Fall by 3.74%,3.74%,-20.07%,
2015-08-02,4.95,2015-08-23,5.29,Sell,14 Days,-19.6,Fall by 1.82%,-6.87%,-26.94%,
2016-01-17,4.69,2016-02-07,4.45,Sell,14 Days,-27.63,Fall by -9.38%,5.12%,-21.82%,
2016-11-20,4.67,2017-10-22,5.65,Buy,239 Days,20.08,Rise by 5.35%,20.99%,-0.84%,
2018-04-15,5.25,2018-05-13,5.59,Sell,19 Days,-16.67,Fall by -8.19%,-6.48%,-7.31%,
2021-01-24,9.19,2021-02-14,7.2,Buy,14 Days,8.07,Rise by -25.57%,-21.65%,-28.97%,
2021-10-03,8.45,2021-10-10,8.16,Sell,4 Days,-12.57,Fall by 6.15%,3.43%,-25.53%,
2023-06-11,7.82,2024-06-16,9.43,Buy,264 Days,20.25,Rise by 7.67%,20.59%,-4.95%,
2025-01-19,9.67,2025-02-02,9.3,Sell,9 Days,-15.14,Fall by 11.89%,3.83%,-1.12%,
2025-07-06,9.04,2025-07-06,9.04,Buy,0 Days,11.9,Rise by 0%,0.0%,-1.12%,
