Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,48.1562,2001-09-23,37.83,Buy,219 Days,29.16,Rise by 3.44%,-21.44%,-21.44%,
2000-12-24,46.25,2001-01-28,49.8125,Sell,24 Days,-20.0,Fall by 4.86%,-7.7%,-29.15%,
2001-03-25,44.125,2001-04-29,48.45,Sell,24 Days,-19.44,Fall by -8.67%,-9.8%,-38.95%,
2001-09-23,37.83,2001-09-30,40.1,Sell,4 Days,-13.51,Fall by -24.11%,-6.0%,-44.95%,
2001-11-11,43.7,2001-12-09,47.885,Sell,19 Days,-7.69,Fall by -7.44%,-9.58%,-54.52%,
2002-05-12,49.065,2002-06-09,46.8,Sell,19 Days,-10.53,Fall by 10.4%,4.62%,-49.91%,
2003-01-12,39.4,2003-01-26,37.19,Sell,9 Days,-4.76,Fall by 9.52%,5.61%,-44.3%,
2004-03-28,57.1,2004-05-09,54.425,Sell,29 Days,-11.11,Fall by 5.3%,4.68%,-39.61%,
2004-05-16,54.075,2004-06-27,58.3,Sell,29 Days,-10.53,Fall by 4.44%,-7.81%,-47.43%,
2005-03-27,61.05,2005-04-17,57.82,Sell,14 Days,-18.71,Fall by 5.62%,5.29%,-42.14%,
2005-05-29,61.475,2006-03-19,74.07,Buy,209 Days,20.72,Rise by 10.44%,20.49%,-21.65%,
2005-08-21,65.11,2005-10-16,62.91,Sell,39 Days,-11.11,Fall by 3.38%,3.38%,-18.27%,
2006-01-08,69.61,2006-03-19,74.07,Sell,49 Days,-10.87,Fall by -3.29%,-6.41%,-24.68%,
2006-04-23,76.68,2006-05-14,73.5,Sell,14 Days,-7.1,Fall by 10.21%,4.15%,-20.53%,
2008-03-30,68.19,2008-10-12,52.45,Buy,139 Days,8.0,Rise by 9.5%,-23.08%,-43.61%,
2009-03-22,39.98,2009-05-03,48.82,Buy,29 Days,6.79,Rise by 27.59%,22.11%,-21.5%,
2011-03-20,79.46,2011-04-03,84.54,Sell,9 Days,-11.63,Fall by 1.84%,-6.39%,-27.89%,
2012-04-15,79.54,2012-05-20,74.69,Sell,24 Days,-13.42,Fall by 7.19%,6.1%,-21.8%,
2013-05-12,96.83,2014-03-02,117.52,Buy,209 Days,13.36,Rise by 8.6%,21.37%,-0.43%,
2013-08-25,103.17,2013-10-20,110.69,Sell,39 Days,-13.9,Fall by -7.35%,-7.29%,-7.72%,
2015-08-02,122.96,2015-08-23,115.03,Sell,14 Days,-19.6,Fall by 8.21%,6.45%,-1.27%,
2016-01-17,100.12,2016-02-14,96.59,Sell,19 Days,-27.63,Fall by -22.15%,3.53%,2.26%,
2016-11-20,130.99,2018-01-14,158.16,Buy,299 Days,20.08,Rise by 6.2%,20.74%,23.0%,
2018-04-15,153.95,2018-06-03,163.84,Sell,34 Days,-16.67,Fall by -0.03%,-6.42%,16.57%,
2021-01-24,215.0,2022-05-08,182.58,Buy,334 Days,8.07,Rise by 8.65%,-15.08%,1.5%,
2021-10-03,222.28,2021-11-07,241.81,Sell,24 Days,-12.57,Fall by 3.41%,-8.79%,-7.29%,
2023-06-11,185.03,2024-07-28,224.22,Buy,294 Days,20.25,Rise by 6.16%,21.18%,13.89%,
2025-01-19,225.46,2025-02-23,217.8,Sell,24 Days,-15.14,Fall by 10.01%,3.4%,17.29%,
2025-07-06,223.08,2025-07-06,223.08,Buy,0 Days,11.9,Rise by 0%,0.0%,17.29%,
