Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,1.3719,2000-12-17,1.1437,Buy,19 Days,29.16,Rise by -43.28%,-16.63%,-16.63%
2000-12-24,0.7781,2001-01-07,0.7281,Sell,9 Days,-20.0,Fall by 14.06%,6.43%,-10.21%
2001-03-25,0.5094,2001-04-08,0.4185,Sell,9 Days,-19.44,Fall by -21.71%,17.84%,7.64%
2001-09-23,0.374,2001-09-30,0.2985,Sell,4 Days,-13.51,Fall by 10.29%,20.19%,27.82%
2001-11-11,0.356,2001-11-18,0.4475,Sell,4 Days,-7.69,Fall by -86.94%,-25.7%,2.12%
2002-05-12,0.847,2002-05-19,0.958,Sell,4 Days,-10.53,Fall by 10.21%,-13.11%,-10.98%
2003-01-12,1.066,2003-02-16,1.003,Sell,24 Days,-4.76,Fall by 5.91%,5.91%,-5.07%
2004-03-28,2.085,2004-04-04,2.3045,Sell,4 Days,-11.11,Fall by 1.27%,-10.53%,-15.6%
2004-05-16,2.1525,2004-05-23,2.0585,Sell,4 Days,-10.53,Fall by 17.56%,4.37%,-11.23%
2005-03-27,1.644,2005-05-22,1.775,Sell,39 Days,-18.71,Fall by 1.58%,-7.97%,-19.2%
2005-05-29,1.775,2005-07-31,2.2575,Buy,44 Days,20.72,Rise by 27.52%,27.18%,7.98%
2005-08-21,2.186,2005-08-28,2.1185,Sell,4 Days,-11.11,Fall by 10.91%,3.09%,11.07%
2006-01-08,2.3935,2006-01-15,2.22,Sell,4 Days,-10.87,Fall by 19.53%,7.25%,18.32%
2006-04-23,1.8015,2006-05-14,1.6365,Sell,14 Days,-7.1,Fall by 24.59%,9.16%,27.48%
2008-03-30,3.488,2008-08-17,4.32,Buy,99 Days,8.0,Rise by 17.0%,23.85%,51.33%
2009-03-22,3.498,2009-04-26,4.223,Buy,24 Days,6.79,Rise by 20.73%,20.73%,72.06%
2011-03-20,8.091,2011-04-03,9.0065,Sell,9 Days,-11.63,Fall by -15.17%,-11.32%,60.74%
2012-04-15,9.423,2012-04-29,11.3425,Sell,9 Days,-13.42,Fall by -10.48%,-20.37%,40.37%
2013-05-12,13.1815,2013-10-06,15.952,Buy,104 Days,13.36,Rise by 18.35%,21.02%,61.39%
2013-08-25,14.5005,2013-09-01,14.049,Sell,4 Days,-13.9,Fall by -19.57%,3.11%,64.5%
2015-08-02,26.8075,2015-08-23,24.7235,Sell,14 Days,-19.6,Fall by -19.4%,7.77%,72.28%
2016-01-17,28.509,2016-02-07,25.1065,Sell,14 Days,-27.63,Fall by -22.59%,11.93%,84.21%
2016-11-20,38.008,2017-04-30,46.2495,Buy,114 Days,20.08,Rise by 9.95%,21.68%,105.89%
2018-04-15,71.5395,2018-04-22,76.3745,Sell,4 Days,-16.67,Fall by -16.41%,-6.76%,99.14%
2021-01-24,164.6115,2022-05-01,124.2815,Buy,329 Days,8.07,Rise by 5.32%,-24.5%,74.64%
2021-10-03,164.163,2021-11-07,175.9495,Sell,24 Days,-12.57,Fall by 13.11%,-7.18%,67.46%
2023-06-11,123.43,2023-12-17,149.97,Buy,134 Days,20.25,Rise by 9.11%,21.5%,88.96%
2025-01-19,225.94,2025-02-23,216.58,Sell,24 Days,-15.14,Fall by 11.81%,4.14%,93.1%
2025-07-06,223.41,2025-07-06,223.41,Buy,0 Days,11.9,Rise by 0%,0.0%,93.1%
