Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2010-06-27,36.97,2010-07-04,35.4,2009-03-15-2010-04-18,22.0-43.32,Sell,4 days,4.25%,Fall by -18.56%,4.25%,
2010-12-19,43.5,2011-04-03,45.92,2010-01-17-2010-05-09,41.21-41.84,Sell,74 days,-5.56%,Fall by 6.71%,-1.32%,
2011-06-26,42.84,2011-08-07,40.12,2010-05-09-2011-05-08,30.65-47.95,Sell,29 days,6.35%,Fall by 13.04%,5.03%,
2011-07-10,44.91,2011-07-10,44.91,2009-03-15-2011-05-08,22.0-47.95,Buy,0 days,0.0%,Rise by 0%,5.03%,
2011-08-28,38.46,2017-12-17,49.45,2010-05-09-2011-05-08,30.65-47.95,Buy,1644 days,28.58%,Rise by 2.49%,33.61%,
2011-09-11,36.88,2011-09-25,34.89,2009-03-15-2011-05-08,22.0-47.95,Sell,9 days,5.4%,Fall by 0.92%,39.0%,
2011-10-23,38.25,2011-10-23,38.25,2009-03-15-2010-04-18,22.0-43.32,Buy,0 days,0.0%,Rise by 0%,39.0%,
2011-12-04,37.99,2011-12-18,36.1,2008-08-03-2008-11-23,28.15-47.53,Sell,9 days,4.97%,Fall by 3.6%,43.98%,
2012-01-15,36.96,2012-02-19,40.76,2011-05-08-2011-10-09,36.56-45.58,Sell,24 days,-10.28%,Fall by 12.17%,33.7%,
2012-06-24,36.09,2012-06-24,36.09,2011-10-09-2012-03-25,33.23-41.73,Buy,0 days,0.0%,Rise by 0%,33.7%,
2012-10-21,39.92,2012-11-18,38.59,2012-03-25-2012-06-10,36.82-40.36,Sell,19 days,3.33%,Fall by -10.34%,37.03%,
2014-02-23,46.02,2018-02-25,51.06,2012-06-10-2013-10-27,34.76-47.2,Buy,1044 days,10.95%,Rise by -0.74%,47.98%,
2014-07-27,48.19,2014-08-10,46.57,2013-10-27-2014-02-09,44.78-46.44,Sell,9 days,3.36%,Fall by 7.39%,51.34%,
2014-11-02,45.38,2014-11-02,45.38,2012-06-10-2014-06-22,34.76-49.25,Buy,0 days,0.0%,Rise by 0%,51.34%,
2015-01-04,42.76,2015-01-25,43.35,2013-10-27-2014-10-19,43.76-46.44,Sell,14 days,-1.38%,Fall by 9.8%,49.96%,
2015-01-11,42.25,2015-03-29,45.01,2009-03-15-2014-06-22,22.0-49.25,Sell,54 days,-6.53%,Fall by 10.15%,43.43%,
2015-03-15,43.56,2015-07-26,43.57,2010-05-09-2014-06-22,30.65-49.25,Sell,94 days,-0.02%,Fall by 10.26%,43.41%,
2015-06-07,45.56,2015-06-07,45.56,2014-06-22-2015-01-11,42.61-48.35,Sell,0 days,-0.0%,Fall by 0%,43.41%,
2015-07-26,43.57,2021-03-14,55.73,2015-01-11-2015-05-03,41.24-47.89,Buy,1469 days,27.91%,Rise by 6.12%,71.32%,
2015-08-23,40.44,2015-09-06,39.1,2015-01-11-2015-05-03,41.24-47.89,Sell,9 days,3.31%,Fall by 9.41%,74.63%,
2015-09-06,39.1,2015-09-13,40.32,2012-06-10-2014-06-22,34.76-49.25,Sell,4 days,-3.12%,Fall by 11.58%,71.51%,
2015-09-27,39.1,2015-10-18,42.06,2012-06-10-2013-10-27,34.76-47.2,Sell,14 days,-7.57%,Fall by 12.41%,63.94%,
2015-11-29,41.14,2015-11-29,41.14,2013-05-26-2015-08-30,41.27-43.67,Sell,0 days,-0.0%,Fall by 0%,63.94%,
2016-05-29,40.12,2016-06-05,40.4,2015-05-03-2016-01-24,36.57-46.77,Sell,4 days,-0.7%,Fall by 0.05%,63.24%,
2016-06-26,37.45,2016-07-17,39.98,2011-10-09-2013-10-27,33.23-47.2,Sell,14 days,-6.76%,Fall by -1.0%,56.49%,
2016-10-30,40.71,2016-10-30,40.71,2012-03-25-2016-01-24,36.57-40.36,Sell,0 days,-0.0%,Fall by 0%,56.49%,
2017-07-09,45.39,2017-07-23,46.92,2016-04-24-2016-07-03,39.19-40.09,Sell,9 days,-3.37%,Fall by -3.96%,53.11%,
2018-02-11,48.78,2018-06-17,49.23,2011-10-09-2018-01-28,33.23-53.74,Sell,89 days,-0.92%,Fall by 6.46%,52.19%,
2018-04-08,49.29,2021-03-14,55.73,2015-01-11-2018-01-28,41.24-53.74,Buy,764 days,13.07%,Rise by 6.12%,65.26%,
2018-06-17,49.23,2021-03-14,55.73,2012-06-10-2018-01-28,34.76-53.74,Buy,714 days,13.2%,Rise by 6.12%,78.46%,
2018-07-01,47.25,2018-09-02,47.48,2010-05-09-2018-01-28,30.65-53.74,Sell,44 days,-0.49%,Fall by 8.99%,77.97%,
2018-07-22,48.0,2018-07-22,48.0,2016-01-24-2018-01-28,34.47-53.74,Buy,0 days,0.0%,Rise by 0%,77.97%,
2018-08-05,48.11,2018-09-02,47.48,2016-01-24-2018-01-28,34.47-53.74,Sell,19 days,1.31%,Fall by 8.99%,79.28%,
2018-10-14,44.83,2018-10-28,43.21,2009-03-15-2018-01-28,22.0-53.74,Sell,9 days,3.61%,Fall by 5.05%,82.9%,
2018-12-23,41.03,2019-01-13,43.54,2015-01-11-2018-01-28,41.24-53.74,Sell,14 days,-6.12%,Fall by -3.12%,76.78%,
2019-06-16,45.98,2020-02-16,48.91,2018-12-30-2019-04-21,40.51-47.87,Buy,174 days,6.37%,Rise by -26.5%,83.15%,
2019-08-11,44.71,2019-09-01,44.85,2018-01-28-2018-12-30,42.08-52.73,Sell,14 days,-0.31%,Fall by 15.5%,82.84%,
2020-03-15,37.9,2020-03-15,37.9,2019-08-18-2020-01-19,43.44-50.03,Sell,0 days,-0.0%,Fall by 0%,82.84%,
2020-03-22,33.42,2020-03-29,37.02,2011-10-09-2012-03-25,33.23-41.73,Sell,4 days,-10.77%,Fall by -22.53%,72.07%,
2020-10-11,47.59,2020-10-11,47.59,2019-08-18-2020-01-19,43.44-50.03,Buy,0 days,0.0%,Rise by 0%,72.07%,
2021-03-28,55.52,2021-03-28,55.52,2015-05-03-2020-03-22,35.74-46.77,Sell,0 days,-0.0%,Fall by 0%,72.07%,
2021-10-24,57.47,2021-10-24,57.47,2015-01-11-2021-06-13,41.24-59.19,Buy,0 days,0.0%,Rise by 0%,72.07%,
2022-01-09,55.6,2022-01-09,55.6,2020-03-22-2021-06-13,32.4-59.19,Buy,0 days,0.0%,Rise by 0%,72.07%,
2022-02-27,53.24,2022-03-06,49.86,2020-03-22-2021-06-13,32.4-59.19,Sell,4 days,6.35%,Fall by 11.03%,78.42%,
2022-03-13,48.97,2022-03-27,52.35,2019-08-18-2021-06-13,43.44-59.19,Sell,9 days,-6.9%,Fall by 11.1%,71.51%,
2022-04-10,51.83,2022-04-24,49.72,2012-06-10-2021-06-13,34.76-59.19,Sell,9 days,4.07%,Fall by 10.78%,75.58%,
2022-05-29,49.63,2022-05-29,49.63,2009-03-15-2021-06-13,22.0-59.19,Buy,0 days,0.0%,Rise by 0%,75.58%,
2022-06-12,46.54,2022-06-19,44.36,2018-12-30-2021-06-13,40.51-59.19,Sell,4 days,4.68%,Fall by 10.46%,80.27%,
2023-09-10,48.02,2023-10-22,45.48,2021-06-13-2022-10-16,40.7-58.33,Sell,29 days,5.29%,Fall by -12.49%,85.56%,
2023-11-12,47.33,2024-11-03,54.69,2022-10-16-2023-08-06,38.81-51.3,Buy,254 days,15.55%,Rise by 4.02%,101.11%,
2024-08-18,54.56,2024-08-25,55.86,2023-08-06-2023-10-29,45.86-49.23,Sell,4 days,-2.38%,Fall by 4.49%,98.73%,
2024-12-01,54.41,2024-12-01,54.41,2023-10-29-2024-09-29,44.89-57.96,Buy,0 days,0.0%,Rise by 0%,98.73%,
2025-01-05,52.33,2025-01-05,52.33,2022-10-16-2024-09-29,38.81-57.96,Buy,0 days,0.0%,Rise by 0%,98.73%,
