Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2003-03-31,7.03,2003-07-31,6.24,Sell,87 days,Fall by 2.110000%,11.19,
2004-01-31,8.13,2005-07-31,6.5,Buy,389 days,Rise by -14.760000%,-20.02,
2004-08-31,6.93,2005-09-30,6.64,Sell,282 days,Fall by 6.230000%,4.27,
2004-12-31,7.79,2006-04-30,9.79,Buy,345 days,Rise by -11.600000%,25.62,
2005-07-31,6.5,2005-12-31,8.16,Sell,109 days,Fall by -21.220000%,-25.5,
2006-01-31,9.78,2007-07-31,10.55,Buy,389 days,Rise by -11.230000%,7.85,
2008-07-31,7.53,2009-01-31,3.84,Sell,131 days,Fall by 41.940000%,48.98,
2008-10-31,4.65,2009-03-31,4.13,Sell,106 days,Fall by 11.230000%,11.23,
2010-01-31,6.65,2011-06-30,5.28,Buy,367 days,Rise by -19.710000%,-20.58,
2010-03-31,7.66,2011-06-30,5.28,Buy,325 days,Rise by -26.960000%,-31.13,
2012-05-31,2.65,2013-01-31,2.99,Sell,174 days,Fall by 11.330000%,-12.84,
2013-01-31,2.99,2013-07-31,4.21,Buy,128 days,Rise by 41.830000%,40.83,
2014-08-31,3.82,2015-02-28,5.66,Buy,129 days,Rise by 61.800000%,48.19,
2017-06-30,7.64,2018-02-28,10.09,Buy,172 days,Rise by 32.130000%,32.13,
2017-11-30,9.36,2018-09-30,12.13,Buy,216 days,Rise by 29.590000%,29.59,
2019-03-31,8.45,2019-06-30,10.48,Sell,64 days,Fall by -40.100000%,-24.03,
2020-11-30,18.66,2021-04-30,20.03,Buy,108 days,Rise by 35.490000%,7.36,
2020-12-31,20.22,2021-12-31,25.28,Buy,260 days,Rise by 25.020000%,25.02,
2022-02-28,20.51,2022-08-31,15.87,Sell,131 days,Fall by 16.720000%,22.61,
2023-12-31,18.94,2025-03-31,25.39,Buy,324 days,Rise by -13.040000%,34.07,
2024-05-31,16.47,2024-11-30,20.05,Sell,130 days,Fall by -47.680000%,-21.75,
2024-09-30,19.31,2025-03-31,25.39,Buy,129 days,Rise by 36.580000%,31.46,
2024-12-31,21.16,2025-08-31,27.52,Buy,173 days,Rise by 24.670000%,30.06,
2025-01-31,22.01,2025-08-31,27.52,Buy,150 days,Rise by 26.720000%,25.03,
2025-03-31,25.39,2025-03-31,25.39,Buy,0 days,Rise by 9.850000%,0.0,
