Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2013-03-24,3.54,2013-06-09,3.91,Buy,54 days,Rise by 18.550000%,10.63
2014-05-11,3.48,2014-06-15,3.24,Sell,24 days,Fall by 1.500000%,6.67
2014-08-31,3.82,2014-11-30,4.4,Buy,64 days,Rise by 15.960000%,15.07
2015-02-15,5.46,2015-05-03,6.18,Buy,54 days,Rise by 19.930000%,13.22
2016-01-17,4.29,2016-01-31,4.78,Sell,9 days,Fall by -11.330000%,-11.38
2016-10-30,6.3,2016-12-04,5.61,Sell,24 days,Fall by 10.990000%,10.89
2017-04-02,6.75,2017-05-28,7.34,Buy,39 days,Rise by 21.460000%,8.75
2017-05-21,7.13,2017-06-25,7.7,Buy,24 days,Rise by 14.890000%,8.02
2017-06-04,7.55,2017-08-06,8.07,Buy,44 days,Rise by 8.530000%,6.86
2019-04-21,9.57,2019-05-26,9.8,Buy,24 days,Rise by 26.120000%,2.34
2019-12-08,13.06,2020-01-05,13.62,Buy,19 days,Rise by -13.740000%,4.27
2020-03-01,12.44,2020-03-29,11.86,Sell,19 days,Fall by -16.830000%,4.63
2020-04-19,12.89,2020-06-28,13.94,Buy,49 days,Rise by 28.690000%,8.13
2020-06-21,14.2,2020-08-09,16.01,Buy,34 days,Rise by 16.840000%,12.75
2020-10-11,14.91,2020-11-01,16.73,Sell,14 days,Fall by -26.290000%,-12.22
2020-12-20,19.74,2021-03-07,20.83,Buy,54 days,Rise by 18.240000%,5.5
2022-01-30,21.37,2022-03-20,21.22,Sell,34 days,Fall by 16.570000%,0.67
2022-02-13,21.56,2022-03-20,21.22,Sell,24 days,Fall by 17.300000%,1.55
2022-04-10,19.65,2022-05-08,16.73,Sell,19 days,Fall by 10.390000%,14.87
2023-01-22,17.86,2023-05-28,19.2,Buy,89 days,Rise by 10.250000%,7.49
2024-04-14,16.8,2024-05-19,16.75,Sell,24 days,Fall by -4.890000%,0.29
2024-07-14,19.21,2024-12-22,21.02,Buy,114 days,Rise by 1.550000%,9.4
2024-08-04,16.32,2024-08-18,18.05,Sell,9 days,Fall by -7.950000%,-10.57
2024-12-15,21.69,2025-03-16,24.1,Buy,64 days,Rise by 16.320000%,11.11
2025-02-09,22.57,2025-03-16,24.1,Buy,24 days,Rise by 18.120000%,6.78
