Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2011-10-02,1.04,2013-03-31,1.02,Buy,389 days,Rise by 1.000000%,-2.06
2012-01-22,1.01,2012-02-26,1.0,Sell,24 days,Fall by 2.540000%,1.41
2012-05-20,1.02,2013-03-31,1.02,Buy,224 days,Rise by -1.770000%,-0.27
2012-08-19,0.99,2012-10-28,0.99,Sell,49 days,Fall by 0.330000%,-0.85
2013-12-01,1.06,2014-01-26,1.11,Buy,39 days,Rise by 5.390000%,4.99
2014-01-26,1.11,2014-11-09,1.14,Buy,204 days,Rise by 1.150000%,2.82
2014-07-06,1.06,2014-08-03,1.09,Sell,19 days,Fall by -12.650000%,-2.52
2014-12-21,1.16,2015-02-01,1.26,Buy,29 days,Rise by 9.650000%,8.88
2015-12-20,1.39,2016-12-18,1.33,Buy,259 days,Rise by -5.960000%,-4.24
2016-02-28,1.35,2016-03-27,1.33,Sell,19 days,Fall by 7.320000%,2.16
2016-08-21,1.28,2016-09-04,1.31,Sell,9 days,Fall by -3.280000%,-2.49
2016-09-04,1.31,2016-11-20,1.35,Buy,54 days,Rise by 3.380000%,3.38
2017-02-05,1.3,2017-03-05,1.34,Sell,19 days,Fall by 7.070000%,-2.79
2017-04-30,1.36,2018-04-22,1.27,Buy,254 days,Rise by -11.150000%,-7.07
2017-05-14,1.37,2018-04-22,1.27,Buy,244 days,Rise by -11.640000%,-7.58
2017-10-08,1.26,2017-11-19,1.28,Buy,29 days,Rise by 2.560000%,1.5
2018-06-17,1.31,2018-12-09,1.34,Buy,124 days,Rise by 3.840000%,2.12
2018-08-19,1.32,2019-01-06,1.35,Buy,99 days,Rise by 3.490000%,2.42
2018-09-23,1.29,2018-11-18,1.32,Sell,39 days,Fall by -1.680000%,-2.04
2018-12-23,1.35,2020-04-05,1.41,Buy,334 days,Rise by -0.390000%,4.67
2019-04-21,1.34,2019-06-02,1.35,Buy,29 days,Rise by -0.440000%,1.11
2019-05-05,1.35,2020-04-05,1.41,Buy,239 days,Rise by -1.130000%,4.9
2019-06-30,1.31,2019-08-18,1.33,Sell,34 days,Fall by 0.180000%,-1.7
2019-07-07,1.3,2019-08-18,1.33,Sell,29 days,Fall by -0.180000%,-2.06
2019-10-20,1.31,2020-02-09,1.33,Sell,79 days,Fall by 1.160000%,-1.13
2019-10-27,1.31,2020-02-09,1.33,Sell,74 days,Fall by 0.670000%,-1.63
2019-12-08,1.32,2020-01-26,1.31,Sell,34 days,Fall by -2.470000%,0.37
2019-12-15,1.32,2020-02-09,1.33,Sell,39 days,Fall by -2.650000%,-1.0
2019-12-22,1.31,2020-02-09,1.33,Sell,34 days,Fall by -2.890000%,-1.23
2019-12-29,1.31,2020-02-09,1.33,Sell,29 days,Fall by -3.010000%,-1.34
2020-03-01,1.34,2020-04-05,1.41,Buy,24 days,Rise by -0.260000%,5.55
2020-08-30,1.31,2020-12-20,1.27,Sell,79 days,Fall by 5.880000%,2.98
2021-02-07,1.28,2022-01-23,1.25,Buy,249 days,Rise by -1.820000%,-2.52
2021-05-09,1.22,2021-06-20,1.23,Sell,29 days,Fall by -1.580000%,-1.57
2021-07-11,1.25,2021-12-19,1.28,Buy,114 days,Rise by 2.360000%,2.01
2021-11-14,1.26,2021-12-19,1.28,Buy,24 days,Rise by 1.760000%,1.53
2021-11-21,1.26,2021-12-19,1.28,Buy,19 days,Rise by 1.630000%,1.4
2021-11-28,1.27,2022-05-22,1.28,Buy,124 days,Rise by 1.140000%,1.23
2021-12-05,1.28,2022-07-17,1.31,Buy,159 days,Rise by -0.070000%,2.26
2022-09-25,1.35,2022-10-23,1.38,Buy,19 days,Rise by 2.670000%,2.27
2022-10-02,1.37,2023-12-03,1.36,Buy,304 days,Rise by 1.150000%,-0.86
2023-03-05,1.36,2023-11-12,1.38,Buy,179 days,Rise by 0.350000%,1.56
2023-04-16,1.33,2023-05-28,1.36,Sell,29 days,Fall by 1.710000%,-2.27
2023-06-25,1.31,2023-08-13,1.34,Sell,34 days,Fall by -0.640000%,-2.27
2023-07-23,1.32,2023-08-13,1.34,Sell,14 days,Fall by -0.430000%,-2.06
2023-10-29,1.38,2024-09-08,1.35,Buy,224 days,Rise by -1.740000%,-2.27
2023-12-31,1.32,2024-03-03,1.36,Sell,44 days,Fall by -2.910000%,-2.6
2024-07-07,1.36,2024-10-20,1.38,Sell,74 days,Fall by 1.020000%,-1.33
2024-09-01,1.35,2024-10-20,1.38,Sell,34 days,Fall by -5.090000%,-2.28
2024-09-29,1.35,2024-10-20,1.38,Sell,14 days,Fall by -5.190000%,-2.37
2024-12-15,1.42,2025-01-26,1.44,Buy,29 days,Rise by 1.940000%,1.13
2024-12-29,1.44,2024-12-29,1.44,Buy,0 days,Rise by -3.540000%,0.0
2025-04-06,1.41,2025-05-11,1.39,Sell,24 days,Fall by 3.610000%,1.11
2025-04-20,1.39,2025-06-29,1.36,Sell,49 days,Fall by 2.070000%,1.57
2025-07-06,1.36,2025-08-03,1.39,Sell,19 days,Fall by -3.220000%,-2.09
2025-07-20,1.37,2025-10-19,1.4,Buy,64 days,Rise by 1.990000%,2.26
