Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2006-02-28,1.14,2006-12-31,1.16,Sell,218 days,Fall by 12.410000%,-2.45,
2006-05-31,1.1,2006-12-31,1.16,Sell,152 days,Fall by 14.010000%,-5.8,
2006-11-30,1.14,2009-02-28,1.27,Buy,586 days,Rise by -12.780000%,11.66,
2007-05-31,1.07,2007-11-30,1.0,Sell,130 days,Fall by 11.530000%,6.51,
2007-10-31,0.95,2007-11-30,1.0,Sell,21 days,Fall by -7.530000%,-5.67,
2008-05-31,0.99,2008-08-31,1.07,Sell,64 days,Fall by -2.230000%,-7.49,
2008-10-31,1.21,2012-02-29,0.99,Buy,867 days,Rise by -10.510000%,-17.55,
2008-11-30,1.24,2012-02-29,0.99,Buy,846 days,Rise by -11.700000%,-19.58,
2012-06-30,1.03,2013-11-30,1.06,Buy,369 days,Rise by -0.960000%,2.43,
2012-09-30,0.98,2013-05-31,1.03,Sell,173 days,Fall by -8.760000%,-5.05,
2013-02-28,1.02,2014-01-31,1.12,Buy,240 days,Rise by 2.970000%,9.0,
2013-06-30,1.05,2014-03-31,1.1,Buy,194 days,Rise by 6.470000%,5.46,
2013-11-30,1.06,2014-04-30,1.1,Buy,106 days,Rise by 19.730000%,3.47,
2016-01-31,1.4,2017-09-30,1.24,Buy,434 days,Rise by -3.960000%,-11.39,
2016-04-30,1.26,2016-10-31,1.34,Sell,129 days,Fall by 0.930000%,-6.76,
2017-04-30,1.36,2018-10-31,1.31,Buy,391 days,Rise by -2.740000%,-3.77,
2017-07-31,1.25,2018-06-30,1.33,Sell,239 days,Fall by 1.000000%,-6.37,
2018-03-31,1.29,2019-02-28,1.31,Buy,237 days,Rise by 5.700000%,2.0,
2019-04-30,1.35,2020-07-31,1.34,Buy,327 days,Rise by 5.380000%,-0.31,
2019-10-31,1.32,2020-03-31,1.42,Sell,107 days,Fall by 0.650000%,-7.7,
2020-03-31,1.42,2022-04-30,1.28,Buy,543 days,Rise by -10.070000%,-9.69,
2020-12-31,1.28,2021-06-30,1.24,Sell,128 days,Fall by 5.280000%,2.78,
2021-03-31,1.26,2021-09-30,1.28,Sell,130 days,Fall by -4.980000%,-1.05,
2021-05-31,1.21,2021-09-30,1.28,Sell,87 days,Fall by -9.700000%,-5.6,
2024-11-30,1.4,2025-03-31,1.43,Buy,84 days,Rise by 0.020000%,2.16,
