Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2009-03-22,22.885,2009-03-29,21.945,2007-07-01-2008-10-26,29.995-32.99,Sell,4 days,4.11%,Fall by -40.01%,4.11%,
2009-10-18,32.465,2009-10-25,32.32,2008-04-27-2009-04-05,24.395-39.08,Sell,4 days,0.45%,Fall by 10.66%,4.55%,
2009-12-27,32.295,2009-12-27,32.295,2008-01-13-2009-04-05,24.395-38.64,Sell,0 days,-0.0%,Fall by 0%,4.55%,
2010-06-13,31.64,2010-12-05,37.345,2009-04-05-2010-03-07,21.63-35.375,Buy,124 days,18.03%,Rise by 20.61%,22.59%,
2010-12-12,37.695,2010-12-19,38.045,2010-03-07-2010-05-30,29.695-33.93,Sell,4 days,-0.93%,Fall by -11.76%,21.66%,
2012-11-18,50.05,2017-07-16,69.28,2010-05-30-2012-08-05,28.0-54.865,Buy,1214 days,38.42%,Rise by -10.18%,60.08%,
2013-01-13,50.955,2013-05-05,56.685,2012-08-05-2012-11-04,50.06-52.965,Sell,79 days,-11.25%,Fall by 9.2%,48.83%,
2013-07-14,52.805,2014-06-15,59.755,2010-05-30-2013-05-19,28.0-57.605,Buy,239 days,13.16%,Rise by -0.55%,61.99%,
2014-02-02,47.995,2014-03-02,54.395,2009-04-05-2013-05-19,21.63-57.605,Sell,19 days,-13.33%,Fall by -6.55%,48.66%,
2014-02-23,52.28,2016-07-31,63.845,2009-04-05-2012-08-05,21.63-54.865,Buy,634 days,22.12%,Rise by -11.23%,70.78%,
2014-08-24,57.96,2014-08-24,57.96,2012-08-05-2014-02-09,48.53-52.965,Sell,0 days,-0.0%,Fall by 0%,70.78%,
2014-11-02,56.78,2016-10-30,57.045,2014-02-09-2014-07-20,47.095-61.68,Buy,519 days,0.47%,Rise by 28.04%,71.25%,
2015-06-07,52.35,2015-08-02,59.5,2010-05-30-2014-07-20,28.0-61.68,Sell,39 days,-13.66%,Fall by 12.04%,57.59%,
2015-09-13,52.965,2015-10-18,59.215,2014-07-20-2015-01-11,53.175-59.825,Sell,24 days,-11.8%,Fall by 11.62%,45.79%,
2015-12-06,57.665,2015-12-13,54.51,2014-07-20-2015-08-30,54.03-59.825,Sell,4 days,5.47%,Fall by -9.06%,51.26%,
