Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,7.75,2000-12-31,9.65,Buy,29 Days,29.16,Rise by 24.52%,24.52%,24.52%,
2000-12-24,8.15,2000-12-31,9.65,Sell,4 Days,-20.0,Fall by -42.33%,-18.4%,6.11%,
2001-03-25,11.5,2001-04-01,12.64,Sell,4 Days,-19.44,Fall by -0.87%,-9.91%,-3.8%,
2001-09-23,7.95,2001-09-30,7.67,Sell,4 Days,-13.51,Fall by -1.89%,3.52%,-0.28%,
2001-11-11,8.16,2001-12-09,9.25,Sell,19 Days,-7.69,Fall by 0.74%,-13.36%,-13.64%,
2002-05-12,11.95,2002-06-02,13.64,Sell,14 Days,-10.53,Fall by 6.28%,-14.14%,-27.78%,
2003-01-12,13.86,2003-02-23,13.11,Sell,29 Days,-4.76,Fall by 5.41%,5.41%,-22.37%,
2004-03-28,14.6,2004-04-25,15.52,Sell,19 Days,-11.11,Fall by -10.96%,-6.3%,-28.67%,
2004-05-16,16.03,2004-05-23,15.5,Sell,4 Days,-10.53,Fall by -1.06%,3.31%,-25.36%,
2005-03-27,23.99,2005-04-10,22.92,Sell,9 Days,-18.71,Fall by 12.05%,4.46%,-20.9%,
2005-05-29,22.45,2005-08-14,18.88,Buy,54 Days,20.72,Rise by -10.56%,-15.9%,-36.81%,
2005-08-21,18.49,2005-08-28,17.55,Sell,4 Days,-11.11,Fall by 10.33%,5.08%,-31.72%,
2006-01-08,22.06,2006-01-29,23.92,Sell,14 Days,-10.87,Fall by -3.49%,-8.43%,-40.15%,
2006-04-23,25.36,2006-06-18,24.58,Sell,39 Days,-7.1,Fall by 10.84%,3.08%,-37.08%,
2008-03-30,26.95,2008-09-28,22.0,Buy,129 Days,8.0,Rise by 14.32%,-18.37%,-55.44%,
2009-03-22,8.99,2009-04-19,12.67,Buy,19 Days,6.79,Rise by 60.85%,40.93%,-14.51%,
2011-03-20,28.74,2011-04-17,30.58,Sell,19 Days,-11.63,Fall by -2.19%,-6.4%,-20.91%,
2012-04-15,31.71,2012-04-29,34.8,Sell,9 Days,-13.42,Fall by 11.79%,-9.74%,-30.66%,
2013-05-12,45.68,2013-10-13,56.38,Buy,109 Days,13.36,Rise by 3.59%,23.42%,-7.23%,
2013-08-25,48.92,2013-09-15,52.12,Sell,14 Days,-13.9,Fall by -21.57%,-6.54%,-13.77%,
2015-08-02,58.94,2015-08-23,52.0,Sell,14 Days,-19.6,Fall by 12.32%,11.77%,-2.0%,
2016-01-17,37.03,2016-02-21,40.0,Sell,24 Days,-27.63,Fall by -7.05%,-8.02%,-10.02%,
2016-11-20,51.15,2017-01-08,62.41,Buy,34 Days,20.08,Rise by 22.01%,22.01%,11.99%,
2018-04-15,83.58,2018-04-29,78.13,Sell,9 Days,-16.67,Fall by -6.77%,6.52%,18.51%,
2021-01-24,46.33,2021-08-22,39.26,Buy,149 Days,8.07,Rise by 14.76%,-15.26%,3.25%,
2021-10-03,61.25,2021-10-24,57.03,Sell,14 Days,-12.57,Fall by 10.78%,6.89%,10.14%,
2023-06-11,57.86,2024-04-07,69.6,Buy,214 Days,20.25,Rise by 3.59%,20.29%,30.43%,
2025-01-19,71.32,2025-02-02,75.79,Sell,9 Days,-15.14,Fall by 11.67%,-6.27%,24.17%,
2025-07-06,46.97,2025-07-06,46.97,Buy,0 Days,11.9,Rise by 0%,0.0%,24.17%,
