Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2004-11-30,14.06,2006-03-31,18.82,Buy,347 days,Rise by -11.980000%,33.77,
2005-11-30,15.22,2006-05-31,17.82,Buy,129 days,Rise by 24.010000%,17.08,
2007-05-31,14.4,2007-10-31,13.34,Sell,108 days,Fall by 18.810000%,7.39,
2007-12-31,10.24,2008-05-31,9.1,Sell,109 days,Fall by 11.140000%,11.14,
2008-01-31,9.46,2008-06-30,7.87,Sell,106 days,Fall by 16.760000%,16.76,
2008-02-29,8.99,2008-09-30,7.44,Sell,151 days,Fall by 18.300000%,17.3,
2010-11-30,15.3,2011-03-31,18.48,Buy,86 days,Rise by 31.010000%,20.75,
2012-04-30,28.68,2013-08-31,35.26,Buy,349 days,Rise by -11.610000%,22.92,
2015-02-28,46.74,2015-12-31,60.03,Buy,217 days,Rise by 23.930000%,28.42,
2016-10-31,53.07,2017-10-31,54.84,Sell,260 days,Fall by -1.210000%,-3.34,
2018-01-31,56.81,2018-08-31,53.45,Sell,151 days,Fall by 14.010000%,5.91,
2018-06-30,48.85,2018-11-30,66.72,Sell,108 days,Fall by -34.580000%,-36.58,
2018-11-30,66.72,2019-05-31,76.06,Buy,129 days,Rise by 44.720000%,14.0,
2019-02-28,70.26,2019-07-31,94.69,Buy,108 days,Rise by 37.430000%,34.77,
2019-08-31,96.56,2021-05-31,113.88,Buy,454 days,Rise by -12.150000%,17.94,
2022-02-28,91.79,2022-08-31,84.07,Sell,131 days,Fall by -6.370000%,8.41,
2022-03-31,90.97,2022-08-31,84.07,Sell,108 days,Fall by -7.330000%,7.58,
2024-04-30,88.49,2024-11-30,102.46,Sell,153 days,Fall by 9.540000%,-15.79,
2025-02-28,115.81,2025-02-28,115.81,Buy,0 days,Rise by -23.010000%,0.0,
