Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,7.1562,2001-03-04,8.85,Buy,74 Days,29.16,Rise by 10.48%,23.67%,23.67%
2000-12-24,7.875,2001-01-07,7.2188,Sell,9 Days,-20.0,Fall by 9.92%,8.33%,32.0%
2001-03-25,7.69,2001-05-06,8.27,Sell,29 Days,-19.44,Fall by 2.02%,-7.54%,24.46%
2001-09-23,8.75,2001-10-21,8.4,Sell,19 Days,-13.51,Fall by 9.03%,4.0%,28.46%
2001-11-11,8.41,2001-11-18,7.96,Sell,4 Days,-7.69,Fall by -42.21%,5.35%,33.81%
2002-05-12,10.94,2002-06-02,11.96,Sell,14 Days,-10.53,Fall by 11.56%,-9.32%,24.49%
2003-01-12,10.03,2003-01-26,9.37,Sell,9 Days,-4.76,Fall by 12.21%,6.58%,31.07%
2004-03-28,14.715,2004-06-27,15.605,Sell,64 Days,-11.11,Fall by 1.73%,-6.05%,25.02%
2004-05-16,14.46,2004-06-27,15.605,Sell,29 Days,-10.53,Fall by -3.04%,-7.92%,17.1%
2005-03-27,17.545,2005-05-01,18.83,Sell,24 Days,-18.71,Fall by -4.73%,-7.32%,9.78%
2005-05-29,19.15,2005-11-13,23.05,Buy,119 Days,20.72,Rise by 5.22%,20.37%,30.14%
2005-08-21,19.87,2005-09-11,21.38,Sell,14 Days,-11.11,Fall by -3.47%,-7.6%,22.54%
2006-01-08,22.8,2006-03-05,24.91,Sell,39 Days,-10.87,Fall by -6.27%,-9.25%,13.29%
2006-04-23,25.46,2006-08-06,27.125,Sell,74 Days,-7.1,Fall by 2.73%,-6.54%,6.75%
2008-03-30,36.845,2008-10-12,25.25,Buy,139 Days,8.0,Rise by 0.08%,-31.47%,-24.72%
2009-03-22,22.885,2009-06-21,27.6,Buy,64 Days,6.79,Rise by 19.62%,20.6%,-4.12%
2011-03-20,38.175,2011-04-03,41.015,Sell,9 Days,-11.63,Fall by -11.38%,-7.44%,-11.56%
2012-04-15,49.875,2012-05-20,47.845,Sell,24 Days,-13.42,Fall by 6.7%,4.07%,-7.49%
2013-05-12,57.3,2014-02-02,47.995,Buy,189 Days,13.36,Rise by -10.17%,-16.24%,-23.73%
2013-08-25,52.41,2013-09-01,50.785,Sell,4 Days,-13.9,Fall by 2.37%,3.1%,-20.63%
2015-08-02,59.5,2015-08-23,54.345,Sell,14 Days,-19.6,Fall by 13.59%,8.66%,-11.96%
2016-01-17,50.95,2016-01-31,55.505,Sell,9 Days,-27.63,Fall by -16.68%,-8.94%,-20.9%
2016-11-20,53.655,2017-03-26,65.58,Buy,89 Days,20.08,Rise by 19.19%,22.23%,1.32%
2018-04-15,58.83,2018-04-22,51.77,Sell,4 Days,-16.67,Fall by 13.21%,12.0%,13.32%
2021-01-24,37.93,2022-02-13,46.23,Buy,274 Days,8.07,Rise by 3.85%,21.88%,35.21%
2021-10-03,34.85,2021-12-19,37.35,Sell,54 Days,-12.57,Fall by 1.64%,-7.17%,28.03%
2023-06-11,32.52,2024-09-15,39.17,Buy,329 Days,20.25,Rise by 4.89%,20.45%,48.48%
2025-01-19,36.3,2025-02-02,39.64,Sell,9 Days,-15.14,Fall by -57.69%,-9.2%,39.28%
2025-07-06,48.38,2025-08-24,58.51,Buy,34 Days,11.9,Rise by 20.94%,20.94%,60.22%
