Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,11.95,2001-02-04,14.55,Buy,54 Days,29.16,Rise by 28.66%,21.76%,21.76%
2000-12-24,13.2,2001-01-28,14.25,Sell,24 Days,-20.0,Fall by -0.19%,-7.95%,13.8%
2001-03-25,14.22,2001-04-08,13.64,Sell,9 Days,-19.44,Fall by 11.22%,4.08%,17.88%
2001-09-23,12.195,2001-09-30,14.0,Sell,4 Days,-13.51,Fall by -1.27%,-14.8%,3.08%
2001-11-11,12.875,2001-12-02,13.745,Sell,14 Days,-7.69,Fall by -23.5%,-6.76%,-3.68%
2002-05-12,15.9,2002-06-23,14.505,Sell,29 Days,-10.53,Fall by 8.77%,8.77%,5.1%
2003-01-12,16.5,2003-01-26,15.755,Sell,9 Days,-4.76,Fall by -6.06%,4.52%,9.61%
2004-03-28,23.005,2004-05-02,22.24,Sell,24 Days,-11.11,Fall by 6.54%,3.33%,12.94%
2004-05-16,21.5,2004-10-17,23.44,Sell,109 Days,-10.53,Fall by 0.4%,-9.02%,3.91%
2005-03-27,25.91,2005-07-10,27.775,Sell,74 Days,-18.71,Fall by -0.06%,-7.2%,-3.28%
2005-05-29,26.235,2005-11-27,31.6,Buy,129 Days,20.72,Rise by 9.21%,20.45%,17.17%
2005-08-21,28.15,2005-09-25,30.15,Sell,24 Days,-11.11,Fall by -3.82%,-7.1%,10.06%
2006-01-08,29.86,2006-02-26,32.32,Sell,34 Days,-10.87,Fall by -0.32%,-8.24%,1.82%
2006-04-23,31.5,2006-05-14,30.51,Sell,14 Days,-7.1,Fall by 9.52%,3.14%,4.97%
2008-03-30,23.035,2008-11-23,17.39,Buy,169 Days,8.0,Rise by 16.39%,-24.51%,-19.54%
2009-03-22,20.495,2009-05-31,25.585,Buy,49 Days,6.79,Rise by 19.05%,24.84%,5.29%
2011-03-20,38.52,2011-07-31,37.025,Sell,94 Days,-11.63,Fall by 0.95%,3.88%,9.18%
2012-04-15,38.88,2012-05-06,36.495,Sell,14 Days,-13.42,Fall by 7.68%,6.13%,15.31%
2013-05-12,37.445,2013-11-03,45.36,Buy,124 Days,13.36,Rise by 5.22%,21.14%,36.45%
2013-08-25,39.33,2013-09-15,41.865,Sell,14 Days,-13.9,Fall by -6.08%,-6.45%,30.0%
2015-08-02,45.74,2015-08-23,41.63,Sell,14 Days,-19.6,Fall by 10.6%,8.99%,38.99%
2016-01-17,36.11,2016-01-31,39.97,Sell,9 Days,-27.63,Fall by -1.14%,-10.69%,28.3%
2016-11-20,49.28,2017-10-01,60.05,Buy,224 Days,20.08,Rise by 18.2%,21.85%,50.15%
2018-04-15,58.69,2018-05-13,63.35,Sell,19 Days,-16.67,Fall by -7.45%,-7.94%,42.21%
2021-01-24,73.55,2021-03-21,88.78,Buy,39 Days,8.07,Rise by 20.71%,20.71%,62.92%
2021-10-03,98.24,2021-11-07,104.17,Sell,24 Days,-12.57,Fall by 2.17%,-6.04%,56.88%
2023-06-11,96.22,2024-05-12,116.02,Buy,239 Days,20.25,Rise by 7.65%,20.58%,77.46%
2025-01-19,128.79,2025-02-23,124.43,Sell,24 Days,-15.14,Fall by 9.19%,3.39%,80.85%
2025-07-06,141.41,2025-07-06,141.41,Buy,0 Days,11.9,Rise by 0%,0.0%,80.85%
