Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-05-13,128.18,2012-06-10,125.43,Sell,19 days,Fall by 2.010000%,2.15,
2012-10-21,133.11,2012-11-25,129.89,Sell,24 days,Fall by -10.980000%,2.42,
2012-11-04,130.67,2012-12-09,131.56,Sell,24 days,Fall by -13.060000%,-0.68,
2013-03-10,143.76,2013-04-28,146.88,Buy,34 days,Rise by 6.520000%,2.17,
2013-03-24,144.9,2013-05-26,152.77,Buy,44 days,Rise by 5.690000%,5.43,
2013-07-21,155.12,2013-12-08,160.16,Buy,99 days,Rise by 6.030000%,3.25,
2013-08-25,149.83,2013-10-27,155.45,Sell,44 days,Fall by -4.620000%,-3.75,
2013-12-29,164.47,2014-06-22,169.08,Buy,124 days,Rise by -0.080000%,2.8,
2014-10-19,163.45,2014-11-02,173.45,Sell,9 days,Fall by -4.890000%,-6.12,
2015-06-07,178.5,2015-08-23,164.41,Sell,54 days,Fall by 9.820000%,7.89,
2016-04-24,179.9,2016-08-07,185.26,Buy,74 days,Rise by 3.340000%,2.98,
2016-06-26,173.62,2016-07-17,184.88,Sell,14 days,Fall by -4.200000%,-6.49,
2016-12-04,191.74,2017-01-01,197.51,Buy,19 days,Rise by 9.480000%,3.01,
2017-02-26,207.93,2017-06-18,213.56,Buy,79 days,Rise by 6.080000%,2.71,
2018-05-06,242.52,2018-07-29,254.26,Sell,59 days,Fall by -0.090000%,-4.84,
2018-11-25,242.81,2018-12-02,255.51,Sell,4 days,Fall by -2.230000%,-5.23,
2018-12-16,241.42,2019-01-13,239.88,Sell,19 days,Fall by -2.820000%,0.64,
2018-12-23,224.09,2019-01-13,239.88,Sell,14 days,Fall by -10.770000%,-7.05,
2019-04-14,264.07,2019-07-21,271.45,Buy,69 days,Rise by 3.530000%,2.79,
2020-03-22,191.9,2020-03-29,216.35,Sell,4 days,Fall by -41.580000%,-12.74,
2021-11-28,349.02,2022-01-02,363.32,Sell,24 days,Fall by 5.440000%,-4.1,
2022-10-02,287.3,2022-10-23,310.88,Sell,14 days,Fall by -10.860000%,-8.21,
2022-12-04,344.74,2023-09-03,348.98,Buy,194 days,Rise by -1.080000%,1.23,
2023-01-15,343.04,2023-08-13,353.0,Buy,149 days,Rise by -0.590000%,2.9,
2023-02-05,338.98,2023-08-13,353.0,Buy,134 days,Rise by 0.600000%,4.14,
2023-06-11,339.27,2023-08-13,353.0,Buy,44 days,Rise by 4.480000%,4.05,
2023-07-23,352.14,2023-12-24,373.8,Buy,109 days,Rise by 12.960000%,6.15,
2023-07-30,354.48,2023-12-31,376.87,Buy,109 days,Rise by 12.210000%,6.32,
2023-09-24,339.58,2023-11-05,340.61,Sell,29 days,Fall by -11.840000%,-0.3,
2023-10-01,334.95,2023-11-05,340.61,Sell,24 days,Fall by -13.390000%,-1.69,
2023-11-12,343.01,2023-12-17,372.63,Buy,24 days,Rise by 15.960000%,8.64,
2024-10-13,428.73,2024-12-08,447.15,Buy,39 days,Rise by 4.980000%,4.3,
2024-12-01,450.09,2025-09-21,462.94,Buy,209 days,Rise by -0.960000%,2.85,
2025-01-26,444.12,2025-09-14,459.32,Buy,164 days,Rise by -13.710000%,3.42,
2025-03-16,415.36,2025-04-13,401.91,Sell,19 days,Fall by -14.520000%,3.24,
2025-06-22,421.76,2025-07-06,448.09,Sell,9 days,Fall by -12.780000%,-6.24,
2025-08-24,456.64,2025-08-24,456.64,Buy,0 days,Rise by 4.170000%,0.0,
2025-09-14,459.32,2025-09-14,459.32,Buy,0 days,Rise by 3.560000%,0.0,
2025-10-26,472.21,2025-10-26,472.21,Buy,0 days,Rise by 0.730000%,0.0,
