Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2009-10-18,3.0833,2009-12-13,3.8417,Buy,39 Days,13.52,Rise by 24.6%,24.6%,24.6%
2009-11-01,3.2167,2009-11-29,3.4233,Sell,19 Days,-8.66,Fall by -4.92%,-6.42%,18.17%
2011-03-20,4.8717,2011-05-22,5.2467,Sell,44 Days,-11.63,Fall by -8.11%,-7.7%,10.48%
2012-04-15,8.6383,2012-05-06,9.1683,Sell,14 Days,-13.42,Fall by -14.41%,-6.14%,4.34%
2013-05-12,12.3333,2013-10-27,14.825,Buy,119 Days,13.36,Rise by 1.66%,20.2%,24.54%
2013-08-25,12.7333,2013-09-15,13.5117,Sell,14 Days,-13.9,Fall by -11.3%,-6.11%,18.43%
2015-08-02,25.95,2015-09-13,28.9933,Sell,29 Days,-19.6,Fall by 2.47%,-11.73%,6.7%
2016-01-17,24.3433,2016-02-21,25.8967,Sell,24 Days,-27.63,Fall by -22.33%,-6.38%,0.32%
2016-11-20,32.6433,2017-04-23,39.6767,Buy,109 Days,20.08,Rise by 5.98%,21.55%,21.87%
2018-04-15,49.6733,2018-06-24,53.63,Sell,49 Days,-16.67,Fall by 0.95%,-7.97%,13.9%
2021-01-24,51.57,2021-12-19,62.07,Buy,234 Days,8.07,Rise by 11.98%,20.36%,34.26%
2021-10-03,54.44,2021-11-14,58.31,Sell,29 Days,-12.57,Fall by -13.19%,-7.11%,27.16%
2023-06-11,83.03,2023-12-10,99.65,Buy,129 Days,20.25,Rise by 15.18%,20.02%,47.17%
2025-01-19,133.34,2025-01-26,141.55,Sell,4 Days,-15.14,Fall by -42.96%,-6.16%,41.01%
2025-07-06,190.96,2025-07-06,190.96,Buy,0 Days,11.9,Rise by 0%,0.0%,41.01%
