Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-13,172.73,2016-05-08,177.34,2015-11-22,Buy,21 Weeks,2.67%,Rise by 4.15%,2.67%,Absolute Extrema Case,
2016-02-07,161.94,2016-05-08,177.34,2016-01-31,Buy,13 Weeks,9.51%,Rise by 11.09%,12.18%,Normal Case,
2016-02-14,159.98,2016-05-08,177.34,2016-01-24,Buy,12 Weeks,10.85%,Rise by 12.45%,23.03%,Absolute Extrema Case,
2016-02-21,163.7,2016-05-08,177.34,2016-02-07,Buy,11 Weeks,8.33%,Rise by 9.9%,31.36%,Normal Case,
2016-05-08,177.34,2016-08-07,185.26,2016-04-17,Buy,13 Weeks,4.47%,Rise by 4.83%,35.83%,Normal Case,
2016-10-30,181.36,2017-01-01,197.51,2016-10-23,Buy,9 Weeks,8.9%,Rise by 15.74%,44.73%,Normal Case,
2016-11-13,188.47,2017-01-22,197.96,2016-10-30,Buy,10 Weeks,5.04%,Rise by 11.38%,49.77%,Normal Case,
2016-12-25,199.05,2017-03-19,208.86,2015-11-15,Buy,12 Weeks,4.93%,Rise by 5.46%,54.7%,Tangent Case,
2017-01-29,200.63,2017-05-14,209.01,2017-01-22,Buy,15 Weeks,4.18%,Rise by 9.94%,58.87%,Normal Case,
2017-03-12,209.15,2017-05-14,209.01,2017-03-05,Buy,9 Weeks,-0.07%,Rise by 5.46%,58.81%,Normal Case,
2017-07-02,213.24,2018-02-11,242.03,2015-11-29,Buy,32 Weeks,13.5%,Rise by 24.7%,72.31%,Tangent Case,
2017-07-02,213.24,2018-02-11,242.03,2017-06-11,Buy,32 Weeks,13.5%,Rise by 24.7%,85.81%,Normal Case,
2017-07-09,214.05,2018-02-11,242.03,2017-06-18,Buy,31 Weeks,13.07%,Rise by 24.23%,98.88%,Normal Case,
2017-08-13,218.7,2018-02-11,242.03,2017-08-06,Buy,26 Weeks,10.67%,Rise by 21.59%,109.55%,Normal Case,
2017-08-20,216.53,2018-02-11,242.03,2015-12-06,Buy,25 Weeks,11.78%,Rise by 22.81%,121.33%,Tangent Case,
2017-08-20,216.53,2018-02-11,242.03,2017-07-30,Buy,25 Weeks,11.78%,Rise by 22.81%,133.1%,Normal Case,
2017-10-29,234.17,2018-02-11,242.03,2017-10-22,Buy,15 Weeks,3.36%,Rise by 13.55%,136.46%,Normal Case,
2017-12-31,247.38,2018-07-01,242.73,2017-12-24,Buy,26 Weeks,-1.88%,Rise by 2.38%,134.58%,Normal Case,
2018-02-11,242.03,2018-07-01,242.73,2017-11-19,Buy,20 Weeks,0.29%,Rise by 4.64%,134.87%,Local Extrema Case,
2018-10-07,264.32,2019-03-17,258.34,2018-09-23,Buy,23 Weeks,-2.26%,Rise by -15.22%,132.61%,Normal Case,
2018-11-11,260.09,2019-03-17,258.34,2018-10-21,Buy,18 Weeks,-0.67%,Rise by -11.38%,131.93%,Normal Case,
