Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,32.3255,2001-01-14,40.0873,Buy,39 Days,29.16,Rise by 30.23%,24.01%,24.01%
2000-12-24,33.7865,2001-01-07,35.9781,Sell,9 Days,-20.0,Fall by -1.08%,-6.49%,17.52%
2001-03-25,34.0605,2001-04-01,31.6863,Sell,4 Days,-19.44,Fall by 13.14%,6.97%,24.5%
2001-09-23,14.7419,2001-09-30,16.3782,Sell,4 Days,-13.51,Fall by -65.61%,-11.1%,13.4%
2001-11-11,24.8231,2001-11-18,28.5049,Sell,4 Days,-7.69,Fall by 1.65%,-14.83%,-1.44%
2002-05-12,28.8701,2002-05-19,32.3766,Sell,4 Days,-10.53,Fall by 22.67%,-12.15%,-13.58%
2003-01-12,13.7484,2003-01-19,12.0828,Sell,4 Days,-4.76,Fall by 20.3%,12.11%,-1.47%
2004-03-28,26.3718,2004-04-04,28.3003,Sell,4 Days,-11.11,Fall by 13.74%,-7.31%,-8.78%
2004-05-16,22.4269,2004-05-30,25.7289,Sell,9 Days,-10.53,Fall by 13.88%,-14.72%,-23.5%
2005-03-27,24.7208,2005-04-03,23.9318,Sell,4 Days,-18.71,Fall by 14.36%,3.19%,-20.31%
2005-05-29,24.1218,2005-12-25,29.3377,Buy,149 Days,20.72,Rise by 7.93%,21.62%,1.31%
2005-08-21,25.276,2005-08-28,24.2679,Sell,4 Days,-11.11,Fall by 6.88%,3.99%,5.3%
2006-01-08,32.0698,2006-01-15,30.7549,Sell,4 Days,-10.87,Fall by 9.38%,4.1%,9.4%
2006-04-23,31.5438,2006-05-14,29.4107,Sell,14 Days,-7.1,Fall by 10.42%,6.76%,16.16%
2008-03-30,30.987,2008-04-27,38.1688,Buy,19 Days,8.0,Rise by 26.99%,23.18%,39.34%
2009-03-22,21.9481,2009-04-19,26.8701,Buy,19 Days,6.79,Rise by 25.33%,22.43%,61.76%
2011-03-20,53.1039,2011-04-03,57.5325,Sell,9 Days,-11.63,Fall by 10.56%,-8.34%,53.43%
2012-04-15,63.2338,2012-05-20,58.2857,Sell,24 Days,-13.42,Fall by 10.04%,7.83%,61.25%
2013-05-12,78.31,2013-09-22,97.47,Buy,94 Days,13.36,Rise by 17.39%,24.47%,85.72%
2013-08-25,90.83,2013-09-01,87.06,Sell,4 Days,-13.9,Fall by 3.81%,4.15%,89.87%
2015-08-02,99.17,2015-08-16,92.69,Sell,9 Days,-19.6,Fall by 13.94%,6.53%,96.4%
2016-01-17,77.47,2016-01-24,90.36,Sell,4 Days,-27.63,Fall by -17.85%,-16.64%,79.76%
2016-11-20,104.59,2017-02-19,126.88,Buy,64 Days,20.08,Rise by 21.31%,21.31%,101.07%
2018-04-15,205.65,2018-04-22,193.02,Sell,4 Days,-16.67,Fall by 4.05%,6.14%,107.22%
2021-01-24,569.45,2021-06-13,697.03,Buy,99 Days,8.07,Rise by 17.82%,22.4%,129.62%
2021-10-03,741.81,2021-10-17,789.4,Sell,9 Days,-12.57,Fall by -1.09%,-6.42%,123.21%
2023-06-11,715.86,2023-09-17,596.66,Buy,69 Days,20.25,Rise by 5.33%,-16.65%,106.55%
2025-01-19,756.33,2025-01-26,732.25,Sell,4 Days,-15.14,Fall by 6.25%,3.18%,109.74%
2025-07-06,794.5,2025-10-05,1032.22,Buy,64 Days,11.9,Rise by 29.92%,29.92%,139.66%
