Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2007-01-07,23.1,2007-01-28,23.58,2006-05-14-2006-10-08,24.11-25.15,Sell,14 days,-2.08%,Fall by -6.7%,-2.08%,
2007-06-03,25.7,2007-09-02,25.69,2006-05-14-2007-01-14,23.56-25.15,Sell,64 days,0.04%,Fall by -44.38%,-2.04%,
2008-08-03,39.95,2008-08-10,37.09,2007-01-14-2008-07-06,22.3-46.63,Sell,4 days,7.16%,Fall by 17.66%,5.12%,
2009-05-03,20.58,2009-05-10,21.8,2006-12-03-2009-03-08,19.2-24.99,Sell,4 days,-5.93%,Fall by 4.86%,-0.81%,
2009-07-19,21.77,2009-07-19,21.77,2006-05-14-2009-03-08,19.2-25.15,Sell,0 days,-0.0%,Fall by 0%,-0.81%,
2010-04-11,24.26,2010-12-05,26.36,2009-03-08-2010-01-10,17.94-25.73,Buy,169 days,8.66%,Rise by 21.09%,7.85%,
2010-05-23,21.48,2010-06-13,21.95,2008-07-06-2009-03-08,19.2-44.78,Sell,14 days,-2.19%,Fall by -33.71%,5.66%,
2010-09-12,23.2,2010-11-07,26.41,2010-01-10-2010-05-30,22.17-25.07,Sell,39 days,-13.84%,Fall by -8.29%,-8.18%,
2011-05-08,28.6,2011-06-05,30.25,2010-05-30-2011-05-08,20.84-32.02,Sell,19 days,-5.77%,Fall by 12.23%,-13.95%,
2011-07-17,30.51,2011-10-02,25.75,2010-05-30-2011-05-08,20.84-32.02,Buy,54 days,-15.6%,Rise by 15.26%,-29.55%,
2011-10-02,25.75,2011-10-23,27.18,2009-03-08-2011-05-08,17.94-32.02,Sell,14 days,-5.55%,Fall by 3.72%,-35.1%,
2011-10-23,27.18,2022-07-10,26.07,2009-03-08-2011-05-08,17.94-32.02,Buy,2794 days,-4.08%,Rise by 2.15%,-39.18%,
2012-04-08,28.7,2012-05-06,27.24,2011-05-08-2011-10-09,26.56-28.52,Sell,19 days,5.09%,Fall by 10.46%,-34.1%,
2012-06-03,24.72,2012-07-08,25.91,2011-10-09-2012-03-04,25.19-29.93,Sell,24 days,-4.81%,Fall by -4.75%,-38.91%,
2012-10-14,28.55,2022-07-10,26.07,2011-10-09-2012-03-04,25.19-29.93,Buy,2539 days,-8.69%,Rise by 2.15%,-47.6%,
2012-10-21,28.0,2012-11-04,27.14,2012-03-04-2012-06-24,25.16-28.97,Sell,9 days,3.07%,Fall by 0.74%,-44.53%,
2012-11-25,28.06,2012-11-25,28.06,2012-06-24-2012-09-16,24.12-29.86,Buy,0 days,0.0%,Rise by 0%,-44.53%,
2013-10-06,25.88,2013-10-06,25.88,2012-09-16-2013-06-30,25.49-28.96,Sell,0 days,-0.0%,Fall by 0%,-44.53%,
2014-04-13,26.27,2014-08-03,25.12,2013-09-01-2014-01-12,25.22-26.55,Sell,79 days,4.38%,Fall by 10.07%,-40.15%,
2014-05-25,26.43,2014-05-25,26.43,2012-09-16-2014-01-12,25.22-28.96,Sell,0 days,-0.0%,Fall by 0%,-40.15%,
2014-09-14,23.83,2014-09-14,23.83,2014-01-12-2014-06-29,24.63-26.94,Sell,0 days,-0.0%,Fall by 0%,-40.15%,
2014-11-30,20.42,2014-12-14,19.31,2009-03-08-2010-01-10,17.94-25.73,Sell,9 days,5.44%,Fall by 12.22%,-34.71%,
2015-06-14,17.59,2015-06-14,17.59,2006-12-03-2015-03-22,17.28-24.99,Sell,0 days,-0.0%,Fall by 0%,-34.71%,
2016-07-17,14.93,2016-07-17,14.93,2015-05-10-2016-01-24,12.41-18.02,Sell,0 days,-0.0%,Fall by 0%,-34.71%,
2016-09-25,14.57,2017-02-12,16.05,2014-06-29-2016-01-24,12.41-26.71,Sell,99 days,-10.16%,Fall by 10.16%,-44.87%,
2016-11-27,15.01,2017-04-02,15.21,2006-05-14-2016-01-24,12.41-25.15,Sell,89 days,-1.33%,Fall by 9.14%,-46.2%,
2017-02-26,15.7,2017-02-26,15.7,2012-03-04-2016-01-24,12.41-28.97,Sell,0 days,-0.0%,Fall by 0%,-46.2%,
2017-04-02,15.21,2017-12-24,16.2,2016-01-24-2017-01-22,11.7-16.08,Buy,189 days,6.51%,Rise by 12.04%,-39.69%,
2017-12-17,15.84,2017-12-31,16.61,2017-01-22-2017-06-25,14.15-15.67,Sell,9 days,-4.86%,Fall by -1.2%,-44.56%,
2018-03-04,16.63,2018-03-04,16.63,2007-06-24-2015-08-30,15.43-26.0,Sell,0 days,-0.0%,Fall by 0%,-44.56%,
2018-07-01,17.68,2018-07-01,17.68,2010-04-18-2015-08-30,15.43-24.04,Sell,0 days,-0.0%,Fall by 0%,-44.56%,
2018-11-11,16.4,2018-11-25,15.3,2018-05-27-2018-08-19,17.11-17.99,Sell,9 days,6.71%,Fall by 1.11%,-37.85%,
2018-12-02,15.29,2018-12-16,15.45,2017-06-25-2018-10-07,13.69-18.65,Sell,9 days,-1.05%,Fall by 2.07%,-38.89%,
2019-01-20,15.56,2019-01-20,15.56,2017-06-25-2018-10-07,13.69-18.65,Buy,0 days,0.0%,Rise by 0%,-38.89%,
2019-03-10,15.77,2019-06-02,15.13,2016-01-24-2018-10-07,11.7-18.65,Sell,59 days,4.06%,Fall by 2.12%,-34.84%,
2019-05-19,15.9,2019-05-19,15.9,2018-05-27-2019-01-06,14.96-17.99,Sell,0 days,-0.0%,Fall by 0%,-34.84%,
2019-10-27,15.61,2019-12-22,16.11,2019-04-28-2019-08-11,15.1-15.95,Sell,39 days,-3.2%,Fall by 15.52%,-38.04%,
2020-03-15,12.11,2020-03-22,10.94,2016-01-24-2017-01-22,11.7-16.08,Sell,4 days,9.66%,Fall by -15.63%,-28.38%,
2020-05-17,11.2,2020-06-07,12.32,2020-01-12-2020-03-22,11.57-15.77,Sell,14 days,-10.0%,Fall by -2.68%,-38.38%,
2020-10-11,13.34,2020-10-11,13.34,2010-04-18-2020-03-22,11.57-24.04,Sell,0 days,-0.0%,Fall by 0%,-38.38%,
2021-09-05,19.33,2021-09-05,19.33,2013-02-03-2020-03-22,11.57-27.88,Sell,0 days,-0.0%,Fall by 0%,-38.38%,
2021-11-28,20.03,2021-11-28,20.03,2008-07-06-2015-08-30,15.43-44.78,Sell,0 days,-0.0%,Fall by 0%,-38.38%,
2022-04-17,28.1,2022-04-17,28.1,2008-07-06-2020-03-22,11.57-44.78,Sell,0 days,-0.0%,Fall by 0%,-38.38%,
2022-07-10,26.07,2022-07-17,25.07,2020-03-22-2022-06-12,10.41-30.64,Sell,4 days,3.84%,Fall by 4.63%,-34.54%,
2022-07-17,25.07,2022-07-17,25.07,2010-01-10-2020-03-22,11.57-25.07,Sell,0 days,-0.0%,Fall by 0%,-34.54%,
2022-07-24,24.89,2022-07-31,26.11,2017-06-25-2022-06-12,13.69-30.64,Sell,4 days,-4.9%,Fall by 8.43%,-39.44%,
2022-09-04,25.34,2022-09-25,24.01,2019-01-06-2022-06-12,14.32-30.64,Sell,14 days,5.25%,Fall by 1.67%,-34.19%,
2022-10-16,25.17,2022-10-16,25.17,2020-03-22-2022-06-12,10.41-30.64,Buy,0 days,0.0%,Rise by 0%,-34.19%,
2022-12-25,24.52,2022-12-25,24.52,2017-06-25-2022-06-12,13.69-30.64,Buy,0 days,0.0%,Rise by 0%,-34.19%,
2023-03-05,24.46,2023-03-12,23.67,2022-06-12-2022-10-02,24.4-29.79,Sell,4 days,3.23%,Fall by 4.27%,-30.96%,
2023-04-02,23.74,2023-04-02,23.74,2019-01-06-2022-06-12,14.32-30.64,Buy,0 days,0.0%,Rise by 0%,-30.96%,
2023-10-22,25.13,2023-11-12,24.04,2022-06-12-2023-06-04,22.72-29.79,Sell,14 days,4.34%,Fall by 9.57%,-26.63%,
2023-12-03,23.8,2023-12-03,23.8,2023-06-04-2023-09-24,22.05-25.63,Buy,0 days,0.0%,Rise by 0%,-26.63%,
2024-01-07,22.13,2024-01-28,22.61,2023-06-04-2023-09-24,22.05-25.63,Sell,14 days,-2.17%,Fall by -0.66%,-28.8%,
2024-05-19,23.71,2024-06-09,22.76,2023-09-24-2024-01-14,22.37-25.18,Sell,14 days,4.01%,Fall by 3.78%,-24.79%,
2024-11-17,21.82,2024-12-29,21.08,2011-05-08-2020-03-22,11.57-28.52,Sell,29 days,3.39%,Fall by 1.52%,-21.4%,
2025-03-30,22.19,2025-03-30,22.19,2022-06-12-2024-12-29,21.16-29.79,Sell,0 days,-0.0%,Fall by 0%,-21.4%,
2025-07-27,22.17,2025-07-27,22.17,2022-06-12-2025-04-13,21.26-29.79,Sell,0 days,-0.0%,Fall by 0%,-21.4%,
