Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,20.0,2002-06-23,16.975,Buy,414 Days,29.16,Rise by 10.62%,-15.12%,-15.12%
2000-12-24,21.15,2001-02-25,19.875,Sell,44 Days,-20.0,Fall by 6.03%,6.03%,-9.1%
2001-03-25,19.775,2001-09-09,21.0,Sell,119 Days,-19.44,Fall by 2.3%,-6.19%,-15.29%
2001-09-23,17.945,2001-09-30,19.415,Sell,4 Days,-13.51,Fall by -12.43%,-8.19%,-23.48%
2001-11-11,19.425,2002-01-06,20.905,Sell,39 Days,-7.69,Fall by -3.86%,-7.62%,-31.1%
2002-05-12,20.125,2002-05-19,19.325,Sell,4 Days,-10.53,Fall by 12.67%,3.98%,-27.13%
2003-01-12,17.465,2003-01-26,16.615,Sell,9 Days,-4.76,Fall by -7.33%,4.87%,-22.26%
2004-03-28,23.015,2004-04-25,22.295,Sell,19 Days,-11.11,Fall by 4.91%,3.13%,-19.13%
2004-05-16,21.885,2004-09-19,23.22,Sell,89 Days,-10.53,Fall by 2.44%,-6.1%,-25.23%
2005-03-27,24.625,2005-06-05,26.795,Sell,49 Days,-18.71,Fall by -10.17%,-8.81%,-34.04%
2005-05-29,25.95,2006-02-12,31.21,Buy,184 Days,20.72,Rise by 9.63%,20.27%,-13.77%
2005-08-21,27.985,2005-11-27,30.535,Sell,69 Days,-11.11,Fall by 1.0%,-9.11%,-22.89%
2006-01-08,31.0,2006-03-05,32.87,Sell,39 Days,-10.87,Fall by 9.16%,-6.03%,-28.92%
2006-04-23,31.8,2006-05-21,30.765,Sell,19 Days,-7.1,Fall by 10.38%,3.25%,-25.66%
2008-03-30,30.49,2008-11-23,20.65,Buy,169 Days,8.0,Rise by 17.89%,-32.27%,-57.94%
2009-03-22,20.63,2009-04-19,24.845,Buy,19 Days,6.79,Rise by 21.91%,20.43%,-37.51%
2011-03-20,41.425,2011-06-12,39.59,Sell,59 Days,-11.63,Fall by 1.39%,4.43%,-33.08%
2012-04-15,40.975,2012-05-20,38.47,Sell,24 Days,-13.42,Fall by 6.19%,6.11%,-26.96%
2013-05-12,41.645,2014-03-02,50.16,Buy,209 Days,13.36,Rise by 6.09%,20.45%,-6.52%
2013-08-25,44.405,2013-11-03,47.94,Sell,49 Days,-13.9,Fall by -6.58%,-7.96%,-14.48%
2015-08-02,52.77,2015-08-23,50.28,Sell,14 Days,-19.6,Fall by -1.0%,4.72%,-9.76%
2016-01-17,49.45,2016-01-31,53.15,Sell,9 Days,-27.63,Fall by -11.45%,-7.48%,-17.24%
2016-11-20,63.27,2018-05-27,76.4,Buy,394 Days,20.08,Rise by 10.04%,20.75%,3.51%
2018-04-15,69.9,2018-05-13,74.67,Sell,19 Days,-16.67,Fall by -4.31%,-6.82%,-3.31%
2021-01-24,73.58,2021-10-24,89.15,Buy,194 Days,8.07,Rise by 12.64%,21.16%,17.85%
2021-10-03,85.37,2021-11-07,91.45,Sell,24 Days,-12.57,Fall by -14.86%,-7.12%,10.73%
2023-06-11,79.12,2025-06-08,96.35,Buy,519 Days,20.25,Rise by 9.2%,21.78%,32.5%
2025-01-19,83.13,2025-05-04,88.34,Sell,74 Days,-15.14,Fall by 2.5%,-6.27%,26.24%
2025-07-06,101.69,2025-07-06,101.69,Buy,0 Days,11.9,Rise by 0%,0.0%,26.24%
