Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2013-08-25,26.77,2013-09-15,28.75,Sell,14 Days,-13.9,Fall by -9.0%,-7.4%,-7.4%
2013-09-15,28.75,2014-01-12,34.52,Buy,84 Days,20.93,Rise by 15.72%,20.07%,12.67%
2015-08-02,35.66,2015-08-16,34.24,Sell,9 Days,-19.6,Fall by 19.29%,3.98%,16.66%
2016-01-17,33.23,2016-02-07,31.37,Sell,14 Days,-27.63,Fall by 0.18%,5.6%,22.25%
2016-11-20,37.6,2017-05-14,47.58,Buy,124 Days,20.08,Rise by 12.98%,26.54%,48.8%
2018-04-15,59.32,2018-06-03,63.26,Sell,34 Days,-16.67,Fall by -0.44%,-6.64%,42.15%
2021-01-24,90.34,2021-03-28,75.59,Buy,44 Days,8.07,Rise by -16.33%,-16.33%,25.83%
2021-10-03,46.29,2021-10-10,50.09,Sell,4 Days,-12.57,Fall by 13.91%,-8.21%,17.62%
2023-06-11,27.9,2024-02-04,23.13,Buy,169 Days,20.25,Rise by 13.76%,-17.1%,0.52%
2025-01-19,29.38,2025-02-02,31.28,Sell,9 Days,-15.14,Fall by -2.83%,-6.47%,-5.95%
2025-07-06,33.63,2025-09-14,40.63,Buy,49 Days,11.9,Rise by 26.82%,20.81%,14.87%
