Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2003-05-31,9.74,2003-09-30,10.41,Buy,85 days,Rise by 26.710000%,6.8,
2005-08-31,15.06,2006-03-31,17.08,Buy,151 days,Rise by 14.090000%,13.41,
2005-12-31,15.9,2006-04-30,17.18,Buy,84 days,Rise by 27.240000%,8.12,
2008-10-31,14.91,2009-03-31,13.24,Sell,106 days,Fall by 11.200000%,11.2,
2008-11-30,13.95,2009-04-30,14.24,Sell,107 days,Fall by -42.370000%,-2.08,
2010-06-30,16.62,2010-10-31,18.31,Sell,87 days,Fall by -0.240000%,-10.17,
2010-10-31,18.31,2011-03-31,20.25,Buy,107 days,Rise by -1.260000%,10.6,
2010-12-31,19.29,2013-07-31,17.95,Buy,672 days,Rise by -13.630000%,-6.95,
2011-08-31,18.29,2012-01-31,17.83,Sell,108 days,Fall by 9.900000%,2.52,
2012-09-30,17.61,2013-11-30,19.45,Buy,304 days,Rise by 5.680000%,10.45,
2013-02-28,18.61,2014-02-28,20.56,Buy,260 days,Rise by 21.710000%,10.48,
2014-04-30,21.12,2014-09-30,21.74,Buy,108 days,Rise by 6.580000%,2.94,
2015-09-30,19.72,2016-05-31,20.72,Sell,173 days,Fall by -13.340000%,-5.07,
2015-12-31,19.22,2016-05-31,20.72,Sell,107 days,Fall by -16.290000%,-7.8,
2018-03-31,22.87,2019-02-28,23.9,Sell,237 days,Fall by 5.470000%,-4.5,
2018-10-31,22.54,2019-02-28,23.9,Sell,85 days,Fall by 8.390000%,-6.03,
2020-03-31,20.65,2020-04-30,22.57,Sell,21 days,Fall by -40.480000%,-9.3,
2021-04-30,28.85,2021-09-30,30.38,Buy,108 days,Rise by 12.720000%,5.3,
2022-05-31,31.61,2022-10-31,29.86,Sell,108 days,Fall by 9.020000%,5.54,
2023-09-30,29.7,2023-12-31,32.02,Sell,64 days,Fall by -51.990000%,-7.81,
2023-10-31,28.76,2023-12-31,32.02,Sell,43 days,Fall by -56.950000%,-11.34,
2024-02-29,32.54,2024-10-31,36.67,Buy,174 days,Rise by 19.980000%,12.69,
2025-08-31,42.76,2025-08-31,42.76,Buy,0 days,Rise by 5.570000%,0.0,
2025-10-31,45.14,2025-10-31,45.14,Buy,0 days,Rise by 0.000000%,0.0,
