Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-05-31,1.79,2003-11-30,2.7,Buy,129 days,Rise by 51.660000%,50.38
2004-08-31,1.91,2004-12-31,2.21,Sell,87 days,Fall by 10.150000%,-16.12
2005-03-31,1.71,2005-07-31,2.26,Sell,86 days,Fall by 21.530000%,-31.75
2006-03-31,1.83,2006-10-31,1.9,Sell,151 days,Fall by 15.600000%,-4.27
2006-05-31,1.73,2006-10-31,1.9,Sell,108 days,Fall by -86.280000%,-10.05
2006-11-30,2.02,2007-08-31,4.0,Buy,195 days,Rise by 130.910000%,98.09
2007-05-31,3.46,2007-11-30,4.53,Buy,130 days,Rise by -17.210000%,30.98
2008-11-30,2.13,2009-01-31,2.94,Sell,44 days,Fall by -155.880000%,-37.75
2009-07-31,4.29,2010-01-31,6.27,Buy,130 days,Rise by 59.860000%,46.23
2009-10-31,5.94,2010-12-31,9.0,Buy,303 days,Rise by 15.390000%,51.5
2010-11-30,8.77,2011-08-31,10.76,Buy,195 days,Rise by 26.860000%,22.71
2011-03-31,9.01,2012-07-31,11.66,Buy,347 days,Rise by 28.740000%,29.52
2013-10-31,18.2,2015-06-30,21.7,Buy,432 days,Rise by -16.450000%,19.25
2013-11-30,19.68,2015-08-31,25.64,Buy,454 days,Rise by -22.740000%,30.3
2015-02-28,19.01,2015-08-31,25.64,Buy,129 days,Rise by 41.030000%,34.91
2015-11-30,33.24,2016-09-30,41.87,Buy,218 days,Rise by 25.950000%,25.95
2018-02-28,75.62,2018-08-31,100.64,Buy,131 days,Rise by 33.080000%,33.08
2022-05-31,120.21,2022-07-31,134.95,Sell,43 days,Fall by 14.780000%,-12.26
2022-10-31,102.44,2023-01-31,103.13,Sell,65 days,Fall by -80.030000%,-0.67
2022-11-30,96.54,2023-01-31,103.13,Sell,43 days,Fall by -112.360000%,-6.83
2022-12-31,84.0,2023-01-31,103.13,Sell,20 days,Fall by -161.180000%,-22.77
2023-06-30,130.36,2024-02-29,176.76,Buy,173 days,Rise by 38.370000%,35.59
2024-12-31,219.39,2024-12-31,219.39,Buy,0 days,Rise by 6.710000%,0.0
2025-08-31,229.0,2025-08-31,229.0,Buy,0 days,Rise by 6.650000%,0.0
