Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,34.5312,2000-12-03,28.3125,Buy,9 Days,29.16,Rise by -32.76%,-18.01%,-18.01%
2000-12-24,23.2188,2000-12-31,21.6875,Sell,4 Days,-20.0,Fall by -17.5%,6.6%,-11.41%
2001-03-25,28.2812,2001-04-01,27.3438,Sell,4 Days,-19.44,Fall by -20.26%,3.31%,-8.1%
2001-09-23,24.855,2001-10-07,28.86,Sell,9 Days,-13.51,Fall by -16.66%,-16.11%,-24.21%
2001-11-11,32.605,2002-02-03,31.33,Sell,59 Days,-7.69,Fall by 11.07%,3.91%,-20.3%
2002-05-12,25.025,2002-05-19,28.015,Sell,4 Days,-10.53,Fall by 11.27%,-11.95%,-32.25%
2003-01-12,27.96,2003-01-19,25.73,Sell,4 Days,-4.76,Fall by 13.63%,7.98%,-24.27%
2004-03-28,25.03,2004-04-25,27.54,Sell,19 Days,-11.11,Fall by -7.95%,-10.03%,-34.3%
2004-05-16,25.86,2004-06-20,28.35,Sell,24 Days,-10.53,Fall by -4.49%,-9.63%,-43.93%
2005-03-27,24.28,2005-05-22,25.74,Sell,39 Days,-18.71,Fall by -1.77%,-6.01%,-49.94%
2005-05-29,26.07,2006-06-11,21.92,Buy,269 Days,20.72,Rise by -1.07%,-15.92%,-65.86%
2005-08-21,26.72,2005-09-25,25.27,Sell,24 Days,-11.11,Fall by 7.97%,5.43%,-60.44%
2006-01-08,26.91,2006-04-30,24.15,Sell,79 Days,-10.87,Fall by 10.26%,10.26%,-50.18%
2006-04-23,27.15,2006-04-30,24.15,Sell,4 Days,-7.1,Fall by 12.63%,11.05%,-39.13%
2008-03-30,27.91,2008-10-12,21.5,Buy,139 Days,8.0,Rise by 0.79%,-22.97%,-62.1%
2009-03-22,17.06,2009-04-26,20.91,Buy,24 Days,6.79,Rise by 22.57%,22.57%,-39.53%
2011-03-20,24.8,2011-06-05,23.91,Sell,54 Days,-11.63,Fall by 4.4%,3.59%,-35.94%
2012-04-15,30.81,2012-05-20,29.27,Sell,24 Days,-13.42,Fall by 7.66%,5.0%,-30.94%
2013-05-12,32.69,2014-03-23,40.16,Buy,224 Days,13.36,Rise by 9.12%,22.85%,-8.09%
2013-08-25,34.75,2013-09-01,33.4,Sell,4 Days,-13.9,Fall by -5.58%,3.88%,-4.21%
2015-08-02,46.7,2015-08-23,43.07,Sell,14 Days,-19.6,Fall by 8.76%,7.77%,3.57%
2016-01-17,50.99,2016-01-31,55.09,Sell,9 Days,-27.63,Fall by 2.2%,-8.04%,-4.47%
2016-11-20,60.35,2017-07-16,72.78,Buy,169 Days,20.08,Rise by 4.79%,20.6%,16.12%
2018-04-15,93.08,2018-06-03,100.79,Sell,34 Days,-16.67,Fall by -14.05%,-8.28%,7.84%
2021-01-24,225.95,2021-07-04,277.65,Buy,114 Days,8.07,Rise by 15.58%,22.88%,30.72%
2021-10-03,289.1,2021-10-24,309.16,Sell,14 Days,-12.57,Fall by -11.73%,-6.94%,23.78%
2023-06-11,326.79,2024-01-21,398.67,Buy,159 Days,20.25,Rise by 5.65%,22.0%,45.78%
2025-01-19,429.03,2025-02-02,415.06,Sell,9 Days,-15.14,Fall by 11.71%,3.26%,49.03%
2025-07-06,498.84,2025-07-06,498.84,Buy,0 Days,11.9,Rise by 0%,0.0%,49.03%
