Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2010-09-12,27.2,2011-05-29,32.73,Buy,184 Days,12.26,Rise by 13.79%,20.33%,20.33%,
2011-03-20,27.55,2011-04-03,30.12,Sell,9 Days,-11.63,Fall by -15.14%,-9.33%,11.0%,
2012-04-15,31.25,2012-05-20,28.76,Sell,24 Days,-13.42,Fall by 10.5%,7.97%,18.97%,
2013-05-12,38.86,2015-08-30,32.83,Buy,599 Days,13.36,Rise by -13.61%,-15.52%,3.45%,
2013-08-25,34.48,2013-09-15,36.83,Sell,14 Days,-13.9,Fall by -10.09%,-6.82%,-3.36%,
2015-08-02,34.86,2015-08-16,33.38,Sell,9 Days,-19.6,Fall by 10.64%,4.25%,0.88%,
2016-01-17,34.46,2016-03-06,38.45,Sell,34 Days,-27.63,Fall by -33.95%,-11.58%,-10.7%,
2016-11-20,41.67,2018-04-15,50.11,Buy,364 Days,20.08,Rise by 4.75%,20.25%,9.56%,
2018-04-15,50.11,2018-04-22,47.92,Sell,4 Days,-16.67,Fall by 4.51%,4.37%,13.93%,
2021-01-24,68.85,2021-11-28,58.0,Buy,219 Days,8.07,Rise by -10.12%,-15.76%,-1.83%,
2021-10-03,62.66,2021-11-21,60.17,Sell,34 Days,-12.57,Fall by 7.44%,3.97%,2.14%,
2023-06-11,47.61,2025-04-06,40.13,Buy,474 Days,20.25,Rise by 6.95%,-15.71%,-13.57%,
2025-01-19,45.44,2025-03-02,42.37,Sell,29 Days,-15.14,Fall by 6.76%,6.76%,-6.81%,
2025-07-06,45.96,2025-07-06,45.96,Buy,0 Days,11.9,Rise by 0%,0.0%,-6.81%,
