Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2013-03-03,24.77,2013-03-10,26.36,Sell,4 days,Fall by 7.950000%,-6.42,
2013-03-24,24.92,2013-04-21,25.76,Sell,19 days,Fall by 8.510000%,-3.37,
2013-09-22,23.08,2013-11-10,23.36,Buy,34 days,Rise by 8.320000%,1.21,
2014-05-25,29.68,2014-09-14,31.14,Buy,79 days,Rise by 7.580000%,4.92,
2015-05-03,29.59,2015-05-24,31.03,Sell,14 days,Fall by 9.630000%,-4.87,
2016-06-05,28.16,2016-08-07,29.68,Buy,44 days,Rise by 7.070000%,5.4,
2016-07-24,28.99,2016-09-25,29.75,Buy,44 days,Rise by 13.660000%,2.62,
2016-11-06,28.08,2016-12-11,27.45,Sell,24 days,Fall by 7.020000%,2.24,
2016-12-11,27.45,2017-02-26,29.62,Buy,54 days,Rise by 20.040000%,7.91,
2017-03-12,30.05,2017-04-09,31.96,Buy,19 days,Rise by 9.650000%,6.36,
2017-08-06,34.83,2018-01-14,37.13,Buy,114 days,Rise by 2.240000%,6.6,
2017-10-01,32.85,2017-10-15,34.62,Sell,9 days,Fall by -4.230000%,-5.39,
2017-11-05,35.61,2018-01-21,37.43,Buy,54 days,Rise by 6.850000%,5.11,
2017-11-26,35.42,2018-01-14,37.13,Buy,34 days,Rise by 7.430000%,4.83,
2018-01-07,37.02,2019-05-19,33.72,Buy,354 days,Rise by -10.940000%,-8.91,
2018-01-28,38.05,2019-05-19,33.72,Buy,339 days,Rise by -10.850000%,-11.38,
2018-02-11,35.36,2018-04-01,34.13,Sell,34 days,Fall by 6.870000%,3.48,
2018-03-25,32.97,2018-04-15,34.69,Sell,14 days,Fall by 0.120000%,-5.22,
2018-07-22,34.1,2018-08-26,35.92,Buy,24 days,Rise by -13.020000%,5.34,
2018-10-07,29.66,2018-11-04,31.27,Sell,19 days,Fall by -7.620000%,-5.43,
2019-02-03,32.48,2019-04-07,35.76,Buy,44 days,Rise by 10.190000%,10.1,
2019-03-17,35.08,2020-02-16,35.11,Buy,239 days,Rise by 2.570000%,0.09,
2019-06-02,35.98,2020-02-16,35.11,Buy,184 days,Rise by -10.060000%,-2.42,
2019-08-04,32.42,2019-09-22,33.2,Sell,34 days,Fall by 12.680000%,-2.41,
2019-11-03,35.06,2020-12-06,38.03,Buy,284 days,Rise by 3.190000%,8.47,
2020-03-01,32.19,2020-04-05,22.01,Sell,24 days,Fall by 19.450000%,31.62,
2020-03-15,28.31,2020-04-12,25.46,Sell,19 days,Fall by -44.930000%,10.07,
2020-12-06,38.03,2021-01-24,41.35,Buy,34 days,Rise by 13.090000%,8.73,
2021-01-10,41.68,2021-06-13,45.21,Buy,109 days,Rise by 8.880000%,8.47,
2021-12-05,47.73,2022-01-09,47.13,Sell,24 days,Fall by 13.050000%,1.26,
2022-09-11,43.77,2023-08-27,43.76,Buy,249 days,Rise by 0.590000%,-0.02,
2022-10-09,40.4,2022-10-30,42.34,Sell,14 days,Fall by -1.960000%,-4.8,
2022-11-13,44.03,2023-08-27,43.76,Buy,204 days,Rise by -11.450000%,-0.61,
2022-12-04,44.0,2023-08-27,43.76,Buy,189 days,Rise by -11.390000%,-0.55,
2022-12-25,41.19,2023-02-26,38.99,Sell,44 days,Fall by 6.820000%,5.34,
2023-01-22,42.68,2023-07-23,44.36,Buy,129 days,Rise by -10.070000%,3.94,
2023-02-05,40.06,2023-04-09,39.95,Sell,44 days,Fall by -8.160000%,0.27,
2023-05-07,41.4,2023-06-25,42.58,Buy,34 days,Rise by 7.490000%,2.85,
2023-11-19,45.05,2023-12-24,48.36,Buy,24 days,Rise by 16.050000%,7.35,
2023-12-03,46.4,2023-12-31,48.81,Buy,19 days,Rise by 12.670000%,5.19,
2023-12-10,47.31,2024-01-14,49.96,Buy,24 days,Rise by 10.510000%,5.6,
2023-12-17,48.3,2024-01-21,49.59,Buy,24 days,Rise by 8.240000%,2.67,
2024-03-10,52.28,2024-07-07,56.66,Buy,84 days,Rise by 9.160000%,8.38,
2024-09-01,57.72,2025-07-27,53.8,Buy,234 days,Rise by -11.280000%,-6.79,
2024-11-03,54.86,2024-12-08,55.67,Sell,24 days,Fall by 10.130000%,-1.48,
2025-04-20,52.26,2025-06-08,54.91,Buy,34 days,Rise by 6.890000%,5.07,
