Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2014-09-28,377.181,2014-10-05,320.51,Buy,4 Days,13.61,Rise by -13.6%,-15.02%,-15.02%,
2015-08-02,282.614,2015-08-09,265.083,Sell,4 Days,-19.6,Fall by 15.14%,6.2%,-8.82%,
2016-01-17,382.299,2016-01-31,368.767,Sell,9 Days,-27.63,Fall by -55.03%,3.54%,-5.28%,
2016-11-20,731.026,2016-12-25,896.183,Buy,24 Days,20.08,Rise by 36.56%,22.59%,17.31%,
2018-04-15,8329.1104,2018-04-29,9419.0801,Sell,9 Days,-16.67,Fall by 11.54%,-13.09%,4.22%,
2021-01-24,32289.3789,2021-02-07,38903.4414,Buy,9 Days,8.07,Rise by 83.66%,20.48%,24.71%,
2021-10-03,48199.9531,2021-10-10,54771.5781,Sell,4 Days,-12.57,Fall by 3.1%,-13.63%,11.07%,
2023-06-11,25940.168,2023-10-29,34538.4805,Buy,99 Days,20.25,Rise by 7.88%,33.15%,44.22%,
2025-01-19,101089.6094,2025-02-02,97688.9766,Sell,9 Days,-15.14,Fall by 20.27%,3.36%,47.58%,
2025-07-06,109232.0703,2025-07-06,109232.0703,Buy,0 Days,11.9,Rise by 0%,0.0%,47.58%,
