Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-01-22,15.21,2012-04-29,17.9,Sell,69 days,Fall by -6.510000%,-17.69,
2012-09-02,20.01,2012-12-23,22.2,Buy,79 days,Rise by 12.440000%,10.94,
2013-07-07,27.6,2013-08-11,31.91,Buy,24 days,Rise by 25.000000%,15.62,
2014-07-20,32.7,2014-12-14,35.12,Buy,104 days,Rise by 2.450000%,7.4,
2015-03-01,35.83,2015-08-16,36.57,Buy,119 days,Rise by -10.050000%,2.07,
2015-03-29,33.69,2015-05-24,33.5,Sell,39 days,Fall by 4.330000%,0.56,
2015-07-19,35.95,2016-05-08,34.34,Buy,209 days,Rise by -10.180000%,-4.48,
2015-11-29,31.5,2016-04-10,34.46,Buy,94 days,Rise by -10.320000%,9.4,
2016-01-17,30.0,2016-03-13,32.75,Sell,39 days,Fall by -30.330000%,-9.17,
2016-03-13,32.75,2016-04-17,34.28,Buy,24 days,Rise by 36.980000%,4.67,
2016-03-20,33.65,2016-06-05,44.86,Buy,54 days,Rise by 33.310000%,33.31,
2016-06-05,44.86,2016-11-20,48.65,Buy,119 days,Rise by -11.500000%,8.45,
2016-12-04,50.11,2017-12-17,54.18,Buy,269 days,Rise by 2.710000%,8.12,
2017-04-16,48.53,2017-06-18,46.25,Sell,44 days,Fall by 6.760000%,4.7,
2018-02-11,51.09,2018-05-13,46.58,Sell,64 days,Fall by 10.040000%,8.83,
2018-04-22,46.75,2018-07-15,54.84,Sell,59 days,Fall by -30.780000%,-17.3,
2018-07-22,57.04,2018-09-16,63.8,Buy,39 days,Rise by 28.310000%,11.85,
2018-09-09,63.0,2018-11-11,73.19,Buy,44 days,Rise by 16.170000%,16.17,
2018-10-21,69.28,2020-11-15,43.27,Buy,539 days,Rise by -11.750000%,-37.54,
2019-02-24,59.97,2019-03-31,58.81,Sell,24 days,Fall by 10.160000%,1.93,
2019-10-20,52.01,2020-01-19,58.95,Sell,64 days,Fall by 30.010000%,-13.34,
2020-03-15,36.4,2020-03-29,20.98,Sell,9 days,Fall by 36.290000%,42.36,
2021-05-23,59.92,2021-08-08,67.99,Buy,54 days,Rise by 16.710000%,13.47,
2021-07-18,67.78,2022-09-11,60.0,Buy,299 days,Rise by -10.740000%,-11.48,
2021-07-25,67.92,2022-09-11,60.0,Buy,294 days,Rise by -10.920000%,-11.66,
2022-07-17,54.0,2022-08-14,62.04,Buy,19 days,Rise by 13.110000%,14.89,
2022-08-14,62.04,2023-02-19,65.16,Buy,134 days,Rise by -12.720000%,5.03,
2023-01-29,67.83,2025-01-12,44.42,Buy,509 days,Rise by -11.060000%,-34.51,
2023-06-04,58.61,2023-07-23,66.68,Sell,34 days,Fall by 13.170000%,-13.77,
2023-07-16,64.23,2025-01-12,44.42,Buy,389 days,Rise by -12.830000%,-30.84,
2023-10-01,58.02,2023-11-12,51.98,Sell,29 days,Fall by 10.600000%,10.41,
2024-02-04,58.76,2025-01-12,44.42,Buy,244 days,Rise by -11.350000%,-24.4,
2024-10-06,47.11,2024-10-06,47.11,Buy,0 days,Rise by 1.360000%,0.0,
2025-01-26,51.41,2025-01-26,51.41,Buy,0 days,Rise by -18.210000%,0.0,
2025-03-23,41.86,2025-05-11,44.58,Sell,34 days,Fall by 10.150000%,-6.5,
2025-10-19,34.56,2025-10-19,34.56,Sell,0 days,Fall by 2.080000%,0.0,
