Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-03-31,16.82,2012-11-30,20.2,Buy,173 days,Rise by 18.970000%,20.1,
2012-08-31,20.01,2013-03-31,26.85,Buy,150 days,Rise by 34.180000%,34.18,
2013-02-28,26.27,2013-11-30,31.5,Buy,196 days,Rise by 28.550000%,19.91,
2016-06-30,43.41,2017-02-28,52.09,Buy,172 days,Rise by 20.000000%,20.0,
2017-04-30,46.88,2018-07-31,55.84,Sell,325 days,Fall by 1.660000%,-19.11,
2018-03-31,50.4,2018-09-30,64.25,Sell,129 days,Fall by -9.820000%,-27.48,
2018-10-31,67.92,2021-04-30,51.7,Buy,651 days,Rise by -13.410000%,-23.88,
2020-03-31,21.55,2020-08-31,34.8,Sell,108 days,Fall by -137.260000%,-61.48,
2021-08-31,68.71,2022-12-31,57.07,Buy,348 days,Rise by -17.280000%,-16.94,
2022-08-31,58.72,2025-05-31,42.82,Buy,717 days,Rise by 17.220000%,-27.08,
2022-10-31,55.22,2023-07-31,67.13,Sell,194 days,Fall by 6.740000%,-21.57,
2023-05-31,57.46,2023-12-31,56.51,Sell,152 days,Fall by 10.370000%,1.65,
2023-10-31,52.18,2024-07-31,45.56,Sell,195 days,Fall by 15.680000%,12.69,
