Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-05-28,0.3995,2006-06-11,0.3558,2005-11-13-2006-05-14,0.2737-0.5313,Sell,9 days,10.94%,Fall by -47.41%,10.94%,
2007-01-21,0.5313,2007-02-18,0.5453,2005-11-13-2006-12-24,0.2737-0.6493,Sell,19 days,-2.64%,Fall by -38.55%,8.3%,
2007-02-18,0.5453,2007-03-04,0.4962,2006-07-16-2006-12-24,0.2862-0.6493,Sell,9 days,9.0%,Fall by -52.26%,17.31%,
2007-04-01,0.4797,2007-06-17,0.6592,2005-11-13-2006-05-14,0.2737-0.5313,Buy,54 days,37.42%,Rise by 41.81%,54.73%,
2007-11-18,0.8112,2007-11-25,0.7555,2006-07-16-2007-10-28,0.2862-0.9918,Sell,4 days,6.87%,Fall by 10.5%,61.59%,
2007-11-25,0.7555,2007-12-09,0.847,2006-12-24-2007-03-18,0.5128-0.6142,Sell,9 days,-12.11%,Fall by 26.36%,49.48%,
2008-02-10,0.6248,2020-03-15,6.021,2006-07-16-2007-10-28,0.2862-0.9918,Buy,3154 days,863.67%,Rise by 118.36%,913.15%,
2008-07-13,0.2918,2008-08-03,0.271,2006-12-24-2008-03-23,0.475-0.6142,Sell,14 days,7.13%,Fall by 16.72%,920.28%,
2009-01-25,0.1928,2009-02-08,0.2467,2006-05-14-2008-11-23,0.1822-0.429,Sell,9 days,-27.96%,Fall by 11.43%,892.32%,
2010-01-31,0.3848,2010-02-14,0.4338,2008-11-23-2010-01-10,0.1437-0.474,Sell,9 days,-12.73%,Fall by 19.55%,879.59%,
2010-04-25,0.411,2010-05-02,0.3927,2006-12-24-2008-11-23,0.1822-0.6142,Sell,4 days,4.45%,Fall by 21.7%,884.04%,
2010-06-27,0.277,2017-12-24,4.8818,2008-11-23-2010-01-10,0.1437-0.474,Buy,1954 days,1662.38%,Rise by 28.27%,2546.42%,
2011-03-06,0.519,2011-03-13,0.4512,2010-08-15-2011-02-06,0.2163-0.6543,Sell,4 days,13.06%,Fall by 12.41%,2559.49%,
2011-03-13,0.4512,2011-05-01,0.5,2010-01-10-2010-08-15,0.2415-0.4527,Sell,34 days,-10.82%,Fall by 20.96%,2548.67%,
2011-04-03,0.455,2017-07-02,3.614,2010-08-15-2011-02-06,0.2163-0.6543,Buy,1629 days,694.29%,Rise by 50.08%,3242.96%,
2011-12-11,0.3725,2016-01-31,0.7322,2008-11-23-2011-02-06,0.1437-0.6543,Buy,1079 days,96.56%,Rise by 115.24%,3339.52%,
2012-05-06,0.3065,2012-06-24,0.325,2008-06-08-2008-11-23,0.1822-0.5825,Sell,34 days,-6.04%,Fall by 12.46%,3333.49%,
2012-09-09,0.335,2012-10-14,0.3158,2011-10-09-2012-02-19,0.2867-0.4225,Sell,24 days,5.73%,Fall by 1.36%,3339.22%,
2012-09-16,0.346,2012-09-30,0.3335,2012-02-19-2012-06-10,0.316-0.375,Sell,9 days,3.61%,Fall by 14.69%,3342.83%,
2012-11-11,0.3047,2020-03-15,6.021,2011-10-09-2012-02-19,0.2867-0.4225,Buy,1914 days,1876.04%,Rise by 118.36%,5218.87%,
2013-02-10,0.3092,2013-04-21,0.3142,2012-08-12-2012-11-18,0.3065-0.3458,Sell,49 days,-1.62%,Fall by -11.71%,5217.25%,
2013-07-28,0.355,2013-09-01,0.3688,2012-02-19-2012-11-18,0.3065-0.375,Sell,24 days,-3.89%,Fall by -1.82%,5213.37%,
2015-04-26,0.5508,2015-05-10,0.5207,2014-06-15-2014-10-19,0.4465-0.472,Sell,9 days,5.46%,Fall by 6.76%,5218.83%,
2015-05-31,0.5533,2018-10-28,4.9573,2012-11-18-2015-03-22,0.2788-0.5903,Buy,889 days,795.95%,Rise by -26.14%,6014.78%,
2015-06-14,0.5278,2015-07-05,0.5105,2007-10-28-2008-11-23,0.1822-0.8397,Sell,14 days,3.28%,Fall by -25.99%,6018.06%,
2015-07-05,0.5105,2015-07-12,0.4938,2012-11-18-2015-03-22,0.2788-0.5903,Sell,4 days,3.27%,Fall by -30.26%,6021.33%,
2015-07-12,0.4938,2015-07-26,0.4855,2007-10-28-2008-03-23,0.475-0.8397,Sell,9 days,1.68%,Fall by -32.48%,6023.01%,
2016-02-07,0.6607,2016-02-21,0.761,2015-03-22-2015-08-02,0.5055-0.5665,Sell,9 days,-15.18%,Fall by -267.19%,6007.83%,
2018-10-28,4.9573,2018-11-18,4.1108,2015-08-02-2018-10-07,0.4773-7.319,Sell,14 days,17.08%,Fall by 17.17%,6024.91%,
2019-01-13,3.7208,2019-01-13,3.7208,2015-08-02-2018-10-07,0.4773-7.319,Buy,0 days,0.0%,Rise by 0%,6024.91%,
2019-09-01,4.1877,2021-05-23,14.9917,2010-08-15-2018-10-07,0.2163-7.319,Buy,449 days,257.99%,Rise by 52.37%,6282.9%,
2020-04-05,6.0978,2021-05-09,14.8123,2012-11-18-2018-10-07,0.2788-7.319,Buy,284 days,142.91%,Rise by 38.31%,6425.81%,
2020-10-11,13.7627,2020-11-01,12.534,2018-10-07-2018-12-30,3.4348-6.6885,Sell,14 days,8.93%,Fall by -2.6%,6434.74%,
2021-03-28,12.8392,2021-06-13,17.8253,2015-08-02-2020-09-06,0.4773-14.7268,Buy,54 days,38.83%,Rise by 28.15%,6473.58%,
2021-08-15,20.188,2021-08-29,22.636,2020-09-06-2021-03-14,13.0463-11.7048,Sell,9 days,-12.13%,Fall by -0.9%,6461.45%,
2021-12-19,27.801,2022-01-16,26.942,2021-03-14-2021-11-28,11.5665-34.647,Sell,19 days,3.09%,Fall by 14.87%,6464.54%,
2022-01-23,23.374,2022-03-13,22.1,2018-12-30-2021-11-28,3.1115-34.647,Sell,34 days,5.45%,Fall by 16.08%,6469.99%,
2022-02-13,23.949,2022-02-13,23.949,2021-03-14-2021-11-28,11.5665-34.647,Buy,0 days,0.0%,Rise by 0%,6469.99%,
2022-10-16,11.227,2022-10-23,12.466,2018-12-30-2020-09-06,3.1115-14.7268,Sell,4 days,-11.04%,Fall by -17.23%,6458.96%,
