Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2000-07-31,0.25,2000-08-31,0.3307,1999-01-31-2000-06-30,0.0388-0.3667,Sell,23 days,-32.28%,Fall by 34.96%,-32.28%,
2002-02-28,0.4251,2002-03-31,0.3697,1999-01-31-2002-01-31,0.0388-0.6055,Sell,21 days,13.03%,Fall by 77.22%,-19.25%,
2002-03-31,0.3697,2002-04-30,0.2901,2000-12-31-2002-01-31,0.1146-0.6055,Sell,21 days,21.53%,Fall by 75.42%,2.28%,
2002-12-31,0.0959,2008-04-30,0.5138,1999-01-31-2002-01-31,0.0388-0.6055,Buy,1391 days,435.77%,Rise by -47.9%,438.05%,
2003-06-30,0.1909,2003-07-31,0.1591,2002-10-31-2003-06-30,0.06-0.2313,Sell,23 days,16.66%,Fall by 19.23%,454.71%,
2003-10-31,0.1473,2004-07-31,0.1285,2002-10-31-2003-06-30,0.06-0.2313,Buy,195 days,-12.76%,Rise by 88.02%,441.94%,
2004-10-31,0.1206,2006-08-31,0.4852,1999-01-31-2000-06-30,0.0388-0.3667,Buy,478 days,302.32%,Rise by 86.73%,744.27%,
2005-06-30,0.2227,2019-01-31,3.5938,2000-12-31-2002-01-31,0.1146-0.6055,Buy,3545 days,1513.74%,Rise by 276.5%,2258.01%,
2007-05-31,0.5773,2007-06-30,0.6885,2003-06-30-2004-08-31,0.1308-0.1838,Sell,21 days,-19.26%,Fall by 10.7%,2238.74%,
2007-11-30,0.7885,2008-01-31,0.6148,2004-08-31-2007-10-31,0.0775-0.9918,Sell,44 days,22.03%,Fall by 23.88%,2260.77%,
2008-05-31,0.6175,2022-04-30,18.547,2004-08-31-2007-10-31,0.0775-0.9918,Buy,3629 days,2903.56%,Rise by -34.55%,5164.34%,
2010-01-31,0.3848,2010-03-31,0.435,2008-11-30-2010-01-31,0.1437-0.474,Sell,42 days,-13.05%,Fall by 46.37%,5151.29%,
2010-10-31,0.3005,2022-03-31,27.286,2000-12-31-2007-10-31,0.1146-0.9918,Buy,2978 days,8980.2%,Rise by -44.68%,14131.49%,
2011-03-31,0.4615,2011-06-30,0.3985,2008-11-30-2011-02-28,0.1437-0.6543,Sell,65 days,13.65%,Fall by 13.05%,14145.14%,
2011-06-30,0.3985,2011-07-31,0.3458,2010-08-31-2011-02-28,0.2163-0.6543,Sell,21 days,13.22%,Fall by 10.12%,14158.37%,
2014-12-31,0.5013,2022-04-30,18.547,2002-10-31-2007-10-31,0.06-0.9918,Buy,1912 days,3599.78%,Rise by -34.55%,17758.15%,
2018-10-31,5.2708,2018-11-30,4.0858,2012-11-30-2018-10-31,0.2788-7.319,Sell,22 days,22.48%,Fall by 17.12%,17780.63%,
2019-03-31,4.489,2019-03-31,4.489,2011-02-28-2012-11-30,0.327-0.5445,Sell,0 days,-0.0%,Fall by 0%,17780.63%,
2020-05-31,8.8755,2021-04-30,15.0095,2004-08-31-2018-10-31,0.0775-7.319,Buy,239 days,69.11%,Rise by 117.7%,17849.74%,
2022-01-31,24.486,2022-03-31,27.286,2018-12-31-2021-11-30,3.1115-34.647,Sell,43 days,-11.44%,Fall by 44.68%,17838.31%,
