Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2000-06-30,18.7121,2000-09-30,9.9171,1997-12-31-2000-03-31,3.3212-27.2948,Sell,65 days,47.0%,Fall by 34.99%,47.0%,
2002-09-30,4.7452,2002-12-31,5.2683,2001-09-30-2002-03-31,5.6996-14.2593,Sell,66 days,-11.02%,Fall by -48.09%,35.98%,
2005-03-31,7.802,2018-12-31,36.91,1997-12-31-2000-03-31,3.3212-27.2948,Buy,3587 days,373.08%,Rise by 57.41%,409.06%,
2008-09-30,9.3234,2008-12-31,7.8607,2002-12-31-2008-06-30,3.968-11.9104,Sell,66 days,15.69%,Fall by -24.16%,424.75%,
2010-03-31,10.49,2010-06-30,9.76,2002-12-31-2009-06-30,3.968-11.9403,Sell,65 days,6.96%,Fall by -17.11%,431.71%,
2010-06-30,9.76,2010-12-31,12.54,2008-12-31-2009-06-30,5.801-11.9403,Sell,132 days,-28.48%,Fall by 8.85%,403.23%,
2013-09-30,16.96,2014-03-31,20.02,2008-12-31-2013-06-30,5.801-20.3,Sell,130 days,-18.04%,Fall by -3.65%,385.18%,
2018-06-30,36.56,2018-09-30,44.16,2008-12-31-2018-03-31,5.801-46.57,Sell,64 days,-20.79%,Fall by 11.3%,364.4%,
2019-06-30,39.17,2019-09-30,46.48,2015-09-30-2018-03-31,17.32-46.57,Sell,65 days,-18.66%,Fall by -158.84%,345.73%,
2022-03-31,104.26,2022-06-30,81.75,2019-03-31-2022-03-31,34.21-145.0,Sell,65 days,21.59%,Fall by -112.44%,367.32%,
2023-06-30,100.92,2023-06-30,100.92,2008-12-31-2022-03-31,5.801-145.0,Buy,0 days,0.0%,Rise by 0%,367.32%,
2023-09-30,86.9,2023-12-31,104.0,2015-09-30-2022-03-31,17.32-145.0,Sell,64 days,-19.68%,Fall by -59.62%,347.65%,
