Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,24.81,2001-03-18,29.91,Buy,84 Days,29.16,Rise by 15.56%,20.56%,20.56%,
2000-12-24,27.55,2001-01-14,24.56,Sell,14 Days,-20.0,Fall by 18.08%,10.85%,31.41%,
2001-03-25,30.45,2001-04-01,28.64,Sell,4 Days,-19.44,Fall by 21.12%,5.94%,37.35%,
2001-09-23,42.66,2001-09-30,31.93,Sell,4 Days,-13.51,Fall by 33.38%,25.15%,62.51%,
2001-11-11,27.44,2001-11-18,25.07,Sell,4 Days,-7.69,Fall by 10.24%,8.64%,71.14%,
2002-05-12,22.41,2002-05-19,17.7,Sell,4 Days,-10.53,Fall by -28.56%,21.02%,92.16%,
2003-01-12,24.32,2003-01-26,31.51,Sell,9 Days,-4.76,Fall by -21.83%,-29.56%,62.6%,
2004-03-28,17.33,2004-04-04,15.64,Sell,4 Days,-11.11,Fall by 10.56%,9.75%,72.35%,
2004-05-16,18.47,2004-05-30,15.5,Sell,9 Days,-10.53,Fall by 18.84%,16.08%,88.43%,
2005-03-27,13.42,2005-04-10,12.62,Sell,9 Days,-18.71,Fall by 10.88%,5.96%,94.39%,
2005-05-29,12.15,2005-10-09,14.59,Buy,94 Days,20.72,Rise by -14.98%,20.08%,114.47%,
2005-08-21,13.42,2005-09-11,11.98,Sell,14 Days,-11.11,Fall by 11.18%,10.73%,125.2%,
2006-01-08,11.0,2006-01-22,14.56,Sell,9 Days,-10.87,Fall by -4.18%,-32.36%,92.84%,
2006-04-23,11.59,2006-05-14,14.19,Sell,14 Days,-7.1,Fall by -12.86%,-22.43%,70.41%,
2008-03-30,25.71,2008-04-20,20.13,Buy,14 Days,8.0,Rise by -29.29%,-21.7%,48.7%,
2009-03-22,45.89,2009-04-12,36.53,Buy,14 Days,6.79,Rise by -19.76%,-20.4%,28.3%,
2011-03-20,24.44,2011-03-27,17.91,Sell,4 Days,-11.63,Fall by 39.89%,26.72%,55.02%,
2012-04-15,19.55,2012-04-22,17.44,Sell,4 Days,-13.42,Fall by 12.63%,10.79%,65.82%,
2013-05-12,12.59,2013-06-02,16.3,Buy,14 Days,13.36,Rise by 50.12%,29.47%,95.28%,
2013-08-25,13.98,2013-09-01,17.01,Sell,4 Days,-13.9,Fall by 6.72%,-21.67%,73.61%,
2015-08-02,12.12,2015-08-09,13.39,Sell,4 Days,-19.6,Fall by -18.23%,-10.48%,63.13%,
2016-01-17,27.02,2016-01-24,22.34,Sell,4 Days,-27.63,Fall by 24.02%,17.32%,80.45%,
2016-11-20,12.85,2017-01-29,10.58,Buy,49 Days,20.08,Rise by -10.97%,-17.67%,62.79%,
2018-04-15,17.41,2018-04-22,16.88,Sell,4 Days,-16.67,Fall by 22.92%,3.04%,65.83%,
2021-01-24,21.91,2021-01-31,33.09,Buy,4 Days,8.07,Rise by -13.92%,51.03%,116.86%,
2021-10-03,21.1,2021-10-10,18.77,Sell,4 Days,-12.57,Fall by 21.9%,11.04%,127.9%,
2023-06-11,13.83,2023-08-06,17.1,Buy,39 Days,20.25,Rise by 25.09%,23.64%,151.54%,
2025-01-19,15.97,2025-01-26,14.85,Sell,4 Days,-15.14,Fall by -7.95%,7.01%,158.56%,
2025-07-06,16.38,2025-08-03,20.38,Buy,19 Days,11.9,Rise by -13.19%,24.42%,182.98%,
