Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,2.4354,2001-11-11,2.9312,Buy,254 Days,29.16,Rise by 7.14%,20.36%,20.36%,
2000-12-24,2.418,2001-01-28,2.305,Sell,24 Days,-20.0,Fall by 4.67%,4.67%,25.03%,
2001-03-25,2.1745,2001-05-27,2.0788,Sell,44 Days,-19.44,Fall by 4.4%,4.4%,29.43%,
2001-09-23,2.3919,2001-10-21,2.6094,Sell,19 Days,-13.51,Fall by -16.37%,-9.09%,20.34%,
2001-11-11,2.9312,2001-12-02,2.7834,Sell,14 Days,-7.69,Fall by 2.08%,5.04%,25.38%,
2002-05-12,2.7051,2002-07-21,2.6094,Sell,49 Days,-10.53,Fall by 9.33%,3.54%,28.92%,
2003-01-12,2.679,2003-03-02,2.5659,Sell,34 Days,-4.76,Fall by 7.79%,4.22%,33.14%,
2004-03-28,3.0443,2004-05-30,2.9138,Sell,44 Days,-11.11,Fall by 4.29%,4.29%,37.43%,
2004-05-16,3.0443,2004-05-30,2.9138,Sell,9 Days,-10.53,Fall by -21.43%,4.29%,41.71%,
2005-03-27,3.6532,2005-04-03,3.4531,Sell,4 Days,-18.71,Fall by -8.09%,5.48%,47.19%,
2005-05-29,3.4531,2005-09-11,4.175,Buy,74 Days,20.72,Rise by 15.87%,20.91%,68.1%,
2005-08-21,4.0011,2005-09-18,4.262,Sell,19 Days,-11.11,Fall by 6.96%,-6.52%,61.58%,
2006-01-08,3.9141,2006-03-26,4.2185,Sell,54 Days,-10.87,Fall by -1.11%,-7.78%,53.8%,
2006-04-23,4.4534,2006-07-16,4.8013,Sell,59 Days,-7.1,Fall by 2.34%,-7.81%,45.99%,
2008-03-30,4.1402,2008-11-23,3.4357,Buy,169 Days,8.0,Rise by -11.76%,-17.02%,28.97%,
2009-03-22,4.175,2009-09-06,5.1318,Buy,119 Days,6.79,Rise by 2.08%,22.92%,51.89%,
2011-03-20,6.3669,2011-06-19,6.1582,Sell,64 Days,-11.63,Fall by 0.27%,3.28%,55.17%,
2012-04-15,6.5235,2012-09-02,7.1323,Sell,99 Days,-13.42,Fall by 1.2%,-9.33%,45.83%,
2013-05-12,8.4631,2013-07-28,10.45,Buy,54 Days,13.36,Rise by 23.48%,23.48%,69.31%,
2013-08-25,9.95,2013-10-20,9.55,Sell,39 Days,-13.9,Fall by 4.02%,4.02%,73.33%,
2015-08-02,10.9,2015-08-16,10.52,Sell,9 Days,-19.6,Fall by -26.15%,3.49%,76.82%,
2016-01-17,13.98,2016-01-24,13.4,Sell,4 Days,-27.63,Fall by -11.95%,4.15%,80.97%,
2016-11-20,16.77,2018-07-08,20.82,Buy,424 Days,20.08,Rise by 11.51%,24.15%,105.12%,
2018-04-15,18.5,2018-04-22,17.85,Sell,4 Days,-16.67,Fall by -11.73%,3.51%,108.63%,
2021-01-24,28.8,2021-08-29,35.03,Buy,154 Days,8.07,Rise by 5.14%,21.63%,130.26%,
2021-10-03,36.0,2021-10-10,34.55,Sell,4 Days,-12.57,Fall by -0.25%,4.03%,134.29%,
2023-06-11,35.85,2025-09-14,29.39,Buy,589 Days,20.25,Rise by 6.72%,-18.02%,116.27%,
2025-01-19,36.93,2025-02-02,40.0,Sell,9 Days,-15.14,Fall by -0.73%,-8.31%,107.96%,
2025-07-06,39.5,2025-08-31,32.61,Buy,39 Days,11.9,Rise by -17.44%,-17.44%,90.51%,
