Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,2.1953,2000-12-03,2.75,Buy,9 Days,29.16,Rise by -16.73%,25.27%,25.27%,
2000-12-24,2.293,2000-12-31,2.5918,Sell,4 Days,-20.0,Fall by 12.27%,-13.03%,12.24%,
2001-03-25,1.8555,2001-04-01,2.0312,Sell,4 Days,-19.44,Fall by -61.61%,-9.47%,2.77%,
2001-09-23,2.9787,2001-09-30,3.5106,Sell,4 Days,-13.51,Fall by -28.83%,-17.86%,-15.09%,
2001-11-11,4.0131,2001-11-18,4.2663,Sell,4 Days,-7.69,Fall by 4.38%,-6.31%,-21.4%,
2002-05-12,4.0738,2002-05-19,4.6188,Sell,4 Days,-10.53,Fall by 11.08%,-13.38%,-34.78%,
2003-01-12,4.6275,2003-01-26,4.3675,Sell,9 Days,-4.76,Fall by 10.86%,5.62%,-29.16%,
2004-03-28,6.7238,2004-04-04,7.1712,Sell,4 Days,-11.11,Fall by -3.27%,-6.65%,-35.81%,
2004-05-16,6.9662,2004-05-23,7.9163,Sell,4 Days,-10.53,Fall by -4.41%,-13.64%,-49.45%,
2005-03-27,8.8425,2005-04-24,9.8875,Sell,19 Days,-18.71,Fall by -16.06%,-11.82%,-61.27%,
2005-05-29,10.2525,2005-11-06,12.42,Buy,114 Days,20.72,Rise by 13.7%,21.14%,-40.13%,
2005-08-21,10.625,2005-08-28,10.2625,Sell,4 Days,-11.11,Fall by -7.34%,3.41%,-36.72%,
2006-01-08,14.2575,2006-02-05,15.175,Sell,19 Days,-10.87,Fall by 3.66%,-6.44%,-43.15%,
2006-04-23,16.13,2006-04-30,14.375,Sell,4 Days,-7.1,Fall by 11.41%,10.88%,-32.27%,
2008-03-30,24.805,2008-10-12,18.735,Buy,139 Days,8.0,Rise by 8.12%,-24.47%,-56.74%,
2009-03-22,22.155,2010-05-23,18.285,Buy,304 Days,6.79,Rise by 7.24%,-17.47%,-74.21%,
2011-03-20,20.075,2011-04-03,21.33,Sell,9 Days,-11.63,Fall by 3.26%,-6.25%,-80.46%,
2012-04-15,22.755,2012-04-22,25.5,Sell,4 Days,-13.42,Fall by -6.94%,-12.06%,-92.52%,
2013-05-12,52.88,2013-09-15,63.53,Buy,89 Days,13.36,Rise by 18.32%,20.14%,-72.38%,
2013-08-25,59.64,2013-09-15,63.53,Sell,14 Days,-13.9,Fall by -25.84%,-6.52%,-78.91%,
2015-08-02,117.86,2015-08-23,105.33,Sell,14 Days,-19.6,Fall by 13.41%,10.63%,-68.28%,
2016-01-17,91.84,2016-01-31,83.0,Sell,9 Days,-27.63,Fall by 10.02%,9.63%,-58.65%,
2016-11-20,74.62,2018-12-23,62.62,Buy,544 Days,20.08,Rise by 1.17%,-16.08%,-74.73%,
2018-04-15,75.22,2018-05-06,65.42,Sell,14 Days,-16.67,Fall by 10.42%,13.03%,-61.7%,
2021-01-24,66.94,2022-11-06,80.34,Buy,464 Days,8.07,Rise by -0.1%,20.02%,-41.69%,
2021-10-03,68.56,2021-10-31,64.88,Sell,19 Days,-12.57,Fall by 10.95%,5.37%,-36.32%,
2023-06-11,78.12,2024-04-28,65.42,Buy,229 Days,20.25,Rise by 3.23%,-16.26%,-52.57%,
2025-01-19,91.84,2025-02-16,104.08,Sell,19 Days,-15.14,Fall by -5.52%,-13.33%,-65.9%,
2025-07-06,111.75,2025-07-06,111.75,Buy,0 Days,11.9,Rise by 0%,0.0%,-65.9%,
