Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,33.4375,2001-03-18,26.5,Buy,84 Days,29.16,Rise by 1.68%,-20.75%,-20.75%
2000-12-24,32.6875,2001-01-28,29.0,Sell,24 Days,-20.0,Fall by 11.28%,11.28%,-9.47%
2001-03-25,25.0,2001-04-01,26.55,Sell,4 Days,-19.44,Fall by -6.2%,-6.2%,-15.67%
2001-09-23,27.08,2001-10-07,28.89,Sell,9 Days,-13.51,Fall by 1.85%,-6.68%,-22.35%
2001-11-11,26.58,2002-01-27,25.62,Sell,54 Days,-7.69,Fall by 2.56%,3.61%,-18.74%
2002-05-12,29.81,2002-06-30,28.45,Sell,34 Days,-10.53,Fall by 18.92%,4.56%,-14.18%
2003-01-12,17.24,2003-01-19,15.45,Sell,4 Days,-4.76,Fall by 21.0%,10.38%,-3.79%
2004-03-28,27.87,2004-05-09,26.71,Sell,29 Days,-11.11,Fall by 8.68%,4.16%,0.37%
2004-05-16,26.17,2004-07-18,27.81,Sell,44 Days,-10.53,Fall by 0.19%,-6.27%,-5.9%
2005-03-27,31.58,2005-04-17,30.3,Sell,14 Days,-18.71,Fall by 7.19%,4.05%,-1.85%
2005-05-29,31.26,2006-09-17,37.73,Buy,339 Days,20.72,Rise by -10.62%,20.7%,18.85%
2005-08-21,33.38,2005-09-04,31.9,Sell,9 Days,-11.11,Fall by -3.8%,4.43%,23.29%
2006-01-08,34.06,2006-02-12,36.33,Sell,24 Days,-10.87,Fall by -1.73%,-6.66%,16.62%
2006-04-23,34.6,2006-05-28,32.92,Sell,24 Days,-7.1,Fall by 4.86%,4.86%,21.48%
2008-03-30,55.48,2010-03-28,67.26,Buy,519 Days,8.0,Rise by 9.86%,21.23%,42.71%
2009-03-22,53.2,2009-11-22,63.97,Buy,174 Days,6.79,Rise by 12.54%,20.24%,62.95%
2011-03-20,72.99,2011-04-17,77.38,Sell,19 Days,-11.63,Fall by -16.56%,-6.01%,56.94%
2012-04-15,96.97,2012-05-13,91.9,Sell,19 Days,-13.42,Fall by 10.58%,5.23%,62.17%
2013-05-12,100.2,2016-01-31,123.78,Buy,709 Days,13.36,Rise by 1.38%,23.53%,85.7%
2013-08-25,95.13,2014-05-04,101.43,Sell,179 Days,-13.9,Fall by 0.73%,-6.62%,79.08%
2015-08-02,99.86,2015-08-30,96.25,Sell,19 Days,-19.6,Fall by 5.02%,3.62%,82.69%
2016-01-17,115.18,2016-01-31,123.78,Sell,9 Days,-27.63,Fall by -5.36%,-7.47%,75.23%
2016-11-20,120.0,2017-05-14,145.36,Buy,124 Days,20.08,Rise by 7.21%,21.13%,96.36%
2018-04-15,161.73,2018-07-01,156.69,Sell,54 Days,-16.67,Fall by 3.12%,3.12%,99.48%
2021-01-24,213.38,2021-12-12,264.97,Buy,229 Days,8.07,Rise by 10.64%,24.18%,123.65%
2021-10-03,242.93,2021-12-12,264.97,Sell,49 Days,-12.57,Fall by -4.8%,-9.07%,114.58%
2023-06-11,286.79,2023-06-11,286.79,Buy,0 Days,20.25,Rise by 0%,0.0%,114.58%
2025-01-19,280.95,2025-02-16,308.55,Sell,19 Days,-15.14,Fall by -2.32%,-9.82%,104.76%
2025-07-06,294.08,2025-07-06,294.08,Buy,0 Days,11.9,Rise by 0%,0.0%,104.76%
