Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,22.1966,2001-01-28,27.2557,Buy,49 Days,29.16,Rise by 35.9%,22.79%,22.79%,
2000-12-24,24.1495,2001-01-07,26.0132,Sell,9 Days,-20.0,Fall by -12.23%,-7.72%,15.07%,
2001-03-25,27.1022,2001-04-15,21.2326,Sell,14 Days,-19.44,Fall by 14.19%,21.66%,36.73%,
2001-09-23,15.4701,2001-09-30,18.8941,Sell,4 Days,-13.51,Fall by -38.77%,-22.13%,14.6%,
2001-11-11,18.8548,2001-11-25,20.8434,Sell,9 Days,-7.69,Fall by -13.86%,-10.55%,4.05%,
2002-05-12,20.5685,2002-05-26,19.3225,Sell,9 Days,-10.53,Fall by 14.81%,6.06%,10.11%,
2003-01-12,21.2112,2003-01-26,20.1829,Sell,9 Days,-4.76,Fall by 6.43%,4.85%,14.96%,
2004-03-28,37.5382,2004-04-04,40.4016,Sell,4 Days,-11.11,Fall by 16.4%,-7.63%,7.33%,
2004-05-16,34.0678,2004-05-23,31.383,Sell,4 Days,-10.53,Fall by 9.54%,7.88%,15.21%,
2005-03-27,39.9874,2005-04-17,37.8274,Sell,14 Days,-18.71,Fall by 5.71%,5.4%,20.61%,
2005-05-29,37.9345,2005-06-26,46.746,Buy,19 Days,20.72,Rise by 36.61%,23.23%,43.84%,
2005-08-21,50.3948,2005-09-18,54.5578,Sell,19 Days,-11.11,Fall by -5.08%,-8.26%,35.58%,
2006-01-08,65.7436,2006-01-15,63.2051,Sell,4 Days,-10.87,Fall by -60.21%,3.86%,39.44%,
2006-04-23,111.4286,2006-05-07,125.635,Sell,9 Days,-7.1,Fall by 5.47%,-12.75%,26.69%,
2008-03-30,268.8652,2008-09-14,220.8856,Buy,119 Days,8.0,Rise by 13.7%,-17.85%,8.85%,
2009-03-22,153.0593,2009-04-05,189.8783,Buy,9 Days,6.79,Rise by 76.38%,24.06%,32.9%,
2011-03-20,226.9831,2011-05-08,218.3084,Sell,34 Days,-11.63,Fall by 7.03%,3.82%,36.72%,
2012-04-15,171.7917,2012-05-06,166.0542,Sell,14 Days,-13.42,Fall by 8.82%,3.34%,40.06%,
2013-05-12,185.8267,2014-05-11,228.0346,Buy,259 Days,13.36,Rise by 13.62%,22.71%,62.78%,
2013-08-25,187.3239,2013-09-15,199.5531,Sell,14 Days,-13.9,Fall by -2.96%,-6.53%,56.25%,
2015-08-02,229.0061,2015-08-16,221.0285,Sell,9 Days,-19.6,Fall by 16.56%,3.48%,59.73%,
2016-01-17,245.3383,2016-01-24,229.5318,Sell,4 Days,-27.63,Fall by 12.01%,6.44%,66.17%,
2016-11-20,225.7259,2017-03-05,287.6833,Buy,74 Days,20.08,Rise by 10.42%,27.45%,93.62%,
2018-04-15,429.2106,2018-04-29,455.4749,Sell,9 Days,-16.67,Fall by 1.92%,-6.12%,87.5%,
2021-01-24,945.8901,2021-09-26,1145.7656,Buy,174 Days,8.07,Rise by 6.3%,21.13%,108.63%,
2021-10-03,1164.6871,2021-10-17,1246.2341,Sell,9 Days,-12.57,Fall by 7.26%,-7.0%,101.63%,
2023-06-11,1145.4196,2024-02-04,1457.7,Buy,169 Days,20.25,Rise by 10.82%,27.26%,128.9%,
2025-01-19,1302.35,2025-01-26,1246.3,Sell,4 Days,-15.14,Fall by 7.85%,4.3%,133.2%,
2025-07-06,1527.3,2025-07-06,1527.3,Buy,0 Days,11.9,Rise by 0%,0.0%,133.2%,
