Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-03-31,79.38,2015-12-31,96.23,2003-03-31-2004-12-31,53.0-89.11,Buy,2544 days,21.23%,Rise by 19.13%,21.23%,
2006-09-30,71.94,2007-03-31,70.1,2005-09-30-2006-06-30,66.1-83.99,Sell,129 days,2.56%,Fall by 12.31%,23.78%,
2007-03-31,70.1,2008-06-30,61.47,2003-03-31-2004-12-31,53.0-89.11,Sell,325 days,12.31%,Fall by 19.93%,36.1%,
2008-12-31,55.16,2009-03-31,49.22,2001-09-30-2002-09-30,46.15-67.1,Sell,64 days,10.77%,Fall by -48.17%,46.86%,
2012-03-31,80.72,2014-12-31,111.17,2001-09-30-2002-09-30,46.15-67.1,Buy,717 days,37.72%,Rise by -11.23%,84.59%,
2013-06-30,86.48,2015-12-31,96.23,2005-09-30-2006-06-30,66.1-83.99,Buy,653 days,11.27%,Rise by 19.13%,95.86%,
2014-03-31,97.38,2014-12-31,111.17,2005-09-30-2013-12-31,66.1-105.37,Sell,197 days,-14.16%,Fall by 11.23%,81.7%,
2015-03-31,96.94,2016-06-30,107.72,2003-03-31-2015-03-31,53.0-114.4,Sell,327 days,-11.12%,Fall by 0.39%,70.58%,
2015-06-30,96.91,2019-03-31,111.74,2005-09-30-2013-12-31,66.1-105.37,Buy,978 days,15.3%,Rise by -16.4%,85.88%,
2016-06-30,107.72,2016-06-30,107.72,1999-12-31-2009-03-31,56.38-61.0,Sell,0 days,-0.0%,Fall by 0%,85.88%,
2016-09-30,109.36,2021-09-30,182.1,2009-03-31-2013-12-31,37.99-105.37,Buy,1304 days,66.51%,Rise by -11.29%,152.4%,
2017-03-31,107.3,2017-09-30,120.09,2005-09-30-2016-12-31,66.1-120.44,Sell,130 days,-11.92%,Fall by 11.54%,140.48%,
2017-12-31,119.15,2022-12-31,173.84,2016-03-31-2016-12-31,87.3-120.44,Buy,1304 days,45.9%,Rise by -10.34%,186.38%,
2018-03-31,104.66,2018-09-30,116.75,2003-03-31-2016-12-31,53.0-120.44,Sell,129 days,-11.55%,Fall by 11.55%,174.83%,
2018-09-30,116.75,2022-12-31,173.84,2009-03-31-2016-12-31,37.99-120.44,Buy,1109 days,48.9%,Rise by -10.34%,223.73%,
2018-12-31,97.53,2019-03-31,111.74,2009-03-31-2015-03-31,37.99-114.4,Sell,64 days,-14.57%,Fall by 16.4%,209.16%,
2019-06-30,103.27,2019-09-30,119.82,2009-03-31-2016-12-31,37.99-120.44,Sell,65 days,-16.03%,Fall by -78.88%,193.13%,
2020-03-31,93.42,2020-06-30,111.18,2016-03-31-2016-12-31,87.3-120.44,Sell,65 days,-19.01%,Fall by -45.3%,174.12%,
2022-03-31,214.46,2022-06-30,182.54,2020-03-31-2022-03-31,82.0-233.72,Sell,65 days,14.88%,Fall by 14.61%,189.0%,
2022-06-30,182.54,2022-09-30,161.54,2009-03-31-2022-03-31,37.99-233.72,Sell,66 days,11.5%,Fall by 21.94%,200.51%,
2022-09-30,161.54,2023-03-31,193.99,2003-03-31-2022-03-31,53.0-233.72,Sell,130 days,-20.09%,Fall by 18.95%,180.42%,
2023-06-30,179.25,2023-09-30,155.87,2015-03-31-2020-03-31,119.24-96.32,Sell,65 days,13.04%,Fall by 12.2%,193.46%,
