Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2005-03-31,16.7,2005-11-30,16.19,Sell,173 days,Fall by 10.280000%,3.09
2005-09-30,14.61,2006-09-30,16.44,Sell,260 days,Fall by -2.760000%,-12.55
2006-10-31,16.43,2008-07-31,19.54,Buy,456 days,Rise by -11.470000%,18.95
2007-02-28,16.1,2008-06-30,18.73,Buy,347 days,Rise by 20.020000%,16.33
2007-08-31,14.54,2008-01-31,16.91,Sell,108 days,Fall by -27.920000%,-16.3
2008-04-30,19.33,2010-07-31,17.06,Buy,587 days,Rise by 3.290000%,-11.71
2009-03-31,17.37,2010-03-31,18.53,Buy,260 days,Rise by 4.700000%,6.72
2010-06-30,16.02,2011-01-31,18.69,Sell,152 days,Fall by -8.130000%,-16.64
2010-11-30,18.03,2012-02-29,19.69,Buy,325 days,Rise by 13.440000%,9.23
2014-01-31,24.89,2014-11-30,29.18,Sell,215 days,Fall by 1.470000%,-17.22
2014-07-31,24.53,2014-11-30,29.18,Sell,86 days,Fall by 12.030000%,-18.97
2015-06-30,23.64,2015-12-31,20.43,Sell,131 days,Fall by 17.040000%,13.58
2017-03-31,24.03,2017-08-31,26.02,Buy,108 days,Rise by 47.890000%,8.31
2021-08-31,49.37,2023-10-31,54.47,Buy,564 days,Rise by 3.300000%,10.34
2022-06-30,40.53,2022-10-31,47.44,Sell,86 days,Fall by -28.060000%,-17.07
2023-08-31,54.2,2024-05-31,65.76,Buy,195 days,Rise by 81.930000%,21.32
2024-01-31,55.08,2024-06-30,67.71,Buy,107 days,Rise by 79.020000%,22.92
2024-03-31,60.17,2024-09-30,80.75,Buy,129 days,Rise by 63.890000%,34.2
2024-06-30,67.71,2024-12-31,90.35,Buy,130 days,Rise by 45.640000%,33.44
2024-08-31,77.23,2025-01-31,98.16,Buy,108 days,Rise by 27.680000%,27.1
