Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,24.2188,2001-07-22,29.15,Buy,174 Days,29.16,Rise by 11.61%,20.36%,20.36%
2000-12-24,24.5,2001-01-07,27.0312,Sell,9 Days,-20.0,Fall by -2.78%,-10.33%,10.03%
2001-03-25,25.18,2001-04-22,27.11,Sell,19 Days,-19.44,Fall by -7.15%,-7.66%,2.36%
2001-09-23,21.05,2001-09-30,22.97,Sell,4 Days,-13.51,Fall by -44.66%,-9.12%,-6.76%
2001-11-11,25.8,2001-11-25,27.45,Sell,9 Days,-7.69,Fall by -13.57%,-6.4%,-13.15%
2002-05-12,28.62,2002-06-23,27.62,Sell,29 Days,-10.53,Fall by 11.11%,3.49%,-9.66%
2003-01-12,24.22,2003-01-26,22.63,Sell,9 Days,-4.76,Fall by 10.2%,6.56%,-3.09%
2004-03-28,31.26,2004-07-18,30.31,Sell,79 Days,-11.11,Fall by 2.94%,3.04%,-0.05%
2004-05-16,30.41,2004-08-08,29.18,Sell,59 Days,-10.53,Fall by 4.54%,4.04%,3.99%
2005-03-27,32.92,2005-04-17,31.47,Sell,14 Days,-18.71,Fall by 5.68%,4.4%,8.4%
2005-05-29,33.09,2007-02-04,39.71,Buy,439 Days,20.72,Rise by 4.68%,20.01%,28.4%
2005-08-21,33.87,2005-09-25,32.29,Sell,24 Days,-11.11,Fall by 7.65%,4.66%,33.07%
2006-01-08,33.33,2006-07-16,31.39,Sell,134 Days,-10.87,Fall by 1.35%,5.82%,38.89%
2006-04-23,33.67,2006-07-16,31.39,Sell,59 Days,-7.1,Fall by 2.35%,6.77%,45.66%
2008-03-30,30.53,2008-10-05,25.95,Buy,134 Days,8.0,Rise by 9.53%,-15.0%,30.66%
2009-03-22,18.55,2009-04-19,22.52,Buy,19 Days,6.79,Rise by 29.33%,21.4%,52.06%
2011-03-20,37.58,2011-04-24,39.91,Sell,24 Days,-11.63,Fall by -0.75%,-6.2%,45.86%
2012-04-15,44.55,2012-05-20,42.01,Sell,24 Days,-13.42,Fall by 6.31%,5.7%,51.56%
2013-05-12,56.77,2014-08-24,68.64,Buy,334 Days,13.36,Rise by 5.2%,20.91%,72.47%
2013-08-25,58.52,2013-10-20,62.04,Sell,39 Days,-13.9,Fall by -7.35%,-6.02%,66.45%
2015-08-02,80.22,2015-08-23,74.36,Sell,14 Days,-19.6,Fall by 7.94%,7.3%,73.76%
2016-01-17,71.5,2016-03-06,76.72,Sell,34 Days,-27.63,Fall by -8.67%,-7.3%,66.46%
2016-11-20,81.2,2017-12-17,97.97,Buy,279 Days,20.08,Rise by 8.31%,20.65%,87.11%
2018-04-15,101.22,2018-06-10,109.92,Sell,39 Days,-16.67,Fall by -6.67%,-8.6%,78.52%
2021-01-24,170.1,2021-11-07,211.26,Buy,204 Days,8.07,Rise by 5.74%,24.2%,102.71%
2021-10-03,180.8,2021-10-24,192.75,Sell,14 Days,-12.57,Fall by -8.01%,-6.61%,96.1%
2023-06-11,161.2,2024-09-22,196.69,Buy,334 Days,20.25,Rise by 8.51%,22.02%,118.12%
2025-01-19,229.22,2025-02-23,218.39,Sell,24 Days,-15.14,Fall by 10.27%,4.72%,122.84%
2025-07-06,221.21,2025-07-06,221.21,Buy,0 Days,11.9,Rise by 0%,0.0%,122.84%
