Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2003-04-30,1106.06,2003-09-30,1303.7,Buy,108 days,Rise by 34.990000%,17.87,
2004-08-31,1368.68,2004-11-30,1571.5,Sell,64 days,Fall by -3.810000%,-14.82,
2006-06-30,1575.23,2006-10-31,1732.54,Sell,86 days,Fall by -10.790000%,-9.99,
2006-11-30,1791.25,2007-08-31,1988.73,Buy,195 days,Rise by 25.000000%,11.02,
2008-02-29,1745.27,2008-05-31,2032.57,Sell,65 days,Fall by 23.520000%,-16.46,
2008-10-31,1334.78,2009-03-31,1237.01,Sell,106 days,Fall by -30.290000%,7.32,
2008-11-30,1185.75,2009-04-30,1394.33,Sell,107 days,Fall by -46.670000%,-17.59,
2012-02-29,2623.1,2013-04-30,2887.44,Buy,303 days,Rise by 6.710000%,10.08,
2012-03-31,2755.27,2013-08-31,3073.81,Buy,369 days,Rise by 1.590000%,11.56,
2013-10-31,3377.73,2014-03-31,3595.74,Buy,106 days,Rise by 28.420000%,6.45,
2013-11-30,3487.82,2014-08-31,4082.56,Buy,194 days,Rise by 24.370000%,17.05,
2016-09-30,4875.7,2017-04-30,5583.53,Buy,150 days,Rise by 42.540000%,14.52,
2017-03-31,5436.23,2017-08-31,5988.6,Buy,108 days,Rise by 27.850000%,10.16,
2019-12-31,8733.07,2020-09-30,11418.06,Buy,195 days,Rise by 38.680000%,30.75,
2020-01-31,8991.51,2020-09-30,11418.06,Buy,172 days,Rise by 34.690000%,26.99,
2020-06-30,10156.85,2020-11-30,12268.32,Buy,108 days,Rise by 60.680000%,20.79,
2020-12-31,12888.28,2021-07-31,14959.9,Buy,151 days,Rise by 26.630000%,16.07,
2023-12-31,16825.93,2024-05-31,18536.65,Buy,108 days,Rise by 16.980000%,10.17,
2025-08-31,23415.42,2025-08-31,23415.42,Buy,0 days,Rise by 10.430000%,0.0,
2025-10-31,25858.13,2025-10-31,25858.13,Buy,0 days,Rise by 0.000000%,0.0,
