Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2016-06-26,32.85,2016-08-14,38.29,Sell,34 days,Fall by -5.180000%,-16.56
2016-08-14,38.29,2016-09-25,42.22,Buy,29 days,Rise by 10.940000%,10.26
2016-08-21,38.87,2016-10-16,40.87,Buy,39 days,Rise by -11.110000%,5.15
2016-12-25,34.55,2017-02-12,39.75,Sell,34 days,Fall by -61.130000%,-15.05
2017-04-30,44.87,2017-06-04,48.37,Buy,24 days,Rise by 32.090000%,7.8
2017-05-21,49.37,2017-08-13,54.42,Buy,59 days,Rise by 20.050000%,10.23
2019-10-20,43.11,2019-11-24,45.37,Buy,24 days,Rise by 25.170000%,5.24
2019-11-03,45.63,2020-01-05,51.16,Buy,44 days,Rise by 18.260000%,12.12
2020-01-12,53.07,2020-07-05,64.35,Buy,124 days,Rise by -15.380000%,21.25
2021-08-01,50.46,2021-09-05,52.69,Sell,24 days,Fall by 21.030000%,-4.42
2021-12-05,39.85,2022-01-23,36.81,Sell,34 days,Fall by 14.450000%,7.63
2022-03-13,24.0,2022-03-20,30.9,Sell,4 days,Fall by 10.630000%,-28.75
2023-04-30,27.96,2023-06-18,29.52,Sell,34 days,Fall by 3.930000%,-5.58
2024-05-05,30.67,2024-10-27,32.11,Buy,124 days,Rise by -11.900000%,4.7
2025-02-23,36.65,2025-09-14,40.63,Buy,144 days,Rise by -16.700000%,10.86
2025-07-20,36.22,2025-09-14,40.63,Buy,39 days,Rise by 10.300000%,12.18
2025-09-14,40.63,2025-09-14,40.63,Buy,0 days,Rise by -1.670000%,0.0
