Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2015-04-12,2.35,2015-06-07,2.25,2013-11-03-2015-03-08,1.55-2.7,Sell,39 days,4.26%,Fall by 6.44%,4.26%
2015-07-12,2.14,2018-10-21,3.11,2013-11-03-2015-03-08,1.55-2.7,Buy,854 days,45.33%,Rise by 34.57%,49.58%
2015-09-13,2.14,2015-11-29,2.375,2015-03-08-2015-06-28,2.17-2.505,Sell,54 days,-10.98%,Fall by 5.68%,38.6%
2016-01-24,2.35,2016-04-10,2.69,2015-06-28-2015-11-01,2.035-2.622,Buy,54 days,14.47%,Rise by 11.52%,53.07%
2016-09-18,2.81,2016-10-02,2.6,2015-06-28-2016-09-11,2.035-3.07,Sell,9 days,7.47%,Fall by -9.04%,60.54%
2016-10-02,2.6,2016-10-23,2.56,2013-11-03-2016-09-11,1.55-3.07,Sell,14 days,1.54%,Fall by -10.74%,62.08%
2016-10-23,2.56,2019-10-06,5.265,2015-06-28-2016-09-11,2.035-3.07,Buy,769 days,105.66%,Rise by -18.04%,167.75%
2016-12-04,2.55,2019-11-17,4.53,2013-11-03-2016-09-11,1.55-3.07,Buy,769 days,77.65%,Rise by 23.18%,245.39%
2017-05-14,2.81,2017-08-13,2.94,2016-09-11-2016-11-20,2.6-2.87,Sell,64 days,-4.63%,Fall by 4.76%,240.77%
2018-10-28,3.1,2018-11-11,3.24,2017-08-20-2018-02-11,2.88-2.91,Sell,9 days,-4.52%,Fall by -46.6%,236.25%
2019-11-03,4.52,2019-11-24,4.315,2015-06-28-2019-09-08,2.035-5.54,Sell,14 days,4.54%,Fall by 7.53%,240.79%
2019-11-17,4.53,2019-11-24,4.315,2013-11-03-2019-09-08,1.55-5.54,Sell,4 days,4.75%,Fall by 7.53%,245.53%
2019-11-24,4.315,2019-12-08,5.0,2018-02-11-2019-09-08,2.745-5.54,Sell,9 days,-15.87%,Fall by 13.0%,229.66%
2019-12-15,4.995,2020-03-08,4.68,2015-06-28-2019-09-08,2.035-5.54,Buy,59 days,-6.31%,Rise by 7.48%,223.35%
2020-03-01,4.62,2020-03-15,4.35,2018-02-11-2020-02-16,2.745-5.8,Sell,9 days,5.84%,Fall by -3.68%,229.19%
2020-03-22,4.2,2020-03-29,3.99,2019-09-08-2019-12-01,4.75-4.94,Sell,4 days,5.0%,Fall by -13.03%,234.19%
2020-04-12,4.36,2020-04-12,4.36,2013-11-03-2020-02-16,1.55-5.8,Buy,0 days,0.0%,Rise by 0%,234.19%
2020-07-26,4.75,2021-01-31,7.15,2018-02-11-2020-02-16,2.745-5.8,Buy,134 days,50.53%,Rise by -21.68%,284.72%
2020-08-16,4.59,2020-08-30,5.32,2019-09-08-2020-03-29,4.5-4.94,Sell,9 days,-15.9%,Fall by 4.04%,268.82%
2020-08-30,5.32,2020-11-08,5.65,2018-02-11-2019-09-08,2.745-5.54,Buy,49 days,6.2%,Rise by 61.77%,275.02%
2021-01-17,7.87,2021-01-31,7.15,2018-02-11-2021-01-10,2.745-9.94,Sell,9 days,9.15%,Fall by 21.68%,284.17%
2021-01-31,7.15,2021-02-14,5.81,2020-03-29-2021-01-10,3.61-9.94,Sell,9 days,18.74%,Fall by 10.5%,302.91%
2021-03-28,5.105,2021-03-28,5.105,2020-03-29-2021-01-10,3.61-9.94,Buy,0 days,0.0%,Rise by 0%,302.91%
2021-10-31,4.99,2021-10-31,4.99,2013-11-03-2021-01-10,1.55-9.94,Buy,0 days,0.0%,Rise by 0%,302.91%
2022-02-20,5.055,2022-02-20,5.055,2018-02-11-2021-01-10,2.745-9.94,Buy,0 days,0.0%,Rise by 0%,302.91%
2022-09-25,5.0,2022-10-02,4.8,2022-03-06-2022-06-26,4.43-4.82,Sell,4 days,4.0%,Fall by -4.69%,306.91%
2023-08-06,5.58,2023-08-06,5.58,2021-01-10-2022-06-26,4.43-7.42,Sell,0 days,-0.0%,Fall by 0%,306.91%
2023-11-19,5.0,2024-04-28,5.915,2022-06-26-2023-07-02,4.32-5.66,Buy,114 days,18.3%,Rise by 16.48%,325.21%
2024-04-14,5.71,2024-06-02,6.76,2023-07-02-2023-11-05,5.035-5.31,Sell,34 days,-18.39%,Fall by 10.21%,306.82%
2024-08-11,6.22,2024-09-22,6.07,2022-06-26-2024-07-21,4.32-6.89,Sell,29 days,2.41%,Fall by 5.77%,309.23%
2024-08-25,6.2,2024-09-22,6.07,2021-01-10-2021-04-11,5.575-7.42,Sell,19 days,2.1%,Fall by 5.77%,311.33%
2024-09-22,6.07,2024-09-22,6.07,2023-11-05-2024-07-21,4.755-6.89,Buy,0 days,0.0%,Rise by 0%,311.33%
2024-12-15,5.72,2024-12-29,5.95,2023-11-05-2024-07-21,4.755-6.89,Sell,9 days,-4.02%,Fall by 10.59%,307.31%
2025-03-30,5.67,2025-04-13,5.78,2024-07-21-2024-12-15,5.91-6.46,Sell,9 days,-1.94%,Fall by 5.02%,305.37%
2025-08-17,5.56,2025-09-14,5.7,2024-07-21-2025-03-30,5.815-6.46,Sell,19 days,-2.52%,Fall by -3.86%,302.85%
