Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2006-05-14,8.0383,2007-07-22,9.65,Buy,309 Days,27.45,Rise by -2.43%,20.05%,20.05%,
2006-05-21,7.8883,2006-07-02,7.635,Sell,29 Days,-4.25,Fall by 5.66%,3.21%,23.26%,
2008-03-30,9.4233,2008-10-12,7.3517,Buy,139 Days,8.0,Rise by 3.68%,-21.98%,1.28%,
2009-03-22,5.775,2009-05-10,7.055,Buy,34 Days,6.79,Rise by 22.16%,22.16%,23.44%,
2011-03-20,10.3433,2011-04-17,11.105,Sell,19 Days,-11.63,Fall by -4.79%,-7.36%,16.08%,
2012-04-15,10.8533,2012-05-20,10.435,Sell,24 Days,-13.42,Fall by 6.23%,3.85%,19.93%,
2013-05-12,13.15,2014-01-12,16.015,Buy,174 Days,13.36,Rise by 6.63%,21.79%,41.72%,
2013-08-25,13.6833,2013-10-20,14.8467,Sell,39 Days,-13.9,Fall by -8.4%,-8.5%,33.22%,
2015-08-02,21.0617,2015-08-23,19.9817,Sell,14 Days,-19.6,Fall by 9.06%,5.13%,38.34%,
2016-01-17,19.1033,2016-02-14,18.4067,Sell,19 Days,-27.63,Fall by -26.2%,3.65%,41.99%,
2016-11-20,22.5983,2017-06-04,27.4,Buy,139 Days,20.08,Rise by 11.84%,21.25%,63.24%,
2018-04-15,31.0267,2018-05-20,32.9367,Sell,24 Days,-16.67,Fall by -12.11%,-6.16%,57.08%,
2021-01-24,56.1683,2022-10-02,47.18,Buy,439 Days,8.07,Rise by 7.5%,-16.0%,41.08%,
2021-10-03,63.02,2022-01-23,59.19,Sell,79 Days,-12.57,Fall by 1.82%,6.08%,47.16%,
2023-06-11,53.47,2023-10-15,45.37,Buy,89 Days,20.25,Rise by 7.71%,-15.15%,32.01%,
2025-01-19,61.84,2025-03-16,59.17,Sell,39 Days,-15.14,Fall by 4.32%,4.32%,36.33%,
2025-07-06,62.3,2025-07-06,62.3,Buy,0 Days,11.9,Rise by 0%,0.0%,36.33%,
